tetraodon_nigroviridis ENSTNIG00000013230
takifugu_rubripes ENSTRUG00000023865
mola_mola ENSMMOG00000021240
labrus_bergylta ENSLBEG00000022076
poecilia_formosa ENSPFOG00000023568
poecilia_latipinna ENSPLAG00000023526
poecilia_mexicana ENSPMEG00000019027
poecilia_reticulata ENSPREG00000005848
xiphophorus_couchianus ENSXCOG00000005253
xiphophorus_maculatus ENSXMAG00000022408
cyprinodon_variegatus ENSCVAG00000014739
fundulus_heteroclitus ENSFHEG00000012142
oryzias_latipes_asm223471v1 ENSORLG00020000249
oryzias_latipes_asm223469v1 ENSORLG00015023227
oryzias_latipes_asm223467v1 ENSORLG00000011372
oryzias_melastigma ENSOMEG00000000984
amphiprion_percula ENSAPEG00000002695
amphiprion_ocellaris ENSAOCG00000007542
acanthochromis_polyacanthus ENSAPOG00000020073
stegastes_partitus ENSSPAG00000021343
maylandia_zebra ENSMZEG00005016712
astatotilapia_calliptera ENSACLG00000024141
pundamilia_nyererei ENSPNYG00000011253
haplochromis_burtoni ENSHBUG00000023166
neolamprologus_brichardi ENSNBRG00000009941
scophthalmus_maximus ENSSMAG00000017997
cynoglossus_semilaevis ENSCSEG00000019922
seriola_lalandi_dorsalis ENSSLDG00000014893
seriola_dumerili ENSSDUG00000019846
hippocampus_comes ENSHCOG00000004868
periophthalmus_magnuspinnatus ENSPMGG00000005155
ciona_intestinalis ENSCING00000002288
