scophthalmus_maximus ENSSMAG00000018988
gasterosteus_aculeatus ENSGACG00000008161
monopterus_albus ENSMALG00000020281
mastacembelus_armatus ENSMAMG00000006999
anabas_testudineus ENSATEG00000007937
fundulus_heteroclitus ENSFHEG00000003659
cyprinodon_variegatus ENSCVAG00000006919
xiphophorus_couchianus ENSXCOG00000012817
xiphophorus_maculatus ENSXMAG00000018053
gambusia_affinis ENSGAFG00000009593
poecilia_mexicana ENSPMEG00000017026
poecilia_formosa ENSPFOG00000001129
poecilia_latipinna ENSPLAG00000008581
poecilia_reticulata ENSPREG00000020922
kryptolebias_marmoratus ENSKMAG00000008377
oryzias_latipes_asm223467v1 ENSORLG00000010515
oryzias_latipes_asm223471v1 ENSORLG00020015854
oryzias_latipes_asm223469v1 ENSORLG00015023298
oryzias_melastigma ENSOMEG00000002410
amphiprion_ocellaris ENSAOCG00000017608
amphiprion_percula ENSAPEG00000016368
acanthochromis_polyacanthus ENSAPOG00000001549
stegastes_partitus ENSSPAG00000012518
maylandia_zebra ENSMZEG00005014112
astatotilapia_calliptera ENSACLG00000022829
pundamilia_nyererei ENSPNYG00000014953
haplochromis_burtoni ENSHBUG00000011941
neolamprologus_brichardi ENSNBRG00000014177
oreochromis_niloticus ENSONIG00000005074
amphilophus_citrinellus ENSACIG00000003466
labrus_bergylta ENSLBEG00000019301
hippocampus_comes ENSHCOG00000015363
mola_mola ENSMMOG00000011376
seriola_dumerili ENSSDUG00000001564
seriola_lalandi_dorsalis ENSSLDG00000001981
cynoglossus_semilaevis ENSCSEG00000018527
periophthalmus_magnuspinnatus ENSPMGG00000011985
takifugu_rubripes ENSTRUG00000007435
tetraodon_nigroviridis ENSTNIG00000019696
gadus_morhua ENSGMOG00000002617
esox_lucius ENSELUG00000012079
astyanax_mexicanus ENSAMXG00000003757
pygocentrus_nattereri ENSPNAG00000022092
ictalurus_punctatus ENSIPUG00000002197
danio_rerio ENSDARG00000093185
paramormyrops_kingsleyae ENSPKIG00000023593
scleropages_formosus ENSSFOG00015003224
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001016426
cricetulus_griseus_crigri_1.0 ENSCGRG00000014748
mesocricetus_auratus ENSMAUG00000011689
peromyscus_maniculatus_bairdii ENSPEMG00000021986
microtus_ochrogaster ENSMOCG00000001168
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000041624
mus_spicilegus ENSMSIG00000004760
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0032858
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0031738
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0014617
rattus_norvegicus ENSRNOG00000029876
nannospalax_galili ENSNGAG00000004842
jaculus_jaculus ENSJJAG00000018592
castor_canadensis ENSCCNG00000024192
cavia_porcellus ENSCPOG00000000335
chinchilla_lanigera ENSCLAG00000017060
octodon_degus ENSODEG00000012492
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000017468
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100008049
fukomys_damarensis ENSFDAG00000003739
ictidomys_tridecemlineatus ENSSTOG00000013157
urocitellus_parryii ENSUPAG00010007868
marmota_marmota_marmota ENSMMMG00000001082
oryctolagus_cuniculus ENSOCUG00000004490
ochotona_princeps ENSOPRG00000010867
tupaia_belangeri ENSTBEG00000007318
gorilla_gorilla ENSGGOG00000009726
pan_troglodytes ENSPTRG00000004238
homo_sapiens ENSG00000152402
pongo_abelii ENSPPYG00000003832
mandrillus_leucophaeus ENSMLEG00000034319
macaca_fascicularis ENSMFAG00000034683
theropithecus_gelada ENSTGEG00000015718
papio_anubis ENSPANG00000006437
chlorocebus_sabaeus ENSCSAG00000003037
piliocolobus_tephrosceles ENSPTEG00000030095
colobus_angolensis_palliatus ENSCANG00000029755
rhinopithecus_roxellana ENSRROG00000000045
rhinopithecus_bieti ENSRBIG00000010846
macaca_mulatta ENSMMUG00000013419
macaca_nemestrina ENSMNEG00000036279
cercocebus_atys ENSCATG00000037410
nomascus_leucogenys ENSNLEG00000007212
pan_paniscus ENSPPAG00000043185
cebus_capucinus_imitator ENSCCAG00000031034
saimiri_boliviensis_boliviensis ENSSBOG00000020105
callithrix_jacchus ENSCJAG00000009948
aotus_nancymaae ENSANAG00000023296
carlito_syrichta ENSTSYG00000013682
prolemur_simus ENSPSMG00000011041
microcebus_murinus ENSMICG00000004925
propithecus_coquereli ENSPCOG00000016375
capra_hircus ENSCHIG00000016274
capra_hircus ENSCHIG00000012992
ovis_aries ENSOARG00000010375
bos_taurus ENSBTAG00000044144
tursiops_truncatus ENSTTRG00000013659
vicugna_pacos ENSVPAG00000008018
sus_scrofa ENSSSCG00000024613
equus_caballus ENSECAG00000018191
equus_asinus_asinus ENSEASG00005011012
pteropus_vampyrus ENSPVAG00000002931
loxodonta_africana ENSLAFG00000003075
procavia_capensis ENSPCAG00000008625
choloepus_hoffmanni ENSCHOG00000004828
dasypus_novemcinctus ENSDNOG00000001462
myotis_lucifugus ENSMLUG00000017451
erinaceus_europaeus ENSEEUG00000013015
canis_lupus_dingo ENSCAFG00020008933
canis_lupus_familiaris ENSCAFG00000014739
vulpes_vulpes ENSVVUG00000013971
panthera_pardus ENSPPRG00000011788
panthera_tigris_altaica ENSPTIG00000014239
felis_catus ENSFCAG00000038721
ursus_maritimus ENSUMAG00000008864
ailuropoda_melanoleuca ENSAMEG00000014522
neovison_vison ENSNVIG00000006762
mustela_putorius_furo ENSMPUG00000006254
dipodomys_ordii ENSDORG00000007568
