xiphophorus_couchianus ENSXCOG00000018502
neolamprologus_brichardi ENSNBRG00000022329
lepisosteus_oculatus ENSLOCG00000010590
hippocampus_comes ENSHCOG00000017043
periophthalmus_magnuspinnatus ENSPMGG00000005112
takifugu_rubripes ENSTRUG00000014914
tetraodon_nigroviridis ENSTNIG00000015692
mola_mola ENSMMOG00000019556
gasterosteus_aculeatus ENSGACG00000000820
cynoglossus_semilaevis ENSCSEG00000003354
seriola_dumerili ENSSDUG00000012655
seriola_lalandi_dorsalis ENSSLDG00000012658
scophthalmus_maximus ENSSMAG00000006884
fundulus_heteroclitus ENSFHEG00000016677
cyprinodon_variegatus ENSCVAG00000020465
poecilia_formosa ENSPFOG00000017224
poecilia_mexicana ENSPMEG00000014790
poecilia_latipinna ENSPLAG00000021627
poecilia_reticulata ENSPREG00000002317
xiphophorus_maculatus ENSXMAG00000019137
gambusia_affinis ENSGAFG00000002697
kryptolebias_marmoratus ENSKMAG00000012865
oryzias_latipes_asm223471v1 ENSORLG00020017746
oryzias_latipes_asm223469v1 ENSORLG00015020296
oryzias_latipes_asm223467v1 ENSORLG00000009369
oryzias_melastigma ENSOMEG00000017709
haplochromis_burtoni ENSHBUG00000012658
pundamilia_nyererei ENSPNYG00000011684
maylandia_zebra ENSMZEG00005018948
astatotilapia_calliptera ENSACLG00000019431
oreochromis_niloticus ENSONIG00000017018
amphilophus_citrinellus ENSACIG00000003673
amphiprion_ocellaris ENSAOCG00000013192
amphiprion_percula ENSAPEG00000001672
acanthochromis_polyacanthus ENSAPOG00000015314
stegastes_partitus ENSSPAG00000015955
labrus_bergylta ENSLBEG00000015524
mastacembelus_armatus ENSMAMG00000020192
monopterus_albus ENSMALG00000003192
anabas_testudineus ENSATEG00000002673
gadus_morhua ENSGMOG00000000757
esox_lucius ENSELUG00000009165
pygocentrus_nattereri ENSPNAG00000019527
astyanax_mexicanus ENSAMXG00000012808
ictalurus_punctatus ENSIPUG00000002183
danio_rerio ENSDARG00000104493
paramormyrops_kingsleyae ENSPKIG00000019571
notamacropus_eugenii ENSMEUG00000000971
phascolarctos_cinereus ENSPCIG00000013883
sarcophilus_harrisii ENSSHAG00000011726
monodelphis_domestica ENSMODG00000001724
neovison_vison ENSNVIG00000020651
mustela_putorius_furo ENSMPUG00000012202
ailuropoda_melanoleuca ENSAMEG00000015593
ursus_maritimus ENSUMAG00000007521
canis_lupus_dingo ENSCAFG00020024570
canis_lupus_familiaris ENSCAFG00000002206
vulpes_vulpes ENSVVUG00000028667
panthera_pardus ENSPPRG00000021315
panthera_tigris_altaica ENSPTIG00000009537
felis_catus ENSFCAG00000018372
pteropus_vampyrus ENSPVAG00000011715
equus_caballus ENSECAG00000012024
equus_asinus_asinus ENSEASG00005018292
erinaceus_europaeus ENSEEUG00000014609
tupaia_belangeri ENSTBEG00000016280
pan_troglodytes ENSPTRG00000030399
pan_paniscus ENSPPAG00000031495
homo_sapiens ENSG00000204634
gorilla_gorilla ENSGGOG00000005459
pongo_abelii ENSPPYG00000012102
nomascus_leucogenys ENSNLEG00000014456
papio_anubis ENSPANG00000022369
theropithecus_gelada ENSTGEG00000006815
cercocebus_atys ENSCATG00000040426
mandrillus_leucophaeus ENSMLEG00000031021
macaca_fascicularis ENSMFAG00000004006
macaca_nemestrina ENSMNEG00000006766
macaca_mulatta ENSMMUG00000009874
chlorocebus_sabaeus ENSCSAG00000017170
rhinopithecus_roxellana ENSRROG00000042993
rhinopithecus_bieti ENSRBIG00000044656
colobus_angolensis_palliatus ENSCANG00000043185
piliocolobus_tephrosceles ENSPTEG00000021643
cebus_capucinus_imitator ENSCCAG00000034002
callithrix_jacchus ENSCJAG00000021215
saimiri_boliviensis_boliviensis ENSSBOG00000027309
aotus_nancymaae ENSANAG00000003815
carlito_syrichta ENSTSYG00000005432
prolemur_simus ENSPSMG00000019245
propithecus_coquereli ENSPCOG00000009380
microcebus_murinus ENSMICG00000046616
otolemur_garnettii ENSOGAG00000014498
castor_canadensis ENSCCNG00000003156
dipodomys_ordii ENSDORG00000015729
peromyscus_maniculatus_bairdii ENSPEMG00000009663
microtus_ochrogaster ENSMOCG00000020892
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001020779
cricetulus_griseus_crigri-picr ENSCGRG00015011603
cricetulus_griseus_crigri_1.0 ENSCGRG00000001652
mesocricetus_auratus ENSMAUG00000012769
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000003134
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0014874
mus_spicilegus ENSMSIG00000022280
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0014070
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0027317
rattus_norvegicus ENSRNOG00000013583
meriones_unguiculatus ENSMUGG00000023159
meriones_unguiculatus ENSMUGG00000023374
nannospalax_galili ENSNGAG00000005697
jaculus_jaculus ENSJJAG00000017814
spermophilus_dauricus ENSSDAG00000010648
ictidomys_tridecemlineatus ENSSTOG00000011150
urocitellus_parryii ENSUPAG00010000418
