hippocampus_comes ENSHCOG00000005308
periophthalmus_magnuspinnatus ENSPMGG00000008319
monopterus_albus ENSMALG00000016877
mastacembelus_armatus ENSMAMG00000020594
anabas_testudineus ENSATEG00000014641
tetraodon_nigroviridis ENSTNIG00000011430
takifugu_rubripes ENSTRUG00000024141
mola_mola ENSMMOG00000014943
gasterosteus_aculeatus ENSGACG00000013278
labrus_bergylta ENSLBEG00000000080
scophthalmus_maximus ENSSMAG00000020112
cynoglossus_semilaevis ENSCSEG00000009944
seriola_dumerili ENSSDUG00000003356
seriola_lalandi_dorsalis ENSSLDG00000014710
fundulus_heteroclitus ENSFHEG00000006318
cyprinodon_variegatus ENSCVAG00000002231
poecilia_formosa ENSPFOG00000004009
poecilia_mexicana ENSPMEG00000009756
poecilia_latipinna ENSPLAG00000000294
poecilia_reticulata ENSPREG00000017612
gambusia_affinis ENSGAFG00000006909
xiphophorus_maculatus ENSXMAG00000004631
xiphophorus_couchianus ENSXCOG00000014718
kryptolebias_marmoratus ENSKMAG00000008432
oryzias_latipes_asm223469v1 ENSORLG00015011639
oryzias_latipes_asm223471v1 ENSORLG00020021307
oryzias_latipes_asm223467v1 ENSORLG00000029762
oryzias_melastigma ENSOMEG00000020684
maylandia_zebra ENSMZEG00005001721
astatotilapia_calliptera ENSACLG00000002628
pundamilia_nyererei ENSPNYG00000008497
haplochromis_burtoni ENSHBUG00000022577
neolamprologus_brichardi ENSNBRG00000010066
oreochromis_niloticus ENSONIG00000015888
amphilophus_citrinellus ENSACIG00000014421
amphiprion_ocellaris ENSAOCG00000009177
amphiprion_percula ENSAPEG00000002634
acanthochromis_polyacanthus ENSAPOG00000012895
stegastes_partitus ENSSPAG00000004587
gadus_morhua ENSGMOG00000006629
esox_lucius ENSELUG00000005705
pygocentrus_nattereri ENSPNAG00000007495
astyanax_mexicanus ENSAMXG00000035554
ictalurus_punctatus ENSIPUG00000016597
danio_rerio ENSDARG00000093818
scleropages_formosus ENSSFOG00015018417
paramormyrops_kingsleyae ENSPKIG00000020787
