loxodonta_africana ENSLAFG00000022533
procavia_capensis ENSPCAG00000006098
dasypus_novemcinctus ENSDNOG00000035149
bos_taurus ENSBTAG00000047423
bison_bison_bison ENSBBBG00000007370
ovis_aries ENSOARG00000007230
capra_hircus ENSCHIG00000015175
bos_mutus ENSBMUG00000023426
tursiops_truncatus ENSTTRG00000012887
sus_scrofa ENSSSCG00000040022
equus_caballus ENSECAG00000037859
equus_asinus_asinus ENSEASG00005006314
pteropus_vampyrus ENSPVAG00000010532
erinaceus_europaeus ENSEEUG00000014338
ursus_maritimus ENSUMAG00000005652
ursus_americanus ENSUAMG00000010095
ailuropoda_melanoleuca ENSAMEG00000011588
neovison_vison ENSNVIG00000012851
canis_lupus_dingo ENSCAFG00020014765
canis_lupus_familiaris ENSCAFG00000030737
vulpes_vulpes ENSVVUG00000005238
panthera_pardus ENSPPRG00000003928
panthera_tigris_altaica ENSPTIG00000006672
felis_catus ENSFCAG00000009918
cricetulus_griseus_crigri-picr ENSCGRG00015023452
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001023074
mesocricetus_auratus ENSMAUG00000013488
microtus_ochrogaster ENSMOCG00000021317
peromyscus_maniculatus_bairdii ENSPEMG00000029662
mus_spicilegus ENSMSIG00000025058
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0030468
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000074261
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0029372
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0021225
rattus_norvegicus ENSRNOG00000037798
meriones_unguiculatus ENSMUGG00000013458
nannospalax_galili ENSNGAG00000010587
jaculus_jaculus ENSJJAG00000015588
castor_canadensis ENSCCNG00000016485
cavia_porcellus ENSCPOG00000030569
octodon_degus ENSODEG00000000339
chinchilla_lanigera ENSCLAG00000000843
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000010407
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100018116
fukomys_damarensis ENSFDAG00000001077
ictidomys_tridecemlineatus ENSSTOG00000022757
spermophilus_dauricus ENSSDAG00000005615
urocitellus_parryii ENSUPAG00010010664
marmota_marmota_marmota ENSMMMG00000019627
oryctolagus_cuniculus ENSOCUG00000029714
pan_paniscus ENSPPAG00000029508
pan_troglodytes ENSPTRG00000045049
homo_sapiens ENSG00000204978
gorilla_gorilla ENSGGOG00000013051
pongo_abelii ENSPPYG00000010019
nomascus_leucogenys ENSNLEG00000013610
chlorocebus_sabaeus ENSCSAG00000003518
mandrillus_leucophaeus ENSMLEG00000041331
macaca_nemestrina ENSMNEG00000031017
macaca_fascicularis ENSMFAG00000035181
macaca_mulatta ENSMMUG00000044915
papio_anubis ENSPANG00000024551
theropithecus_gelada ENSTGEG00000022479
cercocebus_atys ENSCATG00000030117
piliocolobus_tephrosceles ENSPTEG00000027124
colobus_angolensis_palliatus ENSCANG00000035686
rhinopithecus_bieti ENSRBIG00000034490
rhinopithecus_roxellana ENSRROG00000029222
cebus_capucinus_imitator ENSCCAG00000037119
saimiri_boliviensis_boliviensis ENSSBOG00000029315
callithrix_jacchus ENSCJAG00000020204
aotus_nancymaae ENSANAG00000034468
carlito_syrichta ENSTSYG00000034517
microcebus_murinus ENSMICG00000033248
prolemur_simus ENSPSMG00000015821
propithecus_coquereli ENSPCOG00000025262
tupaia_belangeri ENSTBEG00000013528
tupaia_belangeri ENSTBEG00000014390
