astyanax_mexicanus ENSAMXG00000012255
pygocentrus_nattereri ENSPNAG00000015037
ictalurus_punctatus ENSIPUG00000010389
danio_rerio ENSDARG00000029692
poecilia_latipinna ENSPLAG00000021040
poecilia_formosa ENSPFOG00000005588
poecilia_mexicana ENSPMEG00000012579
poecilia_reticulata ENSPREG00000013424
gambusia_affinis ENSGAFG00000004519
xiphophorus_maculatus ENSXMAG00000006401
xiphophorus_couchianus ENSXCOG00000010986
fundulus_heteroclitus ENSFHEG00000013389
cyprinodon_variegatus ENSCVAG00000004545
poecilia_mexicana ENSPMEG00000012596
poecilia_reticulata ENSPREG00000013535
neolamprologus_brichardi ENSNBRG00000011750
amphiprion_ocellaris ENSAOCG00000009374
periophthalmus_magnuspinnatus ENSPMGG00000013659
tetraodon_nigroviridis ENSTNIG00000015349
takifugu_rubripes ENSTRUG00000015381
cynoglossus_semilaevis ENSCSEG00000010184
cynoglossus_semilaevis ENSCSEG00000019228
anabas_testudineus ENSATEG00000007145
astatotilapia_calliptera ENSACLG00000003721
pundamilia_nyererei ENSPNYG00000005345
maylandia_zebra ENSMZEG00005020641
haplochromis_burtoni ENSHBUG00000006392
neolamprologus_brichardi ENSNBRG00000017791
oreochromis_niloticus ENSONIG00000014125
amphilophus_citrinellus ENSACIG00000005832
amphiprion_ocellaris ENSAOCG00000001224
periophthalmus_magnuspinnatus ENSPMGG00000013657
mola_mola ENSMMOG00000014230
seriola_lalandi_dorsalis ENSSLDG00000025488
mastacembelus_armatus ENSMAMG00000002645
monopterus_albus ENSMALG00000006191
seriola_dumerili ENSSDUG00000009295
amphiprion_percula ENSAPEG00000007268
acanthochromis_polyacanthus ENSAPOG00000012589
stegastes_partitus ENSSPAG00000023287
labrus_bergylta ENSLBEG00000018192
scophthalmus_maximus ENSSMAG00000013999
gasterosteus_aculeatus ENSGACG00000014452
oryzias_latipes_asm223471v1 ENSORLG00020014341
oryzias_latipes_asm223467v1 ENSORLG00000019933
oryzias_latipes_asm223469v1 ENSORLG00015006499
oryzias_melastigma ENSOMEG00000009140
kryptolebias_marmoratus ENSKMAG00000004560
hippocampus_comes ENSHCOG00000007703
gadus_morhua ENSGMOG00000014080
esox_lucius ENSELUG00000011773
scleropages_formosus ENSSFOG00015014519
paramormyrops_kingsleyae ENSPKIG00000019344
scleropages_formosus ENSSFOG00015019217
paramormyrops_kingsleyae ENSPKIG00000002536
lepisosteus_oculatus ENSLOCG00000011601
latimeria_chalumnae ENSLACG00000007858
petromyzon_marinus ENSPMAG00000004904
gopherus_agassizii ENSGAGG00000003966
chelonoidis_abingdonii ENSCABG00000009933
chrysemys_picta_bellii ENSCPBG00000019495
pelodiscus_sinensis ENSPSIG00000012653
serinus_canaria ENSSCAG00000004394
lonchura_striata_domestica ENSLSDG00000018069
zonotrichia_albicollis ENSZALG00000003284
ficedula_albicollis ENSFALG00000008406
cyanistes_caeruleus ENSCCEG00000022137
lepidothrix_coronata ENSLCOG00000011670
melopsittacus_undulatus ENSMUNG00000012032
calidris_pugnax ENSCPUG00000000275
anas_platyrhynchos_platyrhynchos ENSAPLG00000015819
apteryx_rowi ENSARWG00000003056
apteryx_haastii ENSAHAG00000007591
apteryx_owenii ENSAOWG00000019071
nothoprocta_perdicaria ENSNPEG00000008884
anolis_carolinensis ENSACAG00000012870
pogona_vitticeps ENSPVIG00000012103
notechis_scutatus ENSNSUG00000002382
ailuropoda_melanoleuca ENSAMEG00000005868
myotis_lucifugus ENSMLUG00000007577
sorex_araneus ENSSARG00000009050
piliocolobus_tephrosceles ENSPTEG00000009747
