xiphophorus_maculatus ENSXMAG00000008405
xiphophorus_couchianus ENSXCOG00000007455
gambusia_affinis ENSGAFG00000008237
poecilia_mexicana ENSPMEG00000001678
poecilia_latipinna ENSPLAG00000003123
poecilia_reticulata ENSPREG00000015525
cyprinodon_variegatus ENSCVAG00000015767
haplochromis_burtoni ENSHBUG00000017666
pundamilia_nyererei ENSPNYG00000001661
maylandia_zebra ENSMZEG00005011168
astatotilapia_calliptera ENSACLG00000026777
neolamprologus_brichardi ENSNBRG00000021287
oreochromis_niloticus ENSONIG00000000874
amphilophus_citrinellus ENSACIG00000003932
