drosophila_melanogaster FBgn0035812
caenorhabditis_elegans_strain_n2 WBGene00011802
ornithorhynchus_anatinus ENSOANG00000029310
ciona_intestinalis ENSCING00000024132
junco_hyemalis ENSJHYG00000003670
zonotrichia_albicollis ENSZALG00000012382
serinus_canaria ENSSCAG00000004510
taeniopygia_guttata ENSTGUG00000002894
lonchura_striata_domestica ENSLSDG00000012436
cyanistes_caeruleus ENSCCEG00000004527
parus_major ENSPMJG00000006924
ficedula_albicollis ENSFALG00000012920
manacus_vitellinus ENSMVIG00005016084
lepidothrix_coronata ENSLCOG00000000731
melopsittacus_undulatus ENSMUNG00000006033
calidris_pugnax ENSCPUG00000017347
calidris_pugnax ENSCPUG00000017348
calidris_pygmaea ENSCPGG00000004249
anser_brachyrhynchus ENSABRG00000021511
anas_platyrhynchos_platyrhynchos ENSAPLG00000015564
meleagris_gallopavo ENSMGAG00000003641
coturnix_japonica ENSCJPG00005014019
gallus_gallus ENSGALG00000003484
numida_meleagris ENSNMEG00000018261
apteryx_rowi ENSARWG00000003192
apteryx_owenii ENSAOWG00000015820
apteryx_haastii ENSAHAG00000013857
dromaius_novaehollandiae ENSDNVG00000017065
nothoprocta_perdicaria ENSNPEG00000009260
crocodylus_porosus ENSCPRG00005003336
chrysemys_picta_bellii ENSCPBG00000004972
chrysemys_picta_bellii ENSCPBG00000011799
chelonoidis_abingdonii ENSCABG00000018074
gopherus_agassizii ENSGAGG00000005985
pelodiscus_sinensis ENSPSIG00000015299
sphenodon_punctatus ENSSPUG00000010124
sphenodon_punctatus ENSSPUG00000010144
pogona_vitticeps ENSPVIG00000009528
anolis_carolinensis ENSACAG00000015438
notechis_scutatus ENSNSUG00000004101
salvator_merianae ENSSMRG00000020830
pteropus_vampyrus ENSPVAG00000002286
myotis_lucifugus ENSMLUG00000014140
equus_caballus ENSECAG00000002113
equus_asinus_asinus ENSEASG00005013363
bison_bison_bison ENSBBBG00000010253
bos_mutus ENSBMUG00000022648
bos_taurus ENSBTAG00000033690
capra_hircus ENSCHIG00000021676
ovis_aries ENSOARG00000019275
tursiops_truncatus ENSTTRG00000007661
sus_scrofa ENSSSCG00000016170
vicugna_pacos ENSVPAG00000004265
ursus_americanus ENSUAMG00000007688
ursus_maritimus ENSUMAG00000000925
ailuropoda_melanoleuca ENSAMEG00000003804
neovison_vison ENSNVIG00000009921
mustela_putorius_furo ENSMPUG00000007816
canis_lupus_dingo ENSCAFG00020027297
canis_lupus_familiaris ENSCAFG00000014264
vulpes_vulpes ENSVVUG00000009080
panthera_pardus ENSPPRG00000000936
panthera_tigris_altaica ENSPTIG00000002607
felis_catus ENSFCAG00000010312
propithecus_coquereli ENSPCOG00000001956
microcebus_murinus ENSMICG00000014488
prolemur_simus ENSPSMG00000001538
otolemur_garnettii ENSOGAG00000009078
pan_paniscus ENSPPAG00000043112
pan_troglodytes ENSPTRG00000012888
homo_sapiens ENSG00000138376
gorilla_gorilla ENSGGOG00000014597
pongo_abelii ENSPPYG00000013144
nomascus_leucogenys ENSNLEG00000007205
theropithecus_gelada ENSTGEG00000006822
papio_anubis ENSPANG00000019723
cercocebus_atys ENSCATG00000043060
mandrillus_leucophaeus ENSMLEG00000031483
macaca_fascicularis ENSMFAG00000032566
macaca_mulatta ENSMMUG00000005700
macaca_nemestrina ENSMNEG00000042003
chlorocebus_sabaeus ENSCSAG00000009338
rhinopithecus_bieti ENSRBIG00000043580
rhinopithecus_roxellana ENSRROG00000028323
piliocolobus_tephrosceles ENSPTEG00000036861
colobus_angolensis_palliatus ENSCANG00000036990
cebus_capucinus_imitator ENSCCAG00000021151
saimiri_boliviensis_boliviensis ENSSBOG00000024817
callithrix_jacchus ENSCJAG00000011473
aotus_nancymaae ENSANAG00000026965
tupaia_belangeri ENSTBEG00000015473
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000026196
mus_spicilegus ENSMSIG00000032127
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0015043
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0014236
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0027474
rattus_norvegicus ENSRNOG00000014960
meriones_unguiculatus ENSMUGG00000018535
cricetulus_griseus_crigri_1.0 ENSCGRG00000013939
cricetulus_griseus_crigri-picr ENSCGRG00015028918
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001019211
mesocricetus_auratus ENSMAUG00000005663
microtus_ochrogaster ENSMOCG00000017289
peromyscus_maniculatus_bairdii ENSPEMG00000009105
meriones_unguiculatus ENSMUGG00000013164
nannospalax_galili ENSNGAG00000023844
jaculus_jaculus ENSJJAG00000015311
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000005523
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100007430
fukomys_damarensis ENSFDAG00000010003
chinchilla_lanigera ENSCLAG00000007649
octodon_degus ENSODEG00000008221
cavia_porcellus ENSCPOG00000011499
cavia_aperea ENSCAPG00000016375
castor_canadensis ENSCCNG00000001199
ictidomys_tridecemlineatus ENSSTOG00000002413
urocitellus_parryii ENSUPAG00010004260
marmota_marmota_marmota ENSMMMG00000016460
oryctolagus_cuniculus ENSOCUG00000001552
ochotona_princeps ENSOPRG00000009077
bos_mutus ENSBMUG00000024762
bos_taurus ENSBTAG00000051601
capra_hircus ENSCHIG00000016295
canis_lupus_dingo ENSCAFG00020007994
carlito_syrichta ENSTSYG00000006130
dasypus_novemcinctus ENSDNOG00000037382
erinaceus_europaeus ENSEEUG00000005440
dipodomys_ordii ENSDORG00000015439
sorex_araneus ENSSARG00000012409
choloepus_hoffmanni ENSCHOG00000005543
loxodonta_africana ENSLAFG00000000546
procavia_capensis ENSPCAG00000015190
echinops_telfairi ENSETEG00000009948
phascolarctos_cinereus ENSPCIG00000022589
monodelphis_domestica ENSMODG00000015631
sarcophilus_harrisii ENSSHAG00000012998
ornithorhynchus_anatinus ENSOANG00000031055
ornithorhynchus_anatinus ENSOANG00000029199
xenopus_tropicalis ENSXETG00000014241
latimeria_chalumnae ENSLACG00000014837
petromyzon_marinus ENSPMAG00000009500
eptatretus_burgeri ENSEBUG00000008029
takifugu_rubripes ENSTRUG00000014666
tetraodon_nigroviridis ENSTNIG00000016439
mola_mola ENSMMOG00000010782
gasterosteus_aculeatus ENSGACG00000006488
cynoglossus_semilaevis ENSCSEG00000011881
hippocampus_comes ENSHCOG00000008843
seriola_dumerili ENSSDUG00000014493
seriola_lalandi_dorsalis ENSSLDG00000009597
scophthalmus_maximus ENSSMAG00000009076
monopterus_albus ENSMALG00000013146
mastacembelus_armatus ENSMAMG00000018939
anabas_testudineus ENSATEG00000000424
xiphophorus_maculatus ENSXMAG00000023971
xiphophorus_couchianus ENSXCOG00000013906
gambusia_affinis ENSGAFG00000011725
poecilia_mexicana ENSPMEG00000005299
poecilia_latipinna ENSPLAG00000013334
poecilia_formosa ENSPFOG00000004964
poecilia_reticulata ENSPREG00000011957
poecilia_mexicana ENSPMEG00000012553
poecilia_latipinna ENSPLAG00000018732
cyprinodon_variegatus ENSCVAG00000016147
fundulus_heteroclitus ENSFHEG00000022096
kryptolebias_marmoratus ENSKMAG00000020864
oryzias_latipes_asm223467v1 ENSORLG00000016051
oryzias_latipes_asm223469v1 ENSORLG00015003333
oryzias_latipes_asm223471v1 ENSORLG00020002351
oryzias_melastigma ENSOMEG00000001402
haplochromis_burtoni ENSHBUG00000002170
maylandia_zebra ENSMZEG00005010042
astatotilapia_calliptera ENSACLG00000018628
neolamprologus_brichardi ENSNBRG00000002271
pundamilia_nyererei ENSPNYG00000019180
oreochromis_niloticus ENSONIG00000004203
amphilophus_citrinellus ENSACIG00000013172
amphiprion_ocellaris ENSAOCG00000012449
amphiprion_percula ENSAPEG00000014295
acanthochromis_polyacanthus ENSAPOG00000014164
stegastes_partitus ENSSPAG00000004534
labrus_bergylta ENSLBEG00000002588
periophthalmus_magnuspinnatus ENSPMGG00000022588
gadus_morhua ENSGMOG00000012837
esox_lucius ENSELUG00000008469
pygocentrus_nattereri ENSPNAG00000013463
astyanax_mexicanus ENSAMXG00000018892
ictalurus_punctatus ENSIPUG00000008007
danio_rerio ENSDARG00000076733
paramormyrops_kingsleyae ENSPKIG00000023872
scleropages_formosus ENSSFOG00015017681
lepisosteus_oculatus ENSLOCG00000004470
mola_mola ENSMMOG00000008747
ciona_savignyi ENSCSAVG00000001354
labrus_bergylta ENSLBEG00000018607
takifugu_rubripes ENSTRUG00000022869
xiphophorus_maculatus ENSXMAG00000019402
xiphophorus_couchianus ENSXCOG00000016638
stegastes_partitus ENSSPAG00000005351
esox_lucius ENSELUG00000017534
eptatretus_burgeri ENSEBUG00000006145
