sorex_araneus ENSSARG00000010056
erinaceus_europaeus ENSEEUG00000000707
echinops_telfairi ENSETEG00000004441
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000000489
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0020929
mus_spicilegus ENSMSIG00000028914
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0020031
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0020033
rattus_norvegicus ENSRNOG00000017197
meriones_unguiculatus ENSMUGG00000019407
cricetulus_griseus_crigri-picr ENSCGRG00015003834
cricetulus_griseus_crigri_1.0 ENSCGRG00000012665
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001019045
mesocricetus_auratus ENSMAUG00000010966
microtus_ochrogaster ENSMOCG00000002403
peromyscus_maniculatus_bairdii ENSPEMG00000010524
nannospalax_galili ENSNGAG00000018908
jaculus_jaculus ENSJJAG00000016430
castor_canadensis ENSCCNG00000001843
dipodomys_ordii ENSDORG00000010253
ictidomys_tridecemlineatus ENSSTOG00000022345
urocitellus_parryii ENSUPAG00010022290
chinchilla_lanigera ENSCLAG00000016860
octodon_degus ENSODEG00000012860
cavia_porcellus ENSCPOG00000005394
cavia_aperea ENSCAPG00000015985
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100003674
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000012214
fukomys_damarensis ENSFDAG00000021470
oryctolagus_cuniculus ENSOCUG00000027603
neovison_vison ENSNVIG00000001399
mustela_putorius_furo ENSMPUG00000013265
ursus_americanus ENSUAMG00000004417
ursus_maritimus ENSUMAG00000014423
ailuropoda_melanoleuca ENSAMEG00000010844
canis_lupus_familiaris ENSCAFG00000001356
canis_lupus_dingo ENSCAFG00020002561
vulpes_vulpes ENSVVUG00000014608
panthera_pardus ENSPPRG00000003082
panthera_tigris_altaica ENSPTIG00000013725
felis_catus ENSFCAG00000015580
capra_hircus ENSCHIG00000025693
ovis_aries ENSOARG00000016412
bos_taurus ENSBTAG00000021697
bos_mutus ENSBMUG00000000434
bison_bison_bison ENSBBBG00000019475
tursiops_truncatus ENSTTRG00000001264
