amphiprion_ocellaris ENSAOCG00000003065
amphiprion_percula ENSAPEG00000001176
stegastes_partitus ENSSPAG00000008525
acanthochromis_polyacanthus ENSAPOG00000019183
oryzias_latipes_asm223471v1 ENSORLG00020005602
oryzias_latipes_asm223467v1 ENSORLG00000016747
oryzias_melastigma ENSOMEG00000013673
anabas_testudineus ENSATEG00000013786
seriola_dumerili ENSSDUG00000001261
labrus_bergylta ENSLBEG00000024652
labrus_bergylta ENSLBEG00000025923
takifugu_rubripes ENSTRUG00000003599
tetraodon_nigroviridis ENSTNIG00000019185
periophthalmus_magnuspinnatus ENSPMGG00000019370
esox_lucius ENSELUG00000017210
astyanax_mexicanus ENSAMXG00000010643
pygocentrus_nattereri ENSPNAG00000002848
ictalurus_punctatus ENSIPUG00000007679
ictalurus_punctatus ENSIPUG00000009156
scleropages_formosus ENSSFOG00015021858
paramormyrops_kingsleyae ENSPKIG00000018063
gasterosteus_aculeatus ENSGACG00000009194
mola_mola ENSMMOG00000010290
xiphophorus_maculatus ENSXMAG00000026707
xiphophorus_couchianus ENSXCOG00000004601
gambusia_affinis ENSGAFG00000007730
poecilia_mexicana ENSPMEG00000014969
poecilia_formosa ENSPFOG00000014006
poecilia_latipinna ENSPLAG00000015749
poecilia_reticulata ENSPREG00000020706
fundulus_heteroclitus ENSFHEG00000013734
cyprinodon_variegatus ENSCVAG00000020343
kryptolebias_marmoratus ENSKMAG00000008590
oryzias_latipes_asm223467v1 ENSORLG00000014750
oryzias_latipes_asm223471v1 ENSORLG00020012679
oryzias_latipes_asm223469v1 ENSORLG00015011305
oryzias_melastigma ENSOMEG00000009778
stegastes_partitus ENSSPAG00000018703
anabas_testudineus ENSATEG00000013140
monopterus_albus ENSMALG00000012521
seriola_dumerili ENSSDUG00000017574
seriola_lalandi_dorsalis ENSSLDG00000003219
scophthalmus_maximus ENSSMAG00000020232
mastacembelus_armatus ENSMAMG00000007708
maylandia_zebra ENSMZEG00005005396
astatotilapia_calliptera ENSACLG00000017203
pundamilia_nyererei ENSPNYG00000020234
haplochromis_burtoni ENSHBUG00000022772
neolamprologus_brichardi ENSNBRG00000011830
oreochromis_niloticus ENSONIG00000003610
amphilophus_citrinellus ENSACIG00000004436
labrus_bergylta ENSLBEG00000015253
takifugu_rubripes ENSTRUG00000007025
tetraodon_nigroviridis ENSTNIG00000017295
esox_lucius ENSELUG00000014005
pygocentrus_nattereri ENSPNAG00000001236
astyanax_mexicanus ENSAMXG00000043881
lepisosteus_oculatus ENSLOCG00000016938
anolis_carolinensis ENSACAG00000014701
pogona_vitticeps ENSPVIG00000002989
notechis_scutatus ENSNSUG00000017502
salvator_merianae ENSSMRG00000017520
pogona_vitticeps ENSPVIG00000002988
sphenodon_punctatus ENSSPUG00000001203
sphenodon_punctatus ENSSPUG00000001209
apteryx_haastii ENSAHAG00000017710
apteryx_owenii ENSAOWG00000005506
apteryx_rowi ENSARWG00000000771
dromaius_novaehollandiae ENSDNVG00000005969
nothoprocta_perdicaria ENSNPEG00000013422
calidris_pygmaea ENSCPGG00000005606
calidris_pugnax ENSCPUG00000009901
melopsittacus_undulatus ENSMUNG00000007036
taeniopygia_guttata ENSTGUG00000012421
lonchura_striata_domestica ENSLSDG00000013603
serinus_canaria ENSSCAG00000002927
junco_hyemalis ENSJHYG00000015133
zonotrichia_albicollis ENSZALG00000017019
ficedula_albicollis ENSFALG00000002975
parus_major ENSPMJG00000002254
cyanistes_caeruleus ENSCCEG00000016454
lepidothrix_coronata ENSLCOG00000016079
manacus_vitellinus ENSMVIG00005003423
anser_brachyrhynchus ENSABRG00000007293
anas_platyrhynchos_platyrhynchos ENSAPLG00000015721
gallus_gallus ENSGALG00000015779
meleagris_gallopavo ENSMGAG00000013660
coturnix_japonica ENSCJPG00005004077
numida_meleagris ENSNMEG00000010083
crocodylus_porosus ENSCPRG00005016902
gopherus_agassizii ENSGAGG00000016210
chelonoidis_abingdonii ENSCABG00000018711
chrysemys_picta_bellii ENSCPBG00000019921
pelodiscus_sinensis ENSPSIG00000010966
phascolarctos_cinereus ENSPCIG00000021714
notamacropus_eugenii ENSMEUG00000011197
sarcophilus_harrisii ENSSHAG00000012776
monodelphis_domestica ENSMODG00000018281
procavia_capensis ENSPCAG00000012363
echinops_telfairi ENSETEG00000002492
loxodonta_africana ENSLAFG00000005460
ursus_americanus ENSUAMG00000016370
ursus_maritimus ENSUMAG00000010540
ailuropoda_melanoleuca ENSAMEG00000000422
neovison_vison ENSNVIG00000002281
mustela_putorius_furo ENSMPUG00000009339
canis_lupus_dingo ENSCAFG00020016003
canis_lupus_familiaris ENSCAFG00000003096
vulpes_vulpes ENSVVUG00000010198
panthera_tigris_altaica ENSPTIG00000010335
panthera_pardus ENSPPRG00000018390
felis_catus ENSFCAG00000014224
equus_caballus ENSECAG00000020890
equus_asinus_asinus ENSEASG00005005689
bos_mutus ENSBMUG00000021047
bos_taurus ENSBTAG00000011667
bison_bison_bison ENSBBBG00000020844
capra_hircus ENSCHIG00000015593
ovis_aries ENSOARG00000012839
sus_scrofa ENSSSCG00000004314
vicugna_pacos ENSVPAG00000004176
tursiops_truncatus ENSTTRG00000003685
