erinaceus_europaeus ENSEEUG00000010744
sorex_araneus ENSSARG00000005013
echinops_telfairi ENSETEG00000007154
tursiops_truncatus ENSTTRG00000016109
vicugna_pacos ENSVPAG00000002264
pteropus_vampyrus ENSPVAG00000012658
tupaia_belangeri ENSTBEG00000000765
choloepus_hoffmanni ENSCHOG00000001276
procavia_capensis ENSPCAG00000012309
canis_lupus_dingo ENSCAFG00020011639
panthera_tigris_altaica ENSPTIG00000007379
panthera_pardus ENSPPRG00000007981
felis_catus ENSFCAG00000038611
felis_catus ENSFCAG00000025621
panthera_pardus ENSPPRG00000019374
neovison_vison ENSNVIG00000018122
mustela_putorius_furo ENSMPUG00000001630
ursus_maritimus ENSUMAG00000019728
ursus_americanus ENSUAMG00000001265
ailuropoda_melanoleuca ENSAMEG00000017733
vulpes_vulpes ENSVVUG00000015520
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000002005
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100002496
fukomys_damarensis ENSFDAG00000006249
chinchilla_lanigera ENSCLAG00000008520
cavia_porcellus ENSCPOG00000034022
urocitellus_parryii ENSUPAG00010014824
ictidomys_tridecemlineatus ENSSTOG00000028826
spermophilus_dauricus ENSSDAG00000022568
marmota_marmota_marmota ENSMMMG00000013215
dipodomys_ordii ENSDORG00000026453
oryctolagus_cuniculus ENSOCUG00000017029
prolemur_simus ENSPSMG00000010301
microcebus_murinus ENSMICG00000043268
otolemur_garnettii ENSOGAG00000005067
pan_troglodytes ENSPTRG00000052163
pan_paniscus ENSPPAG00000042715
homo_sapiens ENSG00000105829
gorilla_gorilla ENSGGOG00000002176
pongo_abelii ENSPPYG00000029381
nomascus_leucogenys ENSNLEG00000034511
rhinopithecus_bieti ENSRBIG00000041820
rhinopithecus_roxellana ENSRROG00000034169
piliocolobus_tephrosceles ENSPTEG00000029523
colobus_angolensis_palliatus ENSCANG00000031237
macaca_nemestrina ENSMNEG00000022838
macaca_fascicularis ENSMFAG00000031881
cercocebus_atys ENSCATG00000030850
papio_anubis ENSPANG00000009010
chlorocebus_sabaeus ENSCSAG00000012747
theropithecus_gelada ENSTGEG00000002103
mandrillus_leucophaeus ENSMLEG00000042361
pan_troglodytes ENSPTRG00000049050
pan_troglodytes ENSPTRG00000048482
piliocolobus_tephrosceles ENSPTEG00000029082
cebus_capucinus_imitator ENSCCAG00000034375
saimiri_boliviensis_boliviensis ENSSBOG00000020610
callithrix_jacchus ENSCJAG00000039175
aotus_nancymaae ENSANAG00000020263
aotus_nancymaae ENSANAG00000019225
nannospalax_galili ENSNGAG00000018157
meriones_unguiculatus ENSMUGG00000017378
castor_canadensis ENSCCNG00000024378
carlito_syrichta ENSTSYG00000036566
ovis_aries ENSOARG00000020236
ovis_aries ENSOARG00000001206
capra_hircus ENSCHIG00000019249
bos_mutus ENSBMUG00000004020
bison_bison_bison ENSBBBG00000018389
sus_scrofa ENSSSCG00000036385
equus_asinus_asinus ENSEASG00005020154
equus_caballus ENSECAG00000024195
loxodonta_africana ENSLAFG00000000587
dasypus_novemcinctus ENSDNOG00000041811
