poecilia_formosa ENSPFOG00000002596
poecilia_mexicana ENSPMEG00000000152
poecilia_latipinna ENSPLAG00000004297
poecilia_reticulata ENSPREG00000018081
xiphophorus_couchianus ENSXCOG00000017639
xiphophorus_maculatus ENSXMAG00000019151
gambusia_affinis ENSGAFG00000003714
fundulus_heteroclitus ENSFHEG00000006838
cyprinodon_variegatus ENSCVAG00000019790
kryptolebias_marmoratus ENSKMAG00000004310
oryzias_latipes_asm223467v1 ENSORLG00000001833
oryzias_latipes_asm223471v1 ENSORLG00020014780
oryzias_latipes_asm223469v1 ENSORLG00015002382
oryzias_melastigma ENSOMEG00000018558
seriola_dumerili ENSSDUG00000010792
seriola_lalandi_dorsalis ENSSLDG00000015962
scophthalmus_maximus ENSSMAG00000009686
mastacembelus_armatus ENSMAMG00000004971
monopterus_albus ENSMALG00000016024
anabas_testudineus ENSATEG00000007097
amphiprion_ocellaris ENSAOCG00000014191
amphiprion_percula ENSAPEG00000005603
acanthochromis_polyacanthus ENSAPOG00000006184
stegastes_partitus ENSSPAG00000021014
astatotilapia_calliptera ENSACLG00000026497
astatotilapia_calliptera ENSACLG00000025213
maylandia_zebra ENSMZEG00005007558
pundamilia_nyererei ENSPNYG00000004884
haplochromis_burtoni ENSHBUG00000011794
neolamprologus_brichardi ENSNBRG00000019548
oreochromis_niloticus ENSONIG00000015390
amphilophus_citrinellus ENSACIG00000008353
cynoglossus_semilaevis ENSCSEG00000010909
takifugu_rubripes ENSTRUG00000018450
tetraodon_nigroviridis ENSTNIG00000013499
mola_mola ENSMMOG00000008627
labrus_bergylta ENSLBEG00000027508
gasterosteus_aculeatus ENSGACG00000015669
periophthalmus_magnuspinnatus ENSPMGG00000017169
hippocampus_comes ENSHCOG00000000087
gadus_morhua ENSGMOG00000018481
esox_lucius ENSELUG00000003230
pygocentrus_nattereri ENSPNAG00000016368
astyanax_mexicanus ENSAMXG00000001477
ictalurus_punctatus ENSIPUG00000024954
danio_rerio ENSDARG00000059246
scleropages_formosus ENSSFOG00015005913
paramormyrops_kingsleyae ENSPKIG00000025512
lepisosteus_oculatus ENSLOCG00000010743
lepidothrix_coronata ENSLCOG00000012590
manacus_vitellinus ENSMVIG00005009600
taeniopygia_guttata ENSTGUG00000002858
lonchura_striata_domestica ENSLSDG00000007259
serinus_canaria ENSSCAG00000014795
junco_hyemalis ENSJHYG00000012286
zonotrichia_albicollis ENSZALG00000016708
cyanistes_caeruleus ENSCCEG00000021338
parus_major ENSPMJG00000008894
ficedula_albicollis ENSFALG00000005716
calidris_pugnax ENSCPUG00000011971
calidris_pygmaea ENSCPGG00000019165
melopsittacus_undulatus ENSMUNG00000013552
meleagris_gallopavo ENSMGAG00000008051
gallus_gallus ENSGALG00000011184
coturnix_japonica ENSCJPG00005010050
numida_meleagris ENSNMEG00000018564
anser_brachyrhynchus ENSABRG00000015285
apteryx_rowi ENSARWG00000014661
apteryx_owenii ENSAOWG00000008651
apteryx_haastii ENSAHAG00000007261
dromaius_novaehollandiae ENSDNVG00000012614
nothoprocta_perdicaria ENSNPEG00000009593
crocodylus_porosus ENSCPRG00005014961
chrysemys_picta_bellii ENSCPBG00000008025
pelodiscus_sinensis ENSPSIG00000017029
anolis_carolinensis ENSACAG00000010342
pogona_vitticeps ENSPVIG00000014745
notechis_scutatus ENSNSUG00000001373
salvator_merianae ENSSMRG00000012902
sphenodon_punctatus ENSSPUG00000013677
erinaceus_europaeus ENSEEUG00000007552
ochotona_princeps ENSOPRG00000009336
echinops_telfairi ENSETEG00000016709
carlito_syrichta ENSTSYG00000010395
cebus_capucinus_imitator ENSCCAG00000021563
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100005996
castor_canadensis ENSCCNG00000012987
vicugna_pacos ENSVPAG00000004374
canis_lupus_familiaris ENSCAFG00000025045
canis_lupus_dingo ENSCAFG00020010713
vulpes_vulpes ENSVVUG00000024658
neovison_vison ENSNVIG00000004778
panthera_pardus ENSPPRG00000012258
felis_catus ENSFCAG00000027404
equus_asinus_asinus ENSEASG00005016278
equus_caballus ENSECAG00000009344
pteropus_vampyrus ENSPVAG00000000003
bison_bison_bison ENSBBBG00000022878
bos_mutus ENSBMUG00000021549
ovis_aries ENSOARG00000000579
capra_hircus ENSCHIG00000022317
bos_taurus ENSBTAG00000013952
tursiops_truncatus ENSTTRG00000007592
sus_scrofa ENSSSCG00000009249
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001014634
cricetulus_griseus_crigri-picr ENSCGRG00015018574
mesocricetus_auratus ENSMAUG00000008830
microtus_ochrogaster ENSMOCG00000021398
mus_spicilegus ENSMSIG00000003308
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000000568
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0028443
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0027446
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0017224
rattus_norvegicus ENSRNOG00000002292
meriones_unguiculatus ENSMUGG00000011570
nannospalax_galili ENSNGAG00000013451
dipodomys_ordii ENSDORG00000012507
jaculus_jaculus ENSJJAG00000023387
ictidomys_tridecemlineatus ENSSTOG00000013970
spermophilus_dauricus ENSSDAG00000002667
oryctolagus_cuniculus ENSOCUG00000001357
ursus_americanus ENSUAMG00000011374
ailuropoda_melanoleuca ENSAMEG00000005158
mustela_putorius_furo ENSMPUG00000014782
panthera_tigris_altaica ENSPTIG00000019434
sorex_araneus ENSSARG00000006883
peromyscus_maniculatus_bairdii ENSPEMG00000014804
cricetulus_griseus_crigri_1.0 ENSCGRG00000007563
cavia_porcellus ENSCPOG00000040484
fukomys_damarensis ENSFDAG00000007958
ursus_maritimus ENSUMAG00000008685
loxodonta_africana ENSLAFG00000016483
dasypus_novemcinctus ENSDNOG00000013830
choloepus_hoffmanni ENSCHOG00000000045
chinchilla_lanigera ENSCLAG00000006540
octodon_degus ENSODEG00000001897
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000004214
castor_canadensis ENSCCNG00000017594
marmota_marmota_marmota ENSMMMG00000005546
urocitellus_parryii ENSUPAG00010021669
propithecus_coquereli ENSPCOG00000021331
microcebus_murinus ENSMICG00000010984
otolemur_garnettii ENSOGAG00000004075
tupaia_belangeri ENSTBEG00000002327
procavia_capensis ENSPCAG00000002182
saimiri_boliviensis_boliviensis ENSSBOG00000032881
cebus_capucinus_imitator ENSCCAG00000024528
callithrix_jacchus ENSCJAG00000015165
aotus_nancymaae ENSANAG00000035221
gorilla_gorilla ENSGGOG00000026760
pan_paniscus ENSPPAG00000035750
nomascus_leucogenys ENSNLEG00000008600
pan_troglodytes ENSPTRG00000016215
homo_sapiens ENSG00000138668
pongo_abelii ENSPPYG00000014885
rhinopithecus_bieti ENSRBIG00000035345
rhinopithecus_roxellana ENSRROG00000011888
colobus_angolensis_palliatus ENSCANG00000018501
piliocolobus_tephrosceles ENSPTEG00000022396
theropithecus_gelada ENSTGEG00000011207
mandrillus_leucophaeus ENSMLEG00000028370
macaca_nemestrina ENSMNEG00000028199
macaca_fascicularis ENSMFAG00000031674
chlorocebus_sabaeus ENSCSAG00000004463
cercocebus_atys ENSCATG00000039829
papio_anubis ENSPANG00000011785
myotis_lucifugus ENSMLUG00000010628
sarcophilus_harrisii ENSSHAG00000013312
phascolarctos_cinereus ENSPCIG00000003112
monodelphis_domestica ENSMODG00000011898
notamacropus_eugenii ENSMEUG00000006804
ornithorhynchus_anatinus ENSOANG00000001932
macaca_mulatta ENSMMUG00000039018
dasypus_novemcinctus ENSDNOG00000041055
dasypus_novemcinctus ENSDNOG00000045079
pongo_abelii ENSPPYG00000020411
gopherus_agassizii ENSGAGG00000003656
chelonoidis_abingdonii ENSCABG00000004380
anas_platyrhynchos_platyrhynchos ENSAPLG00000031205
xenopus_tropicalis ENSXETG00000012569
latimeria_chalumnae ENSLACG00000005306
