ciona_savignyi ENSCSAVG00000007111
ciona_intestinalis ENSCING00000014994
gorilla_gorilla ENSGGOG00000038013
homo_sapiens ENSG00000183508
pan_troglodytes ENSPTRG00000049021
pan_paniscus ENSPPAG00000023449
pongo_abelii ENSPPYG00000000972
nomascus_leucogenys ENSNLEG00000035910
cercocebus_atys ENSCATG00000019360
chlorocebus_sabaeus ENSCSAG00000000173
mandrillus_leucophaeus ENSMLEG00000012342
macaca_nemestrina ENSMNEG00000016833
macaca_mulatta ENSMMUG00000004907
macaca_fascicularis ENSMFAG00000019955
theropithecus_gelada ENSTGEG00000008116
papio_anubis ENSPANG00000005228
piliocolobus_tephrosceles ENSPTEG00000033451
colobus_angolensis_palliatus ENSCANG00000007763
rhinopithecus_roxellana ENSRROG00000002815
rhinopithecus_bieti ENSRBIG00000030666
cebus_capucinus_imitator ENSCCAG00000020387
saimiri_boliviensis_boliviensis ENSSBOG00000019248
callithrix_jacchus ENSCJAG00000039217
aotus_nancymaae ENSANAG00000020216
carlito_syrichta ENSTSYG00000029621
neovison_vison ENSNVIG00000000384
mustela_putorius_furo ENSMPUG00000001581
prolemur_simus ENSPSMG00000015247
microcebus_murinus ENSMICG00000001773
propithecus_coquereli ENSPCOG00000026594
otolemur_garnettii ENSOGAG00000033246
ictidomys_tridecemlineatus ENSSTOG00000010392
urocitellus_parryii ENSUPAG00010013341
spermophilus_dauricus ENSSDAG00000020303
marmota_marmota_marmota ENSMMMG00000015304
equus_caballus ENSECAG00000019626
equus_asinus_asinus ENSEASG00005006390
erinaceus_europaeus ENSEEUG00000001055
dasypus_novemcinctus ENSDNOG00000012661
loxodonta_africana ENSLAFG00000014696
procavia_capensis ENSPCAG00000009768
echinops_telfairi ENSETEG00000008142
cricetulus_griseus_crigri_1.0 ENSCGRG00000018627
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001005586
mesocricetus_auratus ENSMAUG00000017728
microtus_ochrogaster ENSMOCG00000018840
