periophthalmus_magnuspinnatus ENSPMGG00000018282
hippocampus_comes ENSHCOG00000006791
cyprinodon_variegatus ENSCVAG00000007449
fundulus_heteroclitus ENSFHEG00000008695
xiphophorus_couchianus ENSXCOG00000018230
xiphophorus_maculatus ENSXMAG00000012916
gambusia_affinis ENSGAFG00000004948
poecilia_formosa ENSPFOG00000018255
poecilia_latipinna ENSPLAG00000005999
poecilia_mexicana ENSPMEG00000023124
poecilia_reticulata ENSPREG00000012778
kryptolebias_marmoratus ENSKMAG00000006591
oryzias_latipes_asm223467v1 ENSORLG00000000943
oryzias_latipes_asm223471v1 ENSORLG00020017754
oryzias_latipes_asm223469v1 ENSORLG00015008965
oryzias_melastigma ENSOMEG00000014789
scophthalmus_maximus ENSSMAG00000012721
takifugu_rubripes ENSTRUG00000003206
tetraodon_nigroviridis ENSTNIG00000002142
mola_mola ENSMMOG00000020210
gasterosteus_aculeatus ENSGACG00000014416
amphiprion_ocellaris ENSAOCG00000012446
amphiprion_percula ENSAPEG00000019237
acanthochromis_polyacanthus ENSAPOG00000021487
stegastes_partitus ENSSPAG00000017495
haplochromis_burtoni ENSHBUG00000017983
pundamilia_nyererei ENSPNYG00000010617
astatotilapia_calliptera ENSACLG00000020152
maylandia_zebra ENSMZEG00005000713
neolamprologus_brichardi ENSNBRG00000010213
oreochromis_niloticus ENSONIG00000009559
amphilophus_citrinellus ENSACIG00000010652
monopterus_albus ENSMALG00000020282
anabas_testudineus ENSATEG00000020075
mastacembelus_armatus ENSMAMG00000019878
seriola_dumerili ENSSDUG00000023160
seriola_lalandi_dorsalis ENSSLDG00000005973
labrus_bergylta ENSLBEG00000027658
gadus_morhua ENSGMOG00000008638
esox_lucius ENSELUG00000018084
pygocentrus_nattereri ENSPNAG00000018332
astyanax_mexicanus ENSAMXG00000003728
ictalurus_punctatus ENSIPUG00000022032
danio_rerio ENSDARG00000073985
paramormyrops_kingsleyae ENSPKIG00000014387
lepisosteus_oculatus ENSLOCG00000012244
castor_canadensis ENSCCNG00000020098
dipodomys_ordii ENSDORG00000012691
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001015293
cricetulus_griseus_crigri_1.0 ENSCGRG00000004616
cricetulus_griseus_crigri-picr ENSCGRG00015005400
mesocricetus_auratus ENSMAUG00000008171
peromyscus_maniculatus_bairdii ENSPEMG00000021820
microtus_ochrogaster ENSMOCG00000021810
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000020553
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0017805
mus_spicilegus ENSMSIG00000030783
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0016959
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0018090
rattus_norvegicus ENSRNOG00000002425
meriones_unguiculatus ENSMUGG00000001635
nannospalax_galili ENSNGAG00000017939
jaculus_jaculus ENSJJAG00000000610
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000013528
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100014159
fukomys_damarensis ENSFDAG00000007632
octodon_degus ENSODEG00000014619
chinchilla_lanigera ENSCLAG00000012326
cavia_porcellus ENSCPOG00000013507
cavia_aperea ENSCAPG00000013054
urocitellus_parryii ENSUPAG00010008342
spermophilus_dauricus ENSSDAG00000020721
ictidomys_tridecemlineatus ENSSTOG00000008053
marmota_marmota_marmota ENSMMMG00000020875
oryctolagus_cuniculus ENSOCUG00000008956
ochotona_princeps ENSOPRG00000010767
chlorocebus_sabaeus ENSCSAG00000005567
pongo_abelii ENSPPYG00000008254
cebus_capucinus_imitator ENSCCAG00000027989
carlito_syrichta ENSTSYG00000002806
papio_anubis ENSPANG00000022356
cercocebus_atys ENSCATG00000035527
theropithecus_gelada ENSTGEG00000023981
macaca_fascicularis ENSMFAG00000000618
macaca_mulatta ENSMMUG00000006066
macaca_nemestrina ENSMNEG00000035976
mandrillus_leucophaeus ENSMLEG00000024133
colobus_angolensis_palliatus ENSCANG00000030632
piliocolobus_tephrosceles ENSPTEG00000039490
rhinopithecus_roxellana ENSRROG00000039963
rhinopithecus_bieti ENSRBIG00000029988
pan_paniscus ENSPPAG00000038977
pan_troglodytes ENSPTRG00000009427
homo_sapiens ENSG00000141179
gorilla_gorilla ENSGGOG00000022146
nomascus_leucogenys ENSNLEG00000007999
saimiri_boliviensis_boliviensis ENSSBOG00000033719
callithrix_jacchus ENSCJAG00000011246
aotus_nancymaae ENSANAG00000028306
propithecus_coquereli ENSPCOG00000013687
microcebus_murinus ENSMICG00000002870
prolemur_simus ENSPSMG00000008309
otolemur_garnettii ENSOGAG00000003883
myotis_lucifugus ENSMLUG00000002565
pteropus_vampyrus ENSPVAG00000014841
ursus_maritimus ENSUMAG00000020448
ursus_americanus ENSUAMG00000001238
ailuropoda_melanoleuca ENSAMEG00000014741
ailuropoda_melanoleuca ENSAMEG00000000002
mustela_putorius_furo ENSMPUG00000015394
neovison_vison ENSNVIG00000012129
canis_lupus_dingo ENSCAFG00020025592
canis_lupus_familiaris ENSCAFG00000017369
vulpes_vulpes ENSVVUG00000011557
vulpes_vulpes ENSVVUG00000011575
panthera_tigris_altaica ENSPTIG00000016455
panthera_pardus ENSPPRG00000016895
felis_catus ENSFCAG00000023287
sus_scrofa ENSSSCG00000017608
sus_scrofa ENSSSCG00000025681
bos_mutus ENSBMUG00000003099
bos_taurus ENSBTAG00000018706
bison_bison_bison ENSBBBG00000013064
capra_hircus ENSCHIG00000025776
ovis_aries ENSOARG00000005660
bison_bison_bison ENSBBBG00000009049
ovis_aries ENSOARG00000005818
bos_mutus ENSBMUG00000026635
ovis_aries ENSOARG00000005965
capra_hircus ENSCHIG00000009821
bos_taurus ENSBTAG00000049426
bos_taurus ENSBTAG00000038770
bos_taurus ENSBTAG00000039563
tursiops_truncatus ENSTTRG00000005644
vicugna_pacos ENSVPAG00000011704
equus_caballus ENSECAG00000029088
equus_caballus ENSECAG00000019380
equus_caballus ENSECAG00000035730
erinaceus_europaeus ENSEEUG00000014717
tupaia_belangeri ENSTBEG00000011310
procavia_capensis ENSPCAG00000012895
loxodonta_africana ENSLAFG00000011993
echinops_telfairi ENSETEG00000009759
choloepus_hoffmanni ENSCHOG00000005716
dasypus_novemcinctus ENSDNOG00000011678
phascolarctos_cinereus ENSPCIG00000030052
notamacropus_eugenii ENSMEUG00000012141
monodelphis_domestica ENSMODG00000014840
sarcophilus_harrisii ENSSHAG00000013900
ornithorhynchus_anatinus ENSOANG00000010291
pogona_vitticeps ENSPVIG00000001293
anolis_carolinensis ENSACAG00000002610
notechis_scutatus ENSNSUG00000001973
salvator_merianae ENSSMRG00000021644
sphenodon_punctatus ENSSPUG00000008359
anas_platyrhynchos_platyrhynchos ENSAPLG00000004610
anser_brachyrhynchus ENSABRG00000006321
coturnix_japonica ENSCJPG00005021406
meleagris_gallopavo ENSMGAG00000008361
gallus_gallus ENSGALG00000003099
numida_meleagris ENSNMEG00000006627
calidris_pygmaea ENSCPGG00000000619
calidris_pugnax ENSCPUG00000001923
nothoprocta_perdicaria ENSNPEG00000005420
dromaius_novaehollandiae ENSDNVG00000011630
apteryx_haastii ENSAHAG00000010960
apteryx_rowi ENSARWG00000007778
taeniopygia_guttata ENSTGUG00000018491
