caenorhabditis_elegans_strain_n2 WBGene00006712
drosophila_melanogaster FBgn0266717
petromyzon_marinus ENSPMAG00000003260
eptatretus_burgeri ENSEBUG00000005437
astyanax_mexicanus ENSAMXG00000039268
ictalurus_punctatus ENSIPUG00000018208
ictalurus_punctatus ENSIPUG00000018224
anabas_testudineus ENSATEG00000005336
anabas_testudineus ENSATEG00000005577
mastacembelus_armatus ENSMAMG00000007373
monopterus_albus ENSMALG00000021381
seriola_dumerili ENSSDUG00000021948
seriola_dumerili ENSSDUG00000021989
seriola_lalandi_dorsalis ENSSLDG00000018161
scophthalmus_maximus ENSSMAG00000016907
mola_mola ENSMMOG00000007256
mola_mola ENSMMOG00000007233
labrus_bergylta ENSLBEG00000024531
labrus_bergylta ENSLBEG00000024757
acanthochromis_polyacanthus ENSAPOG00000009525
acanthochromis_polyacanthus ENSAPOG00000009104
amphiprion_ocellaris ENSAOCG00000004455
amphiprion_percula ENSAPEG00000004325
stegastes_partitus ENSSPAG00000016696
maylandia_zebra ENSMZEG00005018738
astatotilapia_calliptera ENSACLG00000012282
haplochromis_burtoni ENSHBUG00000016853
pundamilia_nyererei ENSPNYG00000023625
neolamprologus_brichardi ENSNBRG00000021094
oreochromis_niloticus ENSONIG00000008016
amphilophus_citrinellus ENSACIG00000024276
hippocampus_comes ENSHCOG00000007958
hippocampus_comes ENSHCOG00000008064
gasterosteus_aculeatus ENSGACG00000002201
cyprinodon_variegatus ENSCVAG00000014218
cyprinodon_variegatus ENSCVAG00000013903
poecilia_mexicana ENSPMEG00000021199
poecilia_formosa ENSPFOG00000002765
xiphophorus_maculatus ENSXMAG00000010525
fundulus_heteroclitus ENSFHEG00000005563
kryptolebias_marmoratus ENSKMAG00000013425
oryzias_melastigma ENSOMEG00000001194
takifugu_rubripes ENSTRUG00000001885
takifugu_rubripes ENSTRUG00000025510
tetraodon_nigroviridis ENSTNIG00000005514
tetraodon_nigroviridis ENSTNIG00000005513
periophthalmus_magnuspinnatus ENSPMGG00000019441
gadus_morhua ENSGMOG00000000246
esox_lucius ENSELUG00000013694
pygocentrus_nattereri ENSPNAG00000011506
astyanax_mexicanus ENSAMXG00000010869
danio_rerio ENSDARG00000074166
scleropages_formosus ENSSFOG00015018871
paramormyrops_kingsleyae ENSPKIG00000009293
lepisosteus_oculatus ENSLOCG00000016644
poecilia_latipinna ENSPLAG00000023975
poecilia_mexicana ENSPMEG00000020998
poecilia_reticulata ENSPREG00000018355
xiphophorus_couchianus ENSXCOG00000014087
gambusia_affinis ENSGAFG00000013243
ornithorhynchus_anatinus ENSOANG00000002331
ornithorhynchus_anatinus ENSOANG00000004757
ornithorhynchus_anatinus ENSOANG00000004758
lepidothrix_coronata ENSLCOG00000000280
manacus_vitellinus ENSMVIG00005007396
parus_major ENSPMJG00000015182
cyanistes_caeruleus ENSCCEG00000006993
ficedula_albicollis ENSFALG00000011954
junco_hyemalis ENSJHYG00000002423
zonotrichia_albicollis ENSZALG00000016462
serinus_canaria ENSSCAG00000011748
taeniopygia_guttata ENSTGUG00000008833
lonchura_striata_domestica ENSLSDG00000002417
melopsittacus_undulatus ENSMUNG00000009584
calidris_pygmaea ENSCPGG00000000415
calidris_pugnax ENSCPUG00000002541
gallus_gallus ENSGALG00000010541
coturnix_japonica ENSCJPG00005011541
numida_meleagris ENSNMEG00000017366
anas_platyrhynchos_platyrhynchos ENSAPLG00000014195
apteryx_haastii ENSAHAG00000015939
apteryx_rowi ENSARWG00000003695
apteryx_owenii ENSAOWG00000007675
dromaius_novaehollandiae ENSDNVG00000009465
nothoprocta_perdicaria ENSNPEG00000007056
crocodylus_porosus ENSCPRG00005013299
meleagris_gallopavo ENSMGAG00000011117
meleagris_gallopavo ENSMGAG00000016765
chelonoidis_abingdonii ENSCABG00000020330
chelonoidis_abingdonii ENSCABG00000020328
gopherus_agassizii ENSGAGG00000019702
chrysemys_picta_bellii ENSCPBG00000024856
pogona_vitticeps ENSPVIG00000021300
anolis_carolinensis ENSACAG00000008607
notechis_scutatus ENSNSUG00000008516
salvator_merianae ENSSMRG00000009901
sphenodon_punctatus ENSSPUG00000012210
phascolarctos_cinereus ENSPCIG00000008502
notamacropus_eugenii ENSMEUG00000005879
monodelphis_domestica ENSMODG00000015462
sarcophilus_harrisii ENSSHAG00000005067
meriones_unguiculatus ENSMUGG00000023469
meriones_unguiculatus ENSMUGG00000004437
mus_spicilegus ENSMSIG00000023387
