sus_scrofa ENSSSCG00000040722
bos_mutus ENSBMUG00000018639
ursus_maritimus ENSUMAG00000003357
ursus_americanus ENSUAMG00000005133
ailuropoda_melanoleuca ENSAMEG00000018647
mustela_putorius_furo ENSMPUG00000018707
neovison_vison ENSNVIG00000010757
panthera_pardus ENSPPRG00000011444
panthera_tigris_altaica ENSPTIG00000012515
felis_catus ENSFCAG00000007484
equus_caballus ENSECAG00000003721
equus_asinus_asinus ENSEASG00005021048
myotis_lucifugus ENSMLUG00000012841
prolemur_simus ENSPSMG00000000088
otolemur_garnettii ENSOGAG00000002902
echinops_telfairi ENSETEG00000002061
echinops_telfairi ENSETEG00000016293
loxodonta_africana ENSLAFG00000028556
loxodonta_africana ENSLAFG00000031727
dasypus_novemcinctus ENSDNOG00000044692
dasypus_novemcinctus ENSDNOG00000044932
dasypus_novemcinctus ENSDNOG00000037008
monodelphis_domestica ENSMODG00000019698
sarcophilus_harrisii ENSSHAG00000003303
