anas_platyrhynchos_platyrhynchos ENSAPLG00000009147
anser_brachyrhynchus ENSABRG00000015308
meleagris_gallopavo ENSMGAG00000015263
gallus_gallus ENSGALG00000040478
coturnix_japonica ENSCJPG00005005240
calidris_pugnax ENSCPUG00000003683
calidris_pygmaea ENSCPGG00000012803
manacus_vitellinus ENSMVIG00005014373
lepidothrix_coronata ENSLCOG00000002869
cyanistes_caeruleus ENSCCEG00000003763
junco_hyemalis ENSJHYG00000013896
zonotrichia_albicollis ENSZALG00000016576
serinus_canaria ENSSCAG00000000537
ficedula_albicollis ENSFALG00000007567
taeniopygia_guttata ENSTGUG00000013052
lonchura_striata_domestica ENSLSDG00000001404
parus_major ENSPMJG00000003043
numida_meleagris ENSNMEG00000019993
apteryx_owenii ENSAOWG00000019053
apteryx_rowi ENSARWG00000016794
apteryx_haastii ENSAHAG00000016923
dromaius_novaehollandiae ENSDNVG00000005353
nothoprocta_perdicaria ENSNPEG00000010943
crocodylus_porosus ENSCPRG00005016650
gopherus_agassizii ENSGAGG00000013711
chelonoidis_abingdonii ENSCABG00000015783
chrysemys_picta_bellii ENSCPBG00000027729
pelodiscus_sinensis ENSPSIG00000009748
salvator_merianae ENSSMRG00000007186
notechis_scutatus ENSNSUG00000015462
sphenodon_punctatus ENSSPUG00000011865
pogona_vitticeps ENSPVIG00000000754
pogona_vitticeps ENSPVIG00000003491
notechis_scutatus ENSNSUG00000004644
melopsittacus_undulatus ENSMUNG00000000953
microcebus_murinus ENSMICG00000013928
prolemur_simus ENSPSMG00000012780
propithecus_coquereli ENSPCOG00000021800
otolemur_garnettii ENSOGAG00000016859
carlito_syrichta ENSTSYG00000028898
oryctolagus_cuniculus ENSOCUG00000025830
ochotona_princeps ENSOPRG00000017038
tupaia_belangeri ENSTBEG00000017067
pan_troglodytes ENSPTRG00000049993
pan_paniscus ENSPPAG00000034162
homo_sapiens ENSG00000149260
gorilla_gorilla ENSGGOG00000008071
nomascus_leucogenys ENSNLEG00000016775
cercocebus_atys ENSCATG00000044156
mandrillus_leucophaeus ENSMLEG00000043868
macaca_fascicularis ENSMFAG00000043060
macaca_mulatta ENSMMUG00000018174
macaca_nemestrina ENSMNEG00000037879
theropithecus_gelada ENSTGEG00000001592
papio_anubis ENSPANG00000010115
chlorocebus_sabaeus ENSCSAG00000003875
rhinopithecus_roxellana ENSRROG00000040628
