chelonoidis_abingdonii ENSCABG00000019721
gopherus_agassizii ENSGAGG00000009509
chrysemys_picta_bellii ENSCPBG00000019191
pelodiscus_sinensis ENSPSIG00000009352
crocodylus_porosus ENSCPRG00005009192
pogona_vitticeps ENSPVIG00000013624
anolis_carolinensis ENSACAG00000002282
notechis_scutatus ENSNSUG00000013681
salvator_merianae ENSSMRG00000001368
sphenodon_punctatus ENSSPUG00000005402
apteryx_haastii ENSAHAG00000004034
apteryx_owenii ENSAOWG00000001022
apteryx_rowi ENSARWG00000002490
nothoprocta_perdicaria ENSNPEG00000005080
meleagris_gallopavo ENSMGAG00000000743
gallus_gallus ENSGALG00000033920
numida_meleagris ENSNMEG00000003847
anas_platyrhynchos_platyrhynchos ENSAPLG00000013399
calidris_pygmaea ENSCPGG00000009423
calidris_pugnax ENSCPUG00000007556
xenopus_tropicalis ENSXETG00000030883
ursus_maritimus ENSUMAG00000010860
ursus_americanus ENSUAMG00000005723
ailuropoda_melanoleuca ENSAMEG00000016873
mustela_putorius_furo ENSMPUG00000000132
neovison_vison ENSNVIG00000015604
canis_lupus_dingo ENSCAFG00020024711
canis_lupus_familiaris ENSCAFG00000012669
vulpes_vulpes ENSVVUG00000023563
panthera_pardus ENSPPRG00000014732
panthera_tigris_altaica ENSPTIG00000006414
felis_catus ENSFCAG00000012464
equus_asinus_asinus ENSEASG00005007496
equus_caballus ENSECAG00000009464
bos_mutus ENSBMUG00000009555
bison_bison_bison ENSBBBG00000001174
capra_hircus ENSCHIG00000014244
ovis_aries ENSOARG00000018449
sus_scrofa ENSSSCG00000016365
pteropus_vampyrus ENSPVAG00000008246
myotis_lucifugus ENSMLUG00000004589
castor_canadensis ENSCCNG00000029006
dipodomys_ordii ENSDORG00000012374
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000034212
mus_spicilegus ENSMSIG00000014085
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0015245
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0014441
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0027677
rattus_norvegicus ENSRNOG00000048567
meriones_unguiculatus ENSMUGG00000012872
cricetulus_griseus_crigri_1.0 ENSCGRG00000014696
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001010749
cricetulus_griseus_crigri-picr ENSCGRG00015015277
mesocricetus_auratus ENSMAUG00000019495
microtus_ochrogaster ENSMOCG00000001016
peromyscus_maniculatus_bairdii ENSPEMG00000007716
nannospalax_galili ENSNGAG00000023967
jaculus_jaculus ENSJJAG00000016606
chinchilla_lanigera ENSCLAG00000002009
octodon_degus ENSODEG00000012472
cavia_porcellus ENSCPOG00000007794
cavia_aperea ENSCAPG00000013901
