pan_paniscus ENSPPAG00000033547
pan_troglodytes ENSPTRG00000004976
homo_sapiens ENSG00000161850
gorilla_gorilla ENSGGOG00000002799
pongo_abelii ENSPPYG00000004545
nomascus_leucogenys ENSNLEG00000017754
papio_anubis ENSPANG00000017948
theropithecus_gelada ENSTGEG00000006350
macaca_fascicularis ENSMFAG00000033703
macaca_mulatta ENSMMUG00000018218
macaca_nemestrina ENSMNEG00000028656
cercocebus_atys ENSCATG00000042604
mandrillus_leucophaeus ENSMLEG00000042631
chlorocebus_sabaeus ENSCSAG00000005739
colobus_angolensis_palliatus ENSCANG00000029300
piliocolobus_tephrosceles ENSPTEG00000038263
rhinopithecus_bieti ENSRBIG00000044542
rhinopithecus_roxellana ENSRROG00000032784
cebus_capucinus_imitator ENSCCAG00000020586
callithrix_jacchus ENSCJAG00000018063
saimiri_boliviensis_boliviensis ENSSBOG00000020163
aotus_nancymaae ENSANAG00000035502
carlito_syrichta ENSTSYG00000028671
propithecus_coquereli ENSPCOG00000028684
microcebus_murinus ENSMICG00000002177
prolemur_simus ENSPSMG00000004110
otolemur_garnettii ENSOGAG00000008256
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001012571
cricetulus_griseus_crigri-picr ENSCGRG00015028616
cricetulus_griseus_crigri_1.0 ENSCGRG00000016016
microtus_ochrogaster ENSMOCG00000007219
peromyscus_maniculatus_bairdii ENSPEMG00000005262
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000049548
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0021209
mus_spicilegus ENSMSIG00000009841
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0020317
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0020317
rattus_norvegicus ENSRNOG00000033403
meriones_unguiculatus ENSMUGG00000005475
nannospalax_galili ENSNGAG00000015583
jaculus_jaculus ENSJJAG00000023022
castor_canadensis ENSCCNG00000020828
dipodomys_ordii ENSDORG00000006431
chinchilla_lanigera ENSCLAG00000001627
octodon_degus ENSODEG00000014891
cavia_porcellus ENSCPOG00000008952
cavia_aperea ENSCAPG00000013267
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000004031
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100014637
fukomys_damarensis ENSFDAG00000002295
urocitellus_parryii ENSUPAG00010000509
ictidomys_tridecemlineatus ENSSTOG00000000814
spermophilus_dauricus ENSSDAG00000021489
marmota_marmota_marmota ENSMMMG00000001494
ochotona_princeps ENSOPRG00000008730
oryctolagus_cuniculus ENSOCUG00000000501
tupaia_belangeri ENSTBEG00000000810
bos_mutus ENSBMUG00000008851
bos_taurus ENSBTAG00000007145
bison_bison_bison ENSBBBG00000020490
ovis_aries ENSOARG00000017063
capra_hircus ENSCHIG00000027147
tursiops_truncatus ENSTTRG00000002826
sus_scrofa ENSSSCG00000000235
ursus_americanus ENSUAMG00000023066
ursus_maritimus ENSUMAG00000009082
ailuropoda_melanoleuca ENSAMEG00000011412
mustela_putorius_furo ENSMPUG00000007179
neovison_vison ENSNVIG00000004086
canis_lupus_dingo ENSCAFG00020000310
canis_lupus_familiaris ENSCAFG00000007281
vulpes_vulpes ENSVVUG00000027894
panthera_tigris_altaica ENSPTIG00000012226
panthera_pardus ENSPPRG00000001299
felis_catus ENSFCAG00000000281
equus_caballus ENSECAG00000007842
equus_asinus_asinus ENSEASG00005009060
pteropus_vampyrus ENSPVAG00000011052
myotis_lucifugus ENSMLUG00000000922
sorex_araneus ENSSARG00000011929
erinaceus_europaeus ENSEEUG00000015289
choloepus_hoffmanni ENSCHOG00000000830
dasypus_novemcinctus ENSDNOG00000009717
loxodonta_africana ENSLAFG00000015916
procavia_capensis ENSPCAG00000010799
echinops_telfairi ENSETEG00000002115
phascolarctos_cinereus ENSPCIG00000001379
notamacropus_eugenii ENSMEUG00000001960
sarcophilus_harrisii ENSSHAG00000014632
ornithorhynchus_anatinus ENSOANG00000012603
