esox_lucius ENSELUG00000014434
scleropages_formosus ENSSFOG00015018818
xenopus_tropicalis ENSXETG00000009096
chrysemys_picta_bellii ENSCPBG00000016790
pelodiscus_sinensis ENSPSIG00000006549
lonchura_striata_domestica ENSLSDG00000005398
lonchura_striata_domestica ENSLSDG00000003032
anas_platyrhynchos_platyrhynchos ENSAPLG00000025356
manacus_vitellinus ENSMVIG00005007677
cyanistes_caeruleus ENSCCEG00000018047
serinus_canaria ENSSCAG00000001069
manacus_vitellinus ENSMVIG00005014763
calidris_pygmaea ENSCPGG00000015536
apteryx_owenii ENSAOWG00000007608
nothoprocta_perdicaria ENSNPEG00000000647
gopherus_agassizii ENSGAGG00000005290
petromyzon_marinus ENSPMAG00000007726
lepisosteus_oculatus ENSLOCG00000013337
anolis_carolinensis ENSACAG00000023444
salvator_merianae ENSSMRG00000003721
sphenodon_punctatus ENSSPUG00000017609
notechis_scutatus ENSNSUG00000002660
notechis_scutatus ENSNSUG00000009181
latimeria_chalumnae ENSLACG00000000468
amphiprion_ocellaris ENSAOCG00000020913
amphiprion_ocellaris ENSAOCG00000004215
amphiprion_ocellaris ENSAOCG00000012873
amphiprion_ocellaris ENSAOCG00000015510
bos_taurus ENSBTAG00000054934
bison_bison_bison ENSBBBG00000001829
capra_hircus ENSCHIG00000010440
ovis_aries ENSOARG00000019003
pteropus_vampyrus ENSPVAG00000016375
octodon_degus ENSODEG00000017918
carlito_syrichta ENSTSYG00000007733
tursiops_truncatus ENSTTRG00000010315
sus_scrofa ENSSSCG00000034868
equus_caballus ENSECAG00000014189
equus_asinus_asinus ENSEASG00005019497
jaculus_jaculus ENSJJAG00000024268
ursus_americanus ENSUAMG00000005290
ailuropoda_melanoleuca ENSAMEG00000002632
mustela_putorius_furo ENSMPUG00000008175
neovison_vison ENSNVIG00000004911
canis_lupus_dingo ENSCAFG00020007144
panthera_tigris_altaica ENSPTIG00000005575
panthera_pardus ENSPPRG00000018019
felis_catus ENSFCAG00000010365
vicugna_pacos ENSVPAG00000009727
propithecus_coquereli ENSPCOG00000011687
prolemur_simus ENSPSMG00000017776
otolemur_garnettii ENSOGAG00000001961
chlorocebus_sabaeus ENSCSAG00000018884
chlorocebus_sabaeus ENSCSAG00000010718
theropithecus_gelada ENSTGEG00000026131
macaca_mulatta ENSMMUG00000021801
macaca_nemestrina ENSMNEG00000005649
macaca_fascicularis ENSMFAG00000031462
mandrillus_leucophaeus ENSMLEG00000007780
papio_anubis ENSPANG00000035763
cercocebus_atys ENSCATG00000036062
rhinopithecus_roxellana ENSRROG00000030243
rhinopithecus_bieti ENSRBIG00000044504
colobus_angolensis_palliatus ENSCANG00000033080
piliocolobus_tephrosceles ENSPTEG00000007638
pan_paniscus ENSPPAG00000022280
pan_troglodytes ENSPTRG00000008727
homo_sapiens ENSG00000220205
homo_sapiens ENSG00000263620
gorilla_gorilla ENSGGOG00000013763
pongo_abelii ENSPPYG00000007950
nomascus_leucogenys ENSNLEG00000009836
saimiri_boliviensis_boliviensis ENSSBOG00000025190
cebus_capucinus_imitator ENSCCAG00000021959
aotus_nancymaae ENSANAG00000032784
oryctolagus_cuniculus ENSOCUG00000010145
ochotona_princeps ENSOPRG00000016966
mus_spicilegus ENSMSIG00000009451
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000020894
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0016553
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0017389
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0017684
rattus_norvegicus ENSRNOG00000006989
meriones_unguiculatus ENSMUGG00000011165
