chinchilla_lanigera ENSCLAG00000005098
cavia_porcellus ENSCPOG00000013321
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100009984
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000007829
fukomys_damarensis ENSFDAG00000009270
dipodomys_ordii ENSDORG00000006843
cricetulus_griseus_crigri-picr ENSCGRG00015016084
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001014948
cricetulus_griseus_crigri_1.0 ENSCGRG00000013471
mesocricetus_auratus ENSMAUG00000001072
peromyscus_maniculatus_bairdii ENSPEMG00000011797
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0029015
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000029627
mus_spicilegus ENSMSIG00000028921
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0028014
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0024583
rattus_norvegicus ENSRNOG00000000983
nannospalax_galili ENSNGAG00000023424
jaculus_jaculus ENSJJAG00000017218
urocitellus_parryii ENSUPAG00010008010
urocitellus_parryii ENSUPAG00010008013
ictidomys_tridecemlineatus ENSSTOG00000032054
spermophilus_dauricus ENSSDAG00000011252
spermophilus_dauricus ENSSDAG00000011260
marmota_marmota_marmota ENSMMMG00000005254
oryctolagus_cuniculus ENSOCUG00000012848
oryctolagus_cuniculus ENSOCUG00000002444
ochotona_princeps ENSOPRG00000013649
pan_troglodytes ENSPTRG00000019456
pan_paniscus ENSPPAG00000036746
homo_sapiens ENSG00000160908
gorilla_gorilla ENSGGOG00000013650
pongo_abelii ENSPPYG00000017381
nomascus_leucogenys ENSNLEG00000035314
theropithecus_gelada ENSTGEG00000012475
papio_anubis ENSPANG00000009919
mandrillus_leucophaeus ENSMLEG00000040037
cercocebus_atys ENSCATG00000042636
macaca_mulatta ENSMMUG00000020140
macaca_nemestrina ENSMNEG00000044404
macaca_fascicularis ENSMFAG00000045342
chlorocebus_sabaeus ENSCSAG00000017799
rhinopithecus_roxellana ENSRROG00000034088
rhinopithecus_bieti ENSRBIG00000036523
piliocolobus_tephrosceles ENSPTEG00000007987
piliocolobus_tephrosceles ENSPTEG00000007491
piliocolobus_tephrosceles ENSPTEG00000007379
piliocolobus_tephrosceles ENSPTEG00000007837
colobus_angolensis_palliatus ENSCANG00000028554
cebus_capucinus_imitator ENSCCAG00000027351
saimiri_boliviensis_boliviensis ENSSBOG00000026184
callithrix_jacchus ENSCJAG00000015808
aotus_nancymaae ENSANAG00000030792
carlito_syrichta ENSTSYG00000013540
microcebus_murinus ENSMICG00000005987
prolemur_simus ENSPSMG00000004745
propithecus_coquereli ENSPCOG00000025668
otolemur_garnettii ENSOGAG00000025525
tupaia_belangeri ENSTBEG00000014365
ovis_aries ENSOARG00000018542
capra_hircus ENSCHIG00000016834
bos_mutus ENSBMUG00000023235
bos_taurus ENSBTAG00000016190
bison_bison_bison ENSBBBG00000010440
tursiops_truncatus ENSTTRG00000016187
sus_scrofa ENSSSCG00000036665
equus_asinus_asinus ENSEASG00005007749
equus_caballus ENSECAG00000011549
ursus_maritimus ENSUMAG00000009484
ursus_americanus ENSUAMG00000004101
ailuropoda_melanoleuca ENSAMEG00000018688
mustela_putorius_furo ENSMPUG00000016503
neovison_vison ENSNVIG00000008098
canis_lupus_dingo ENSCAFG00020014454
canis_lupus_familiaris ENSCAFG00000015012
vulpes_vulpes ENSVVUG00000008797
panthera_tigris_altaica ENSPTIG00000020093
panthera_pardus ENSPPRG00000000948
felis_catus ENSFCAG00000031324
pteropus_vampyrus ENSPVAG00000009663
myotis_lucifugus ENSMLUG00000017348
erinaceus_europaeus ENSEEUG00000000946
loxodonta_africana ENSLAFG00000014746
echinops_telfairi ENSETEG00000016868
choloepus_hoffmanni ENSCHOG00000003582
dasypus_novemcinctus ENSDNOG00000046086
