lepidothrix_coronata ENSLCOG00000008850
manacus_vitellinus ENSMVIG00005019920
taeniopygia_guttata ENSTGUG00000000343
lonchura_striata_domestica ENSLSDG00000009760
serinus_canaria ENSSCAG00000013501
zonotrichia_albicollis ENSZALG00000000597
ficedula_albicollis ENSFALG00000004899
parus_major ENSPMJG00000003080
cyanistes_caeruleus ENSCCEG00000009767
manacus_vitellinus ENSMVIG00005019931
melopsittacus_undulatus ENSMUNG00000011922
calidris_pygmaea ENSCPGG00000006922
calidris_pugnax ENSCPUG00000014766
anser_brachyrhynchus ENSABRG00000023070
anas_platyrhynchos_platyrhynchos ENSAPLG00000005067
gallus_gallus ENSGALG00000000184
coturnix_japonica ENSCJPG00005009617
meleagris_gallopavo ENSMGAG00000009955
numida_meleagris ENSNMEG00000001185
apteryx_owenii ENSAOWG00000007843
apteryx_haastii ENSAHAG00000016598
apteryx_rowi ENSARWG00000010524
dromaius_novaehollandiae ENSDNVG00000012715
nothoprocta_perdicaria ENSNPEG00000001409
crocodylus_porosus ENSCPRG00005010530
gopherus_agassizii ENSGAGG00000001649
chelonoidis_abingdonii ENSCABG00000023094
chrysemys_picta_bellii ENSCPBG00000020274
pelodiscus_sinensis ENSPSIG00000009217
pogona_vitticeps ENSPVIG00000022015
anolis_carolinensis ENSACAG00000001614
salvator_merianae ENSSMRG00000019298
sphenodon_punctatus ENSSPUG00000017177
erinaceus_europaeus ENSEEUG00000001539
sorex_araneus ENSSARG00000003652
ursus_maritimus ENSUMAG00000009642
ursus_americanus ENSUAMG00000028115
ailuropoda_melanoleuca ENSAMEG00000004846
neovison_vison ENSNVIG00000019206
mustela_putorius_furo ENSMPUG00000011782
canis_lupus_dingo ENSCAFG00020013368
canis_lupus_familiaris ENSCAFG00000000710
vulpes_vulpes ENSVVUG00000029197
panthera_pardus ENSPPRG00000017627
panthera_tigris_altaica ENSPTIG00000018992
felis_catus ENSFCAG00000009168
myotis_lucifugus ENSMLUG00000011142
pteropus_vampyrus ENSPVAG00000015847
ovis_aries ENSOARG00000017050
capra_hircus ENSCHIG00000024533
bos_mutus ENSBMUG00000011120
bos_taurus ENSBTAG00000004860
bison_bison_bison ENSBBBG00000021288
tursiops_truncatus ENSTTRG00000015165
sus_scrofa ENSSSCG00000014257
vicugna_pacos ENSVPAG00000004072
equus_caballus ENSECAG00000006848
equus_asinus_asinus ENSEASG00005015531
callithrix_jacchus ENSCJAG00000019300
saimiri_boliviensis_boliviensis ENSSBOG00000027463
cebus_capucinus_imitator ENSCCAG00000012155
aotus_nancymaae ENSANAG00000025832
pan_paniscus ENSPPAG00000040809
pan_troglodytes ENSPTRG00000017201
homo_sapiens ENSG00000113396
gorilla_gorilla ENSGGOG00000001819
pongo_abelii ENSPPYG00000015741
nomascus_leucogenys ENSNLEG00000012387
piliocolobus_tephrosceles ENSPTEG00000007062
colobus_angolensis_palliatus ENSCANG00000035052
rhinopithecus_bieti ENSRBIG00000042556
cercocebus_atys ENSCATG00000007497
mandrillus_leucophaeus ENSMLEG00000038739
papio_anubis ENSPANG00000004065
theropithecus_gelada ENSTGEG00000016187
chlorocebus_sabaeus ENSCSAG00000014106
macaca_fascicularis ENSMFAG00000041201
macaca_mulatta ENSMMUG00000017031
macaca_nemestrina ENSMNEG00000041802
carlito_syrichta ENSTSYG00000007364
propithecus_coquereli ENSPCOG00000004529
microcebus_murinus ENSMICG00000047567
prolemur_simus ENSPSMG00000013985
otolemur_garnettii ENSOGAG00000006387
tupaia_belangeri ENSTBEG00000009766
mus_spicilegus ENSMSIG00000011812
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0023210
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000024600
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0022297
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0019030
rattus_norvegicus ENSRNOG00000058193
meriones_unguiculatus ENSMUGG00000014114
peromyscus_maniculatus_bairdii ENSPEMG00000011111
microtus_ochrogaster ENSMOCG00000013137
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001021010
cricetulus_griseus_crigri_1.0 ENSCGRG00000002413
cricetulus_griseus_crigri-picr ENSCGRG00015008484
mesocricetus_auratus ENSMAUG00000019470
nannospalax_galili ENSNGAG00000022073
jaculus_jaculus ENSJJAG00000020519
cavia_aperea ENSCAPG00000017603
cavia_porcellus ENSCPOG00000000262
octodon_degus ENSODEG00000007619
chinchilla_lanigera ENSCLAG00000015221
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000014826
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100003054
fukomys_damarensis ENSFDAG00000013483
urocitellus_parryii ENSUPAG00010019934
ictidomys_tridecemlineatus ENSSTOG00000007927
spermophilus_dauricus ENSSDAG00000016427
marmota_marmota_marmota ENSMMMG00000019780
castor_canadensis ENSCCNG00000019674
oryctolagus_cuniculus ENSOCUG00000017136
ochotona_princeps ENSOPRG00000010950
dipodomys_ordii ENSDORG00000010692
loxodonta_africana ENSLAFG00000002158
procavia_capensis ENSPCAG00000009252
echinops_telfairi ENSETEG00000012071
choloepus_hoffmanni ENSCHOG00000003961
dasypus_novemcinctus ENSDNOG00000006237
xenopus_tropicalis ENSXETG00000008282
latimeria_chalumnae ENSLACG00000010276
calidris_pygmaea ENSCPGG00000006901
calidris_pugnax ENSCPUG00000014767
serinus_canaria ENSSCAG00000001290
zonotrichia_albicollis ENSZALG00000013991
lonchura_striata_domestica ENSLSDG00000009341
ficedula_albicollis ENSFALG00000003199
anser_brachyrhynchus ENSABRG00000023069
anas_platyrhynchos_platyrhynchos ENSAPLG00000005348
apteryx_haastii ENSAHAG00000016593
apteryx_owenii ENSAOWG00000007833
apteryx_rowi ENSARWG00000010525
dromaius_novaehollandiae ENSDNVG00000012724
nothoprocta_perdicaria ENSNPEG00000001400
crocodylus_porosus ENSCPRG00005010552
latimeria_chalumnae ENSLACG00000002869
paramormyrops_kingsleyae ENSPKIG00000021263
scleropages_formosus ENSSFOG00015007896
gasterosteus_aculeatus ENSGACG00000018349
labrus_bergylta ENSLBEG00000024020
mola_mola ENSMMOG00000018905
amphiprion_ocellaris ENSAOCG00000017995
amphiprion_percula ENSAPEG00000014420
acanthochromis_polyacanthus ENSAPOG00000008187
stegastes_partitus ENSSPAG00000022882
maylandia_zebra ENSMZEG00005011657
astatotilapia_calliptera ENSACLG00000009188
pundamilia_nyererei ENSPNYG00000011134
haplochromis_burtoni ENSHBUG00000007344
oreochromis_niloticus ENSONIG00000011351
neolamprologus_brichardi ENSNBRG00000005438
amphilophus_citrinellus ENSACIG00000009308
seriola_lalandi_dorsalis ENSSLDG00000017700
seriola_lalandi_dorsalis ENSSLDG00000006009
seriola_dumerili ENSSDUG00000018919
cyprinodon_variegatus ENSCVAG00000014582
cyprinodon_variegatus ENSCVAG00000014578
fundulus_heteroclitus ENSFHEG00000004943
kryptolebias_marmoratus ENSKMAG00000012277
takifugu_rubripes ENSTRUG00000004205
tetraodon_nigroviridis ENSTNIG00000003124
scophthalmus_maximus ENSSMAG00000007663
anabas_testudineus ENSATEG00000008481
anabas_testudineus ENSATEG00000008420
mastacembelus_armatus ENSMAMG00000022793
monopterus_albus ENSMALG00000013829
cynoglossus_semilaevis ENSCSEG00000011454
hippocampus_comes ENSHCOG00000013440
oryzias_latipes_asm223467v1 ENSORLG00000019012
oryzias_latipes_asm223467v1 ENSORLG00000024078
oryzias_latipes_asm223469v1 ENSORLG00015013268
oryzias_latipes_asm223471v1 ENSORLG00020022101
oryzias_melastigma ENSOMEG00000014088
periophthalmus_magnuspinnatus ENSPMGG00000005756
gadus_morhua ENSGMOG00000003965
esox_lucius ENSELUG00000016345
pygocentrus_nattereri ENSPNAG00000019955
astyanax_mexicanus ENSAMXG00000014881
ictalurus_punctatus ENSIPUG00000003380
danio_rerio ENSDARG00000046053
lepisosteus_oculatus ENSLOCG00000008346
mola_mola ENSMMOG00000003921
eptatretus_burgeri ENSEBUG00000007391
