sorex_araneus ENSSARG00000001093
erinaceus_europaeus ENSEEUG00000006360
ursus_maritimus ENSUMAG00000016633
ursus_americanus ENSUAMG00000012323
canis_lupus_dingo ENSCAFG00020002606
vulpes_vulpes ENSVVUG00000021025
ovis_aries ENSOARG00000006222
bos_taurus ENSBTAG00000004775
bison_bison_bison ENSBBBG00000010666
bos_mutus ENSBMUG00000015094
capra_hircus ENSCHIG00000014223
tursiops_truncatus ENSTTRG00000011144
vicugna_pacos ENSVPAG00000011309
sus_scrofa ENSSSCG00000024685
pan_paniscus ENSPPAG00000038144
pan_troglodytes ENSPTRG00000016548
gorilla_gorilla ENSGGOG00000012673
homo_sapiens ENSG00000120251
pongo_abelii ENSPPYG00000015153
rhinopithecus_bieti ENSRBIG00000039072
callithrix_jacchus ENSCJAG00000001564
mandrillus_leucophaeus ENSMLEG00000036791
papio_anubis ENSPANG00000009767
cercocebus_atys ENSCATG00000033139
macaca_fascicularis ENSMFAG00000042771
macaca_nemestrina ENSMNEG00000017334
colobus_angolensis_palliatus ENSCANG00000030085
rhinopithecus_roxellana ENSRROG00000040653
theropithecus_gelada ENSTGEG00000016938
macaca_mulatta ENSMMUG00000018272
piliocolobus_tephrosceles ENSPTEG00000008786
ailuropoda_melanoleuca ENSAMEG00000014200
ursus_americanus ENSUAMG00000012319
canis_lupus_familiaris ENSCAFG00000008653
neovison_vison ENSNVIG00000013764
prolemur_simus ENSPSMG00000021111
chlorocebus_sabaeus ENSCSAG00000003244
nomascus_leucogenys ENSNLEG00000006306
saimiri_boliviensis_boliviensis ENSSBOG00000021964
cebus_capucinus_imitator ENSCCAG00000024392
aotus_nancymaae ENSANAG00000021400
castor_canadensis ENSCCNG00000003070
dipodomys_ordii ENSDORG00000004405
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0026033
mus_spicilegus ENSMSIG00000005529
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000033981
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0025091
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0026534
rattus_norvegicus ENSRNOG00000054204
meriones_unguiculatus ENSMUGG00000012661
peromyscus_maniculatus_bairdii ENSPEMG00000015815
microtus_ochrogaster ENSMOCG00000011766
cricetulus_griseus_crigri-picr ENSCGRG00015023361
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001002958
cricetulus_griseus_crigri_1.0 ENSCGRG00000010595
mesocricetus_auratus ENSMAUG00000015836
nannospalax_galili ENSNGAG00000016094
jaculus_jaculus ENSJJAG00000014639
chinchilla_lanigera ENSCLAG00000007538
octodon_degus ENSODEG00000003737
cavia_porcellus ENSCPOG00000000385
cavia_aperea ENSCAPG00000015230
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000003495
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100003065
fukomys_damarensis ENSFDAG00000011919
ictidomys_tridecemlineatus ENSSTOG00000024582
urocitellus_parryii ENSUPAG00010020671
spermophilus_dauricus ENSSDAG00000021444
marmota_marmota_marmota ENSMMMG00000004530
oryctolagus_cuniculus ENSOCUG00000008500
microcebus_murinus ENSMICG00000006582
propithecus_coquereli ENSPCOG00000016925
otolemur_garnettii ENSOGAG00000013773
myotis_lucifugus ENSMLUG00000017603
pteropus_vampyrus ENSPVAG00000000471
equus_caballus ENSECAG00000017620
equus_asinus_asinus ENSEASG00005015793
panthera_tigris_altaica ENSPTIG00000018575
felis_catus ENSFCAG00000024875
panthera_pardus ENSPPRG00000003543
mustela_putorius_furo ENSMPUG00000005769
choloepus_hoffmanni ENSCHOG00000013209
dasypus_novemcinctus ENSDNOG00000012699
loxodonta_africana ENSLAFG00000025315
procavia_capensis ENSPCAG00000008908
carlito_syrichta ENSTSYG00000013618
echinops_telfairi ENSETEG00000001443
ochotona_princeps ENSOPRG00000007037
notamacropus_eugenii ENSMEUG00000010880
phascolarctos_cinereus ENSPCIG00000030491
sarcophilus_harrisii ENSSHAG00000002412
monodelphis_domestica ENSMODG00000001807
ornithorhynchus_anatinus ENSOANG00000015652
gopherus_agassizii ENSGAGG00000013656
chelonoidis_abingdonii ENSCABG00000011956
chrysemys_picta_bellii ENSCPBG00000004268
pelodiscus_sinensis ENSPSIG00000010884
anas_platyrhynchos_platyrhynchos ENSAPLG00000012953
gallus_gallus ENSGALG00000009405
calidris_pygmaea ENSCPGG00000002306
calidris_pugnax ENSCPUG00000009084
lonchura_striata_domestica ENSLSDG00000006225
serinus_canaria ENSSCAG00000010877
zonotrichia_albicollis ENSZALG00000007897
parus_major ENSPMJG00000010824
cyanistes_caeruleus ENSCCEG00000013163
lepidothrix_coronata ENSLCOG00000004701
manacus_vitellinus ENSMVIG00005014286
anser_brachyrhynchus ENSABRG00000014843
junco_hyemalis ENSJHYG00000012548
dromaius_novaehollandiae ENSDNVG00000015817
apteryx_owenii ENSAOWG00000005477
apteryx_haastii ENSAHAG00000000940
apteryx_rowi ENSARWG00000007832
nothoprocta_perdicaria ENSNPEG00000001242
melopsittacus_undulatus ENSMUNG00000010409
ficedula_albicollis ENSFALG00000003086
taeniopygia_guttata ENSTGUG00000005484
coturnix_japonica ENSCJPG00005000559
meleagris_gallopavo ENSMGAG00000001712
numida_meleagris ENSNMEG00000020629
crocodylus_porosus ENSCPRG00005009459
anolis_carolinensis ENSACAG00000016622
pogona_vitticeps ENSPVIG00000019681
notechis_scutatus ENSNSUG00000009982
salvator_merianae ENSSMRG00000001727
sphenodon_punctatus ENSSPUG00000005478
xenopus_tropicalis ENSXETG00000021375
tupaia_belangeri ENSTBEG00000010006
latimeria_chalumnae ENSLACG00000000691
oryzias_melastigma ENSOMEG00000014661
cyprinodon_variegatus ENSCVAG00000004499
pundamilia_nyererei ENSPNYG00000021331
maylandia_zebra ENSMZEG00005001754
neolamprologus_brichardi ENSNBRG00000013291
seriola_lalandi_dorsalis ENSSLDG00000023651
takifugu_rubripes ENSTRUG00000015959
seriola_dumerili ENSSDUG00000001381
seriola_dumerili ENSSDUG00000001359
amphiprion_percula ENSAPEG00000000872
stegastes_partitus ENSSPAG00000005811
poecilia_reticulata ENSPREG00000008420
poecilia_mexicana ENSPMEG00000000302
poecilia_latipinna ENSPLAG00000010808
xiphophorus_couchianus ENSXCOG00000014828
periophthalmus_magnuspinnatus ENSPMGG00000012920
hippocampus_comes ENSHCOG00000009007
mola_mola ENSMMOG00000004133
gasterosteus_aculeatus ENSGACG00000016558
amphilophus_citrinellus ENSACIG00000002204
gadus_morhua ENSGMOG00000005216
astyanax_mexicanus ENSAMXG00000042385
paramormyrops_kingsleyae ENSPKIG00000015050
scleropages_formosus ENSSFOG00015024135
astyanax_mexicanus ENSAMXG00000015643
pygocentrus_nattereri ENSPNAG00000006262
ictalurus_punctatus ENSIPUG00000001923
danio_rerio ENSDARG00000070173
amphiprion_percula ENSAPEG00000020344
mastacembelus_armatus ENSMAMG00000002807
seriola_lalandi_dorsalis ENSSLDG00000019507
seriola_dumerili ENSSDUG00000005301
poecilia_latipinna ENSPLAG00000004841
poecilia_mexicana ENSPMEG00000010778
poecilia_formosa ENSPFOG00000008549
poecilia_reticulata ENSPREG00000022050
gambusia_affinis ENSGAFG00000017961
xiphophorus_couchianus ENSXCOG00000011362
xiphophorus_maculatus ENSXMAG00000015901
cyprinodon_variegatus ENSCVAG00000009792
oreochromis_niloticus ENSONIG00000016067
astatotilapia_calliptera ENSACLG00000013254
amphiprion_ocellaris ENSAOCG00000007977
monopterus_albus ENSMALG00000014288
scophthalmus_maximus ENSSMAG00000013443
acanthochromis_polyacanthus ENSAPOG00000008222
stegastes_partitus ENSSPAG00000002523
anabas_testudineus ENSATEG00000002567
cynoglossus_semilaevis ENSCSEG00000015384
maylandia_zebra ENSMZEG00005015135
pundamilia_nyererei ENSPNYG00000016977
haplochromis_burtoni ENSHBUG00000008833
neolamprologus_brichardi ENSNBRG00000007840
fundulus_heteroclitus ENSFHEG00000004038
kryptolebias_marmoratus ENSKMAG00000008124
amphilophus_citrinellus ENSACIG00000002009
gasterosteus_aculeatus ENSGACG00000018071
