cyanistes_caeruleus ENSCCEG00000009415
lonchura_striata_domestica ENSLSDG00000007746
calidris_pygmaea ENSCPGG00000010755
parus_major ENSPMJG00000014893
ficedula_albicollis ENSFALG00000008150
anas_platyrhynchos_platyrhynchos ENSAPLG00000021858
serinus_canaria ENSSCAG00000013770
zonotrichia_albicollis ENSZALG00000000455
gallus_gallus ENSGALG00000051442
coturnix_japonica ENSCJPG00005019723
numida_meleagris ENSNMEG00000006883
apteryx_rowi ENSARWG00000000497
chelonoidis_abingdonii ENSCABG00000019575
pelodiscus_sinensis ENSPSIG00000007493
manacus_vitellinus ENSMVIG00005000320
sphenodon_punctatus ENSSPUG00000015999
crocodylus_porosus ENSCPRG00005001536
anolis_carolinensis ENSACAG00000026975
xenopus_tropicalis ENSXETG00000014776
cavia_aperea ENSCAPG00000007824
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100003170
octodon_degus ENSODEG00000006384
octodon_degus ENSODEG00000019028
carlito_syrichta ENSTSYG00000031650
ovis_aries ENSOARG00000007547
dasypus_novemcinctus ENSDNOG00000049080
ursus_maritimus ENSUMAG00000016116
canis_lupus_dingo ENSCAFG00020018774
mustela_putorius_furo ENSMPUG00000001671
bos_taurus ENSBTAG00000047739
myotis_lucifugus ENSMLUG00000011786
equus_asinus_asinus ENSEASG00005017033
mesocricetus_auratus ENSMAUG00000014274
microtus_ochrogaster ENSMOCG00000018072
nannospalax_galili ENSNGAG00000008318
jaculus_jaculus ENSJJAG00000015078
dipodomys_ordii ENSDORG00000025839
ursus_americanus ENSUAMG00000025626
vulpes_vulpes ENSVVUG00000028449
panthera_pardus ENSPPRG00000015005
rhinopithecus_roxellana ENSRROG00000041382
microcebus_murinus ENSMICG00000043755
octodon_degus ENSODEG00000002944
castor_canadensis ENSCCNG00000012586
panthera_tigris_altaica ENSPTIG00000018215
felis_catus ENSFCAG00000024782
rhinopithecus_roxellana ENSRROG00000033936
urocitellus_parryii ENSUPAG00010004116
sarcophilus_harrisii ENSSHAG00000017286
ornithorhynchus_anatinus ENSOANG00000015593
paramormyrops_kingsleyae ENSPKIG00000007431
scleropages_formosus ENSSFOG00015022913
astyanax_mexicanus ENSAMXG00000036902
astyanax_mexicanus ENSAMXG00000035682
tetraodon_nigroviridis ENSTNIG00000017148
mola_mola ENSMMOG00000013391
scophthalmus_maximus ENSSMAG00000015699
periophthalmus_magnuspinnatus ENSPMGG00000004850
maylandia_zebra ENSMZEG00005017911
astatotilapia_calliptera ENSACLG00000023974
pundamilia_nyererei ENSPNYG00000004300
haplochromis_burtoni ENSHBUG00000020842
neolamprologus_brichardi ENSNBRG00000004607
amphilophus_citrinellus ENSACIG00000001459
acanthochromis_polyacanthus ENSAPOG00000010170
hippocampus_comes ENSHCOG00000009410
mastacembelus_armatus ENSMAMG00000022044
gadus_morhua ENSGMOG00000018587
esox_lucius ENSELUG00000007862
xiphophorus_couchianus ENSXCOG00000014335
latimeria_chalumnae ENSLACG00000003805
cricetulus_griseus_crigri-picr ENSCGRG00015000421
eptatretus_burgeri ENSEBUG00000015046
