procavia_capensis ENSPCAG00000007651
echinops_telfairi ENSETEG00000006281
pteropus_vampyrus ENSPVAG00000003096
myotis_lucifugus ENSMLUG00000004796
bos_mutus ENSBMUG00000025387
bos_taurus ENSBTAG00000037397
bison_bison_bison ENSBBBG00000015605
capra_hircus ENSCHIG00000016546
tursiops_truncatus ENSTTRG00000015558
sus_scrofa ENSSSCG00000007760
ailuropoda_melanoleuca ENSAMEG00000007226
ursus_americanus ENSUAMG00000008539
neovison_vison ENSNVIG00000024931
mustela_putorius_furo ENSMPUG00000011434
canis_lupus_familiaris ENSCAFG00000016853
canis_lupus_dingo ENSCAFG00020018204
panthera_pardus ENSPPRG00000006190
panthera_tigris_altaica ENSPTIG00000011941
felis_catus ENSFCAG00000002607
equus_caballus ENSECAG00000010439
equus_asinus_asinus ENSEASG00005011075
sorex_araneus ENSSARG00000010927
erinaceus_europaeus ENSEEUG00000014966
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000070371
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0031646
mus_spicilegus ENSMSIG00000024728
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0030532
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0013739
rattus_norvegicus ENSRNOG00000033343
meriones_unguiculatus ENSMUGG00000000216
peromyscus_maniculatus_bairdii ENSPEMG00000024183
microtus_ochrogaster ENSMOCG00000018793
cricetulus_griseus_crigri_1.0 ENSCGRG00000010509
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001004142
cricetulus_griseus_crigri-picr ENSCGRG00015023762
mesocricetus_auratus ENSMAUG00000011144
jaculus_jaculus ENSJJAG00000019537
chinchilla_lanigera ENSCLAG00000015711
cavia_porcellus ENSCPOG00000006304
octodon_degus ENSODEG00000015855
castor_canadensis ENSCCNG00000028107
dipodomys_ordii ENSDORG00000003004
urocitellus_parryii ENSUPAG00010019556
ictidomys_tridecemlineatus ENSSTOG00000034281
marmota_marmota_marmota ENSMMMG00000000702
spermophilus_dauricus ENSSDAG00000012520
oryctolagus_cuniculus ENSOCUG00000002311
ochotona_princeps ENSOPRG00000010803
pan_troglodytes ENSPTRG00000008036
pan_paniscus ENSPPAG00000034979
homo_sapiens ENSG00000178226
gorilla_gorilla ENSGGOG00000013622
pongo_abelii ENSPPYG00000007310
nomascus_leucogenys ENSNLEG00000016196
cercocebus_atys ENSCATG00000041411
mandrillus_leucophaeus ENSMLEG00000032194
papio_anubis ENSPANG00000021147
theropithecus_gelada ENSTGEG00000010306
macaca_fascicularis ENSMFAG00000045915
macaca_mulatta ENSMMUG00000002033
macaca_nemestrina ENSMNEG00000040822
chlorocebus_sabaeus ENSCSAG00000005720
rhinopithecus_roxellana ENSRROG00000043165
rhinopithecus_bieti ENSRBIG00000040562
piliocolobus_tephrosceles ENSPTEG00000027786
colobus_angolensis_palliatus ENSCANG00000028765
saimiri_boliviensis_boliviensis ENSSBOG00000032339
callithrix_jacchus ENSCJAG00000003144
cebus_capucinus_imitator ENSCCAG00000024642
aotus_nancymaae ENSANAG00000035060
carlito_syrichta ENSTSYG00000034216
microcebus_murinus ENSMICG00000047137
propithecus_coquereli ENSPCOG00000014967
prolemur_simus ENSPSMG00000008177
otolemur_garnettii ENSOGAG00000014458
tupaia_belangeri ENSTBEG00000010391
dasypus_novemcinctus ENSDNOG00000017088
ailuropoda_melanoleuca ENSAMEG00000007190
vulpes_vulpes ENSVVUG00000027786
loxodonta_africana ENSLAFG00000022163
phascolarctos_cinereus ENSPCIG00000015901
notamacropus_eugenii ENSMEUG00000014369
sarcophilus_harrisii ENSSHAG00000000234
sarcophilus_harrisii ENSSHAG00000000710
monodelphis_domestica ENSMODG00000001883
ornithorhynchus_anatinus ENSOANG00000020466
xenopus_tropicalis ENSXETG00000006282
xenopus_tropicalis ENSXETG00000006285
lepisosteus_oculatus ENSLOCG00000000042
lepisosteus_oculatus ENSLOCG00000000167
