propithecus_coquereli ENSPCOG00000028361
prolemur_simus ENSPSMG00000018287
microcebus_murinus ENSMICG00000010301
otolemur_garnettii ENSOGAG00000011064
pan_troglodytes ENSPTRG00000010464
pan_paniscus ENSPPAG00000030844
homo_sapiens ENSG00000105376
gorilla_gorilla ENSGGOG00000005992
nomascus_leucogenys ENSNLEG00000007747
colobus_angolensis_palliatus ENSCANG00000029789
piliocolobus_tephrosceles ENSPTEG00000033232
rhinopithecus_roxellana ENSRROG00000040866
rhinopithecus_bieti ENSRBIG00000042660
macaca_fascicularis ENSMFAG00000002910
macaca_mulatta ENSMMUG00000040746
cercocebus_atys ENSCATG00000043572
papio_anubis ENSPANG00000017123
macaca_nemestrina ENSMNEG00000044080
theropithecus_gelada ENSTGEG00000024542
mandrillus_leucophaeus ENSMLEG00000040636
chlorocebus_sabaeus ENSCSAG00000007342
cebus_capucinus_imitator ENSCCAG00000034532
saimiri_boliviensis_boliviensis ENSSBOG00000021550
callithrix_jacchus ENSCJAG00000005726
aotus_nancymaae ENSANAG00000024954
tupaia_belangeri ENSTBEG00000016938
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000032174
mus_spicilegus ENSMSIG00000017102
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0032981
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0031857
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0014723
rattus_norvegicus ENSRNOG00000020694
meriones_unguiculatus ENSMUGG00000021009
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001000449
cricetulus_griseus_crigri_1.0 ENSCGRG00000009450
cricetulus_griseus_crigri-picr ENSCGRG00015024931
mesocricetus_auratus ENSMAUG00000001262
microtus_ochrogaster ENSMOCG00000002626
peromyscus_maniculatus_bairdii ENSPEMG00000008387
nannospalax_galili ENSNGAG00000017094
jaculus_jaculus ENSJJAG00000016403
castor_canadensis ENSCCNG00000013173
urocitellus_parryii ENSUPAG00010000960
ictidomys_tridecemlineatus ENSSTOG00000008181
marmota_marmota_marmota ENSMMMG00000017859
spermophilus_dauricus ENSSDAG00000023670
spermophilus_dauricus ENSSDAG00000023668
chinchilla_lanigera ENSCLAG00000004832
octodon_degus ENSODEG00000016352
cavia_porcellus ENSCPOG00000000999
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000015929
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100001638
fukomys_damarensis ENSFDAG00000013322
ochotona_princeps ENSOPRG00000005806
oryctolagus_cuniculus ENSOCUG00000004527
dipodomys_ordii ENSDORG00000006166
pteropus_vampyrus ENSPVAG00000003686
myotis_lucifugus ENSMLUG00000012304
ursus_americanus ENSUAMG00000020389
ursus_maritimus ENSUMAG00000025102
ailuropoda_melanoleuca ENSAMEG00000011775
neovison_vison ENSNVIG00000023776
mustela_putorius_furo ENSMPUG00000006752
canis_lupus_familiaris ENSCAFG00000017872
canis_lupus_dingo ENSCAFG00020024426
vulpes_vulpes ENSVVUG00000028968
panthera_pardus ENSPPRG00000006799
panthera_tigris_altaica ENSPTIG00000010422
felis_catus ENSFCAG00000009433
bos_taurus ENSBTAG00000010316
bos_mutus ENSBMUG00000013496
bison_bison_bison ENSBBBG00000003849
capra_hircus ENSCHIG00000024600
ovis_aries ENSOARG00000015786
tursiops_truncatus ENSTTRG00000009546
sus_scrofa ENSSSCG00000013653
sorex_araneus ENSSARG00000013465
erinaceus_europaeus ENSEEUG00000013717
equus_caballus ENSECAG00000009299
equus_asinus_asinus ENSEASG00005010548
procavia_capensis ENSPCAG00000002564
loxodonta_africana ENSLAFG00000026578
echinops_telfairi ENSETEG00000008210
dasypus_novemcinctus ENSDNOG00000042110
phascolarctos_cinereus ENSPCIG00000018766
notamacropus_eugenii ENSMEUG00000015093
sarcophilus_harrisii ENSSHAG00000008337
