xenopus_tropicalis ENSXETG00000031311
latimeria_chalumnae ENSLACG00000015915
loxodonta_africana ENSLAFG00000025711
procavia_capensis ENSPCAG00000007632
echinops_telfairi ENSETEG00000001972
chinchilla_lanigera ENSCLAG00000008891
fukomys_damarensis ENSFDAG00000006905
castor_canadensis ENSCCNG00000025140
spermophilus_dauricus ENSSDAG00000016448
spermophilus_dauricus ENSSDAG00000016445
urocitellus_parryii ENSUPAG00010022831
marmota_marmota_marmota ENSMMMG00000002750
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000090173
mus_spicilegus ENSMSIG00000016995
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0017337
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0016500
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0017629
rattus_norvegicus ENSRNOG00000003287
meriones_unguiculatus ENSMUGG00000017358
cricetulus_griseus_crigri-picr ENSCGRG00015014485
cricetulus_griseus_crigri_1.0 ENSCGRG00000006972
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001012375
mesocricetus_auratus ENSMAUG00000021165
microtus_ochrogaster ENSMOCG00000004826
peromyscus_maniculatus_bairdii ENSPEMG00000010903
tupaia_belangeri ENSTBEG00000016128
pan_troglodytes ENSPTRG00000044245
pan_paniscus ENSPPAG00000032164
homo_sapiens ENSG00000171931
pan_troglodytes ENSPTRG00000047516
pan_troglodytes ENSPTRG00000052359
pan_paniscus ENSPPAG00000028169
pongo_abelii ENSPPYG00000008006
nomascus_leucogenys ENSNLEG00000010480
chlorocebus_sabaeus ENSCSAG00000008950
chlorocebus_sabaeus ENSCSAG00000008937
macaca_mulatta ENSMMUG00000019200
macaca_nemestrina ENSMNEG00000044568
macaca_fascicularis ENSMFAG00000039127
cercocebus_atys ENSCATG00000043890
mandrillus_leucophaeus ENSMLEG00000032240
theropithecus_gelada ENSTGEG00000000367
papio_anubis ENSPANG00000023726
colobus_angolensis_palliatus ENSCANG00000037472
piliocolobus_tephrosceles ENSPTEG00000036352
rhinopithecus_roxellana ENSRROG00000036687
rhinopithecus_bieti ENSRBIG00000000086
cebus_capucinus_imitator ENSCCAG00000035101
saimiri_boliviensis_boliviensis ENSSBOG00000031742
callithrix_jacchus ENSCJAG00000004384
aotus_nancymaae ENSANAG00000034577
carlito_syrichta ENSTSYG00000019546
prolemur_simus ENSPSMG00000014324
prolemur_simus ENSPSMG00000014339
microcebus_murinus ENSMICG00000026569
propithecus_coquereli ENSPCOG00000013654
pan_troglodytes ENSPTRG00000008859
homo_sapiens ENSG00000241322
homo_sapiens ENSG00000251537
gorilla_gorilla ENSGGOG00000039029
otolemur_garnettii ENSOGAG00000013222
oryctolagus_cuniculus ENSOCUG00000015802
ochotona_princeps ENSOPRG00000000054
ailuropoda_melanoleuca ENSAMEG00000005583
myotis_lucifugus ENSMLUG00000002838
erinaceus_europaeus ENSEEUG00000013853
sorex_araneus ENSSARG00000005086
echinops_telfairi ENSETEG00000002970
ursus_americanus ENSUAMG00000014115
ursus_americanus ENSUAMG00000001540
ursus_maritimus ENSUMAG00000007038
mustela_putorius_furo ENSMPUG00000003342
neovison_vison ENSNVIG00000010943
canis_lupus_familiaris ENSCAFG00000017933
canis_lupus_dingo ENSCAFG00020000178
vulpes_vulpes ENSVVUG00000029954
panthera_pardus ENSPPRG00000012077
panthera_pardus ENSPPRG00000006782
panthera_tigris_altaica ENSPTIG00000014047
felis_catus ENSFCAG00000005168
vicugna_pacos ENSVPAG00000012289
vicugna_pacos ENSVPAG00000015419
tursiops_truncatus ENSTTRG00000017191
tursiops_truncatus ENSTTRG00000017190
bos_mutus ENSBMUG00000013854
bos_taurus ENSBTAG00000048771
bison_bison_bison ENSBBBG00000014187
capra_hircus ENSCHIG00000009940
ovis_aries ENSOARG00000016680
sus_scrofa ENSSSCG00000018026
equus_asinus_asinus ENSEASG00005017248
equus_caballus ENSECAG00000001076
erinaceus_europaeus ENSEEUG00000002768
pteropus_vampyrus ENSPVAG00000011876
pteropus_vampyrus ENSPVAG00000011875
dasypus_novemcinctus ENSDNOG00000007600
choloepus_hoffmanni ENSCHOG00000013732
notamacropus_eugenii ENSMEUG00000010405
phascolarctos_cinereus ENSPCIG00000016271
sarcophilus_harrisii ENSSHAG00000001333
monodelphis_domestica ENSMODG00000007574
ornithorhynchus_anatinus ENSOANG00000004956
chelonoidis_abingdonii ENSCABG00000003621
gopherus_agassizii ENSGAGG00000025100
pelodiscus_sinensis ENSPSIG00000008678
chrysemys_picta_bellii ENSCPBG00000027897
notechis_scutatus ENSNSUG00000016724
melopsittacus_undulatus ENSMUNG00000010380
anas_platyrhynchos_platyrhynchos ENSAPLG00000017546
calidris_pygmaea ENSCPGG00000010477
calidris_pugnax ENSCPUG00000007257
junco_hyemalis ENSJHYG00000001128
zonotrichia_albicollis ENSZALG00000011325
serinus_canaria ENSSCAG00000003781
manacus_vitellinus ENSMVIG00005018986
pogona_vitticeps ENSPVIG00000012714
anolis_carolinensis ENSACAG00000017627
salvator_merianae ENSSMRG00000022438
apteryx_haastii ENSAHAG00000011242
apteryx_rowi ENSARWG00000010211
apteryx_owenii ENSAOWG00000015789
dromaius_novaehollandiae ENSDNVG00000006017
nothoprocta_perdicaria ENSNPEG00000012421
parus_major ENSPMJG00000018825
cyanistes_caeruleus ENSCCEG00000010618
taeniopygia_guttata ENSTGUG00000005080
lonchura_striata_domestica ENSLSDG00000013544
ficedula_albicollis ENSFALG00000009509
lepidothrix_coronata ENSLCOG00000007827
melopsittacus_undulatus ENSMUNG00000010381
anser_brachyrhynchus ENSABRG00000004514
anas_platyrhynchos_platyrhynchos ENSAPLG00000007847
meleagris_gallopavo ENSMGAG00000003144
gallus_gallus ENSGALG00000044567
coturnix_japonica ENSCJPG00005020566
numida_meleagris ENSNMEG00000015388
crocodylus_porosus ENSCPRG00005007784
sphenodon_punctatus ENSSPUG00000005837
takifugu_rubripes ENSTRUG00000009358
tetraodon_nigroviridis ENSTNIG00000014444
hippocampus_comes ENSHCOG00000002895
cynoglossus_semilaevis ENSCSEG00000014053
mola_mola ENSMMOG00000020834
labrus_bergylta ENSLBEG00000027814
pundamilia_nyererei ENSPNYG00000004009
maylandia_zebra ENSMZEG00005005362
astatotilapia_calliptera ENSACLG00000026544
haplochromis_burtoni ENSHBUG00000008123
neolamprologus_brichardi ENSNBRG00000006850
oreochromis_niloticus ENSONIG00000007971
amphilophus_citrinellus ENSACIG00000008787
amphiprion_ocellaris ENSAOCG00000015955
amphiprion_percula ENSAPEG00000007358
acanthochromis_polyacanthus ENSAPOG00000008333
kryptolebias_marmoratus ENSKMAG00000008035
fundulus_heteroclitus ENSFHEG00000020552
seriola_dumerili ENSSDUG00000013069
seriola_lalandi_dorsalis ENSSLDG00000011884
scophthalmus_maximus ENSSMAG00000006715
anabas_testudineus ENSATEG00000005193
mastacembelus_armatus ENSMAMG00000003815
monopterus_albus ENSMALG00000011175
periophthalmus_magnuspinnatus ENSPMGG00000003025
gadus_morhua ENSGMOG00000005583
esox_lucius ENSELUG00000016039
astyanax_mexicanus ENSAMXG00000021385
