oryctolagus_cuniculus ENSOCUG00000017506
chinchilla_lanigera ENSCLAG00000010365
pan_paniscus ENSPPAG00000012732
neovison_vison ENSNVIG00000018969
felis_catus ENSFCAG00000046545
prolemur_simus ENSPSMG00000010397
otolemur_garnettii ENSOGAG00000024506
saimiri_boliviensis_boliviensis ENSSBOG00000024439
pan_troglodytes ENSPTRG00000030440
rattus_norvegicus ENSRNOG00000036921
jaculus_jaculus ENSJJAG00000009987
spermophilus_dauricus ENSSDAG00000017412
peromyscus_maniculatus_bairdii ENSPEMG00000030958
octodon_degus ENSODEG00000018551
castor_canadensis ENSCCNG00000023961
aotus_nancymaae ENSANAG00000020259
callithrix_jacchus ENSCJAG00000047623
cercocebus_atys ENSCATG00000040005
microcebus_murinus ENSMICG00000047627
papio_anubis ENSPANG00000029354
erinaceus_europaeus ENSEEUG00000000130
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000091955
canis_lupus_familiaris ENSCAFG00000007875
cebus_capucinus_imitator ENSCCAG00000026929
macaca_nemestrina ENSMNEG00000033093
carlito_syrichta ENSTSYG00000028181
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001017927
meriones_unguiculatus ENSMUGG00000015773
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100003650
canis_lupus_dingo ENSCAFG00020014600
ailuropoda_melanoleuca ENSAMEG00000002031
mesocricetus_auratus ENSMAUG00000019611
echinops_telfairi ENSETEG00000013783
phascolarctos_cinereus ENSPCIG00000035096
propithecus_coquereli ENSPCOG00000020577
theropithecus_gelada ENSTGEG00000020193
nannospalax_galili ENSNGAG00000016585
meriones_unguiculatus ENSMUGG00000000394
marmota_marmota_marmota ENSMMMG00000000135
urocitellus_parryii ENSUPAG00010011173
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000016606
loxodonta_africana ENSLAFG00000021694
notamacropus_eugenii ENSMEUG00000010103
bison_bison_bison ENSBBBG00000019860
bos_mutus ENSBMUG00000025623
pteropus_vampyrus ENSPVAG00000005595
dipodomys_ordii ENSDORG00000025129
tursiops_truncatus ENSTTRG00000006051
homo_sapiens ENSG00000034510
gorilla_gorilla ENSGGOG00000014404
pongo_abelii ENSPPYG00000012237
macaca_fascicularis ENSMFAG00000041894
chlorocebus_sabaeus ENSCSAG00000019592
mandrillus_leucophaeus ENSMLEG00000037843
piliocolobus_tephrosceles ENSPTEG00000034298
rhinopithecus_bieti ENSRBIG00000043537
otolemur_garnettii ENSOGAG00000002147
microtus_ochrogaster ENSMOCG00000012602
cricetulus_griseus_crigri-picr ENSCGRG00015016088
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000079523
mus_spicilegus ENSMSIG00000007285
rattus_norvegicus ENSRNOG00000042499
jaculus_jaculus ENSJJAG00000002911
octodon_degus ENSODEG00000003596
echinops_telfairi ENSETEG00000017983
monodelphis_domestica ENSMODG00000015561
