loxodonta_africana ENSLAFG00000003705
procavia_capensis ENSPCAG00000011100
chinchilla_lanigera ENSCLAG00000010791
octodon_degus ENSODEG00000008108
cavia_porcellus ENSCPOG00000032915
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100008237
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000003947
urocitellus_parryii ENSUPAG00010016055
spermophilus_dauricus ENSSDAG00000003947
marmota_marmota_marmota ENSMMMG00000020974
castor_canadensis ENSCCNG00000011355
dipodomys_ordii ENSDORG00000010851
mus_spicilegus ENSMSIG00000015714
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000029075
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0027912
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0026917
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0029266
rattus_norvegicus ENSRNOG00000020106
meriones_unguiculatus ENSMUGG00000003947
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001001743
cricetulus_griseus_crigri-picr ENSCGRG00015015318
cricetulus_griseus_crigri_1.0 ENSCGRG00000013420
mesocricetus_auratus ENSMAUG00000021374
peromyscus_maniculatus_bairdii ENSPEMG00000016672
microtus_ochrogaster ENSMOCG00000014002
nannospalax_galili ENSNGAG00000016820
jaculus_jaculus ENSJJAG00000021313
tupaia_belangeri ENSTBEG00000008379
gorilla_gorilla ENSGGOG00000008524
homo_sapiens ENSG00000186827
pan_paniscus ENSPPAG00000028659
pan_troglodytes ENSPTRG00000044847
pongo_abelii ENSPPYG00000002020
nomascus_leucogenys ENSNLEG00000000032
macaca_fascicularis ENSMFAG00000036331
macaca_nemestrina ENSMNEG00000042092
papio_anubis ENSPANG00000018595
cercocebus_atys ENSCATG00000039854
mandrillus_leucophaeus ENSMLEG00000038313
theropithecus_gelada ENSTGEG00000010837
chlorocebus_sabaeus ENSCSAG00000000673
rhinopithecus_roxellana ENSRROG00000042846
rhinopithecus_bieti ENSRBIG00000040363
colobus_angolensis_palliatus ENSCANG00000030060
piliocolobus_tephrosceles ENSPTEG00000014774
cebus_capucinus_imitator ENSCCAG00000034195
saimiri_boliviensis_boliviensis ENSSBOG00000034273
callithrix_jacchus ENSCJAG00000011350
carlito_syrichta ENSTSYG00000034286
propithecus_coquereli ENSPCOG00000028210
microcebus_murinus ENSMICG00000044987
prolemur_simus ENSPSMG00000012559
otolemur_garnettii ENSOGAG00000013397
pteropus_vampyrus ENSPVAG00000001009
myotis_lucifugus ENSMLUG00000006419
ursus_maritimus ENSUMAG00000002438
ursus_americanus ENSUAMG00000022044
ailuropoda_melanoleuca ENSAMEG00000013613
mustela_putorius_furo ENSMPUG00000014064
neovison_vison ENSNVIG00000007222
canis_lupus_dingo ENSCAFG00020011606
canis_lupus_familiaris ENSCAFG00000019328
vulpes_vulpes ENSVVUG00000004111
panthera_pardus ENSPPRG00000004615
felis_catus ENSFCAG00000003366
capra_hircus ENSCHIG00000019827
ovis_aries ENSOARG00000006133
bos_mutus ENSBMUG00000024580
bos_taurus ENSBTAG00000015635
bison_bison_bison ENSBBBG00000016295
tursiops_truncatus ENSTTRG00000017012
sus_scrofa ENSSSCG00000003331
equus_asinus_asinus ENSEASG00005015021
equus_caballus ENSECAG00000019948
phascolarctos_cinereus ENSPCIG00000010548
gopherus_agassizii ENSGAGG00000001943
pelodiscus_sinensis ENSPSIG00000002559
