mastacembelus_armatus ENSMAMG00000015379
monopterus_albus ENSMALG00000001596
anabas_testudineus ENSATEG00000008421
seriola_lalandi_dorsalis ENSSLDG00000014338
seriola_dumerili ENSSDUG00000013681
mola_mola ENSMMOG00000000703
poecilia_formosa ENSPFOG00000023847
poecilia_mexicana ENSPMEG00000021861
poecilia_reticulata ENSPREG00000002998
xiphophorus_couchianus ENSXCOG00000001092
xiphophorus_maculatus ENSXMAG00000010430
poecilia_latipinna ENSPLAG00000004862
gambusia_affinis ENSGAFG00000004495
fundulus_heteroclitus ENSFHEG00000000307
cyprinodon_variegatus ENSCVAG00000008253
oryzias_latipes_asm223469v1 ENSORLG00015002260
oryzias_latipes_asm223467v1 ENSORLG00000024173
oryzias_latipes_asm223471v1 ENSORLG00020017343
oryzias_melastigma ENSOMEG00000019419
cynoglossus_semilaevis ENSCSEG00000007563
takifugu_rubripes ENSTRUG00000024047
neolamprologus_brichardi ENSNBRG00000018122
oreochromis_niloticus ENSONIG00000002798
astatotilapia_calliptera ENSACLG00000001176
pundamilia_nyererei ENSPNYG00000013364
maylandia_zebra ENSMZEG00005013282
haplochromis_burtoni ENSHBUG00000005094
amphilophus_citrinellus ENSACIG00000018171
amphiprion_percula ENSAPEG00000014027
amphiprion_ocellaris ENSAOCG00000005471
acanthochromis_polyacanthus ENSAPOG00000009798
stegastes_partitus ENSSPAG00000001599
kryptolebias_marmoratus ENSKMAG00000017254
labrus_bergylta ENSLBEG00000006091
scophthalmus_maximus ENSSMAG00000000540
periophthalmus_magnuspinnatus ENSPMGG00000004786
esox_lucius ENSELUG00000021827
astyanax_mexicanus ENSAMXG00000034223
pygocentrus_nattereri ENSPNAG00000024666
ictalurus_punctatus ENSIPUG00000002499
danio_rerio ENSDARG00000092074
scleropages_formosus ENSSFOG00015002793
lepisosteus_oculatus ENSLOCG00000003804
