myotis_lucifugus ENSMLUG00000003225
pteropus_vampyrus ENSPVAG00000008076
capra_hircus ENSCHIG00000013721
ovis_aries ENSOARG00000008599
bos_mutus ENSBMUG00000018736
bos_taurus ENSBTAG00000020809
bison_bison_bison ENSBBBG00000022667
tursiops_truncatus ENSTTRG00000000506
sus_scrofa ENSSSCG00000017086
vicugna_pacos ENSVPAG00000009467
ursus_maritimus ENSUMAG00000003368
ursus_americanus ENSUAMG00000023306
ailuropoda_melanoleuca ENSAMEG00000008093
mustela_putorius_furo ENSMPUG00000013680
neovison_vison ENSNVIG00000020528
canis_lupus_familiaris ENSCAFG00000017890
canis_lupus_dingo ENSCAFG00020023730
vulpes_vulpes ENSVVUG00000006880
panthera_tigris_altaica ENSPTIG00000018593
panthera_pardus ENSPPRG00000009957
felis_catus ENSFCAG00000036333
equus_caballus ENSECAG00000030633
equus_caballus ENSECAG00000011961
equus_asinus_asinus ENSEASG00005001376
pan_troglodytes ENSPTRG00000017433
pan_paniscus ENSPPAG00000030952
homo_sapiens ENSG00000186335
gorilla_gorilla ENSGGOG00000038419
pongo_abelii ENSPPYG00000015964
nomascus_leucogenys ENSNLEG00000011003
piliocolobus_tephrosceles ENSPTEG00000017368
colobus_angolensis_palliatus ENSCANG00000043802
rhinopithecus_roxellana ENSRROG00000002939
rhinopithecus_bieti ENSRBIG00000044519
theropithecus_gelada ENSTGEG00000005598
mandrillus_leucophaeus ENSMLEG00000004879
papio_anubis ENSPANG00000023734
cercocebus_atys ENSCATG00000025179
macaca_mulatta ENSMMUG00000005567
macaca_nemestrina ENSMNEG00000032236
macaca_fascicularis ENSMFAG00000046152
chlorocebus_sabaeus ENSCSAG00000010922
cebus_capucinus_imitator ENSCCAG00000021772
saimiri_boliviensis_boliviensis ENSSBOG00000036047
callithrix_jacchus ENSCJAG00000015624
aotus_nancymaae ENSANAG00000021675
carlito_syrichta ENSTSYG00000035193
propithecus_coquereli ENSPCOG00000020546
prolemur_simus ENSPSMG00000022841
microcebus_murinus ENSMICG00000000696
otolemur_garnettii ENSOGAG00000011330
tupaia_belangeri ENSTBEG00000009473
castor_canadensis ENSCCNG00000009391
dipodomys_ordii ENSDORG00000012631
spermophilus_dauricus ENSSDAG00000005814
urocitellus_parryii ENSUPAG00010018020
ictidomys_tridecemlineatus ENSSTOG00000006895
marmota_marmota_marmota ENSMMMG00000014208
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000020264
mus_spicilegus ENSMSIG00000008457
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0017211
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0016369
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0017504
rattus_norvegicus ENSRNOG00000011892
meriones_unguiculatus ENSMUGG00000021680
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001000746
cricetulus_griseus_crigri-picr ENSCGRG00015020371
cricetulus_griseus_crigri_1.0 ENSCGRG00000017544
mesocricetus_auratus ENSMAUG00000012050
peromyscus_maniculatus_bairdii ENSPEMG00000006570
microtus_ochrogaster ENSMOCG00000019153
nannospalax_galili ENSNGAG00000019725
jaculus_jaculus ENSJJAG00000022506
chinchilla_lanigera ENSCLAG00000012068
octodon_degus ENSODEG00000006677
cavia_porcellus ENSCPOG00000008306
cavia_aperea ENSCAPG00000012257
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000015897
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100017010
fukomys_damarensis ENSFDAG00000010996
oryctolagus_cuniculus ENSOCUG00000015850
ochotona_princeps ENSOPRG00000006188
erinaceus_europaeus ENSEEUG00000010792
loxodonta_africana ENSLAFG00000016871
procavia_capensis ENSPCAG00000009926
echinops_telfairi ENSETEG00000020258
prolemur_simus ENSPSMG00000022834
loxodonta_africana ENSLAFG00000031631
dasypus_novemcinctus ENSDNOG00000043935
choloepus_hoffmanni ENSCHOG00000010162
