prolemur_simus ENSPSMG00000002435
microcebus_murinus ENSMICG00000045243
propithecus_coquereli ENSPCOG00000026860
otolemur_garnettii ENSOGAG00000028380
homo_sapiens ENSG00000205903
gorilla_gorilla ENSGGOG00000040823
pan_troglodytes ENSPTRG00000048223
pan_troglodytes ENSPTRG00000043578
pongo_abelii ENSPPYG00000017354
macaca_fascicularis ENSMFAG00000045989
macaca_nemestrina ENSMNEG00000038628
cercocebus_atys ENSCATG00000039607
theropithecus_gelada ENSTGEG00000015266
papio_anubis ENSPANG00000009015
chlorocebus_sabaeus ENSCSAG00000017690
rhinopithecus_roxellana ENSRROG00000031845
rhinopithecus_bieti ENSRBIG00000028843
piliocolobus_tephrosceles ENSPTEG00000022151
cebus_capucinus_imitator ENSCCAG00000024464
callithrix_jacchus ENSCJAG00000046914
saimiri_boliviensis_boliviensis ENSSBOG00000025746
aotus_nancymaae ENSANAG00000009762
chinchilla_lanigera ENSCLAG00000004965
octodon_degus ENSODEG00000011271
cavia_porcellus ENSCPOG00000008777
cavia_aperea ENSCAPG00000000151
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000006683
urocitellus_parryii ENSUPAG00010011132
marmota_marmota_marmota ENSMMMG00000007819
ictidomys_tridecemlineatus ENSSTOG00000027773
dipodomys_ordii ENSDORG00000023753
castor_canadensis ENSCCNG00000024899
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001003920
cricetulus_griseus_crigri_1.0 ENSCGRG00000003266
cricetulus_griseus_crigri-picr ENSCGRG00015014195
mesocricetus_auratus ENSMAUG00000006651
microtus_ochrogaster ENSMOCG00000009050
mus_spicilegus ENSMSIG00000029479
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000046658
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0028979
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0027975
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0024547
rattus_norvegicus ENSRNOG00000001094
meriones_unguiculatus ENSMUGG00000013297
nannospalax_galili ENSNGAG00000022662
jaculus_jaculus ENSJJAG00000013583
tupaia_belangeri ENSTBEG00000006985
ochotona_princeps ENSOPRG00000008883
ursus_americanus ENSUAMG00000023558
bison_bison_bison ENSBBBG00000009880
bos_mutus ENSBMUG00000013860
ovis_aries ENSOARG00000002496
pteropus_vampyrus ENSPVAG00000003835
vulpes_vulpes ENSVVUG00000015678
vulpes_vulpes ENSVVUG00000015662
ursus_americanus ENSUAMG00000023557
peromyscus_maniculatus_bairdii ENSPEMG00000027296
capra_hircus ENSCHIG00000024346
bos_taurus ENSBTAG00000003953
tursiops_truncatus ENSTTRG00000005005
sus_scrofa ENSSSCG00000023378
equus_caballus ENSECAG00000039546
mustela_putorius_furo ENSMPUG00000016592
neovison_vison ENSNVIG00000005744
canis_lupus_dingo ENSCAFG00020017131
canis_lupus_familiaris ENSCAFG00000015816
felis_catus ENSFCAG00000043529
panthera_pardus ENSPPRG00000000894
loxodonta_africana ENSLAFG00000016201
procavia_capensis ENSPCAG00000016134
echinops_telfairi ENSETEG00000014759
dasypus_novemcinctus ENSDNOG00000041372
nomascus_leucogenys ENSNLEG00000015596
notamacropus_eugenii ENSMEUG00000014402
phascolarctos_cinereus ENSPCIG00000030542
sarcophilus_harrisii ENSSHAG00000013445
