chelonoidis_abingdonii ENSCABG00000009629
gopherus_agassizii ENSGAGG00000018950
chrysemys_picta_bellii ENSCPBG00000003345
pelodiscus_sinensis ENSPSIG00000004811
meleagris_gallopavo ENSMGAG00000003880
coturnix_japonica ENSCJPG00005015277
numida_meleagris ENSNMEG00000015839
gallus_gallus ENSGALG00000035047
anser_brachyrhynchus ENSABRG00000013104
ficedula_albicollis ENSFALG00000000850
parus_major ENSPMJG00000003408
taeniopygia_guttata ENSTGUG00000004794
lonchura_striata_domestica ENSLSDG00000010715
zonotrichia_albicollis ENSZALG00000006363
junco_hyemalis ENSJHYG00000012105
lepidothrix_coronata ENSLCOG00000014788
manacus_vitellinus ENSMVIG00005013812
melopsittacus_undulatus ENSMUNG00000006859
anas_platyrhynchos_platyrhynchos ENSAPLG00000003545
cyanistes_caeruleus ENSCCEG00000007061
calidris_pugnax ENSCPUG00000004911
calidris_pygmaea ENSCPGG00000010494
apteryx_owenii ENSAOWG00000005624
apteryx_haastii ENSAHAG00000006977
apteryx_rowi ENSARWG00000001318
dromaius_novaehollandiae ENSDNVG00000017671
nothoprocta_perdicaria ENSNPEG00000012253
anolis_carolinensis ENSACAG00000004957
pogona_vitticeps ENSPVIG00000007265
notechis_scutatus ENSNSUG00000015761
salvator_merianae ENSSMRG00000017121
sphenodon_punctatus ENSSPUG00000000390
latimeria_chalumnae ENSLACG00000012585
amphiprion_percula ENSAPEG00000018710
amphiprion_ocellaris ENSAOCG00000021603
acanthochromis_polyacanthus ENSAPOG00000017033
stegastes_partitus ENSSPAG00000017061
astatotilapia_calliptera ENSACLG00000004236
pundamilia_nyererei ENSPNYG00000016914
maylandia_zebra ENSMZEG00005000216
maylandia_zebra ENSMZEG00005015385
haplochromis_burtoni ENSHBUG00000014919
neolamprologus_brichardi ENSNBRG00000021712
oreochromis_niloticus ENSONIG00000019831
amphilophus_citrinellus ENSACIG00000009761
fundulus_heteroclitus ENSFHEG00000016283
cyprinodon_variegatus ENSCVAG00000006842
poecilia_formosa ENSPFOG00000009553
poecilia_latipinna ENSPLAG00000007374
poecilia_mexicana ENSPMEG00000008088
poecilia_reticulata ENSPREG00000006041
xiphophorus_maculatus ENSXMAG00000014132
xiphophorus_couchianus ENSXCOG00000010827
gambusia_affinis ENSGAFG00000013501
kryptolebias_marmoratus ENSKMAG00000010083
oryzias_melastigma ENSOMEG00000007952
oryzias_latipes_asm223467v1 ENSORLG00000022729
takifugu_rubripes ENSTRUG00000020755
tetraodon_nigroviridis ENSTNIG00000002922
mola_mola ENSMMOG00000018343
labrus_bergylta ENSLBEG00000020862
gasterosteus_aculeatus ENSGACG00000020011
seriola_lalandi_dorsalis ENSSLDG00000009879
seriola_lalandi_dorsalis ENSSLDG00000014848
seriola_dumerili ENSSDUG00000021501
scophthalmus_maximus ENSSMAG00000021079
monopterus_albus ENSMALG00000003938
mastacembelus_armatus ENSMAMG00000017360
anabas_testudineus ENSATEG00000014772
cynoglossus_semilaevis ENSCSEG00000021057
periophthalmus_magnuspinnatus ENSPMGG00000008322
hippocampus_comes ENSHCOG00000011358
gadus_morhua ENSGMOG00000017985
esox_lucius ENSELUG00000016467
pygocentrus_nattereri ENSPNAG00000011423
ictalurus_punctatus ENSIPUG00000001884
danio_rerio ENSDARG00000101008
scleropages_formosus ENSSFOG00015021175
paramormyrops_kingsleyae ENSPKIG00000004327
lepisosteus_oculatus ENSLOCG00000015879
