ursus_maritimus ENSUMAG00000007843
ursus_americanus ENSUAMG00000024948
ailuropoda_melanoleuca ENSAMEG00000011810
mustela_putorius_furo ENSMPUG00000008458
neovison_vison ENSNVIG00000024115
canis_lupus_familiaris ENSCAFG00000008622
vulpes_vulpes ENSVVUG00000023434
panthera_pardus ENSPPRG00000001347
panthera_tigris_altaica ENSPTIG00000021069
felis_catus ENSFCAG00000041994
erinaceus_europaeus ENSEEUG00000001330
equus_asinus_asinus ENSEASG00005016462
equus_caballus ENSECAG00000024233
bison_bison_bison ENSBBBG00000018082
bos_mutus ENSBMUG00000014580
ovis_aries ENSOARG00000016978
capra_hircus ENSCHIG00000025302
bos_taurus ENSBTAG00000004921
bos_taurus ENSBTAG00000053885
tursiops_truncatus ENSTTRG00000014401
vicugna_pacos ENSVPAG00000001575
sus_scrofa ENSSSCG00000008981
pteropus_vampyrus ENSPVAG00000012523
myotis_lucifugus ENSMLUG00000005176
mus_spicilegus ENSMSIG00000019753
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000057068
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0028416
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0027419
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0017197
rattus_norvegicus ENSRNOG00000053840
meriones_unguiculatus ENSMUGG00000021092
peromyscus_maniculatus_bairdii ENSPEMG00000018186
microtus_ochrogaster ENSMOCG00000011533
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001000514
cricetulus_griseus_crigri-picr ENSCGRG00015011469
mesocricetus_auratus ENSMAUG00000015043
nannospalax_galili ENSNGAG00000011068
jaculus_jaculus ENSJJAG00000019682
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000017769
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100002841
spermophilus_dauricus ENSSDAG00000007975
urocitellus_parryii ENSUPAG00010009431
ictidomys_tridecemlineatus ENSSTOG00000009561
ochotona_princeps ENSOPRG00000002945
oryctolagus_cuniculus ENSOCUG00000011382
sorex_araneus ENSSARG00000011407
loxodonta_africana ENSLAFG00000008798
microcebus_murinus ENSMICG00000017892
propithecus_coquereli ENSPCOG00000025295
prolemur_simus ENSPSMG00000011993
otolemur_garnettii ENSOGAG00000016355
homo_sapiens ENSG00000189157
homo_sapiens ENSG00000272414
gorilla_gorilla ENSGGOG00000009455
pan_troglodytes ENSPTRG00000016187
pan_paniscus ENSPPAG00000040715
pongo_abelii ENSPPYG00000014860
nomascus_leucogenys ENSNLEG00000008096
macaca_fascicularis ENSMFAG00000041213
macaca_mulatta ENSMMUG00000020914
macaca_nemestrina ENSMNEG00000030910
cercocebus_atys ENSCATG00000042206
mandrillus_leucophaeus ENSMLEG00000037896
theropithecus_gelada ENSTGEG00000012801
papio_anubis ENSPANG00000029658
chlorocebus_sabaeus ENSCSAG00000004635
rhinopithecus_roxellana ENSRROG00000030793
rhinopithecus_bieti ENSRBIG00000038417
colobus_angolensis_palliatus ENSCANG00000029956
piliocolobus_tephrosceles ENSPTEG00000024869
cebus_capucinus_imitator ENSCCAG00000032649
callithrix_jacchus ENSCJAG00000036537
saimiri_boliviensis_boliviensis ENSSBOG00000031290
aotus_nancymaae ENSANAG00000028121
tupaia_belangeri ENSTBEG00000001440
procavia_capensis ENSPCAG00000016218
echinops_telfairi ENSETEG00000011558
choloepus_hoffmanni ENSCHOG00000005214
dasypus_novemcinctus ENSDNOG00000032529
phascolarctos_cinereus ENSPCIG00000014902
