junco_hyemalis ENSJHYG00000012814
lepidothrix_coronata ENSLCOG00000016334
lonchura_striata_domestica ENSLSDG00000010940
calidris_pygmaea ENSCPGG00000017276
anas_platyrhynchos_platyrhynchos ENSAPLG00000026718
anser_brachyrhynchus ENSABRG00000001188
gallus_gallus ENSGALG00000043079
coturnix_japonica ENSCJPG00005017751
numida_meleagris ENSNMEG00000022248
dromaius_novaehollandiae ENSDNVG00000017542
nothoprocta_perdicaria ENSNPEG00000015081
melopsittacus_undulatus ENSMUNG00000007963
manacus_vitellinus ENSMVIG00005001784
apteryx_rowi ENSARWG00000005224
chelonoidis_abingdonii ENSCABG00000005873
gopherus_agassizii ENSGAGG00000015087
chrysemys_picta_bellii ENSCPBG00000003905
pelodiscus_sinensis ENSPSIG00000017528
salvator_merianae ENSSMRG00000018194
notechis_scutatus ENSNSUG00000011499
sphenodon_punctatus ENSSPUG00000002442
parus_major ENSPMJG00000018570
calidris_pugnax ENSCPUG00000004771
apteryx_haastii ENSAHAG00000007633
apteryx_owenii ENSAOWG00000018791
pogona_vitticeps ENSPVIG00000012036
manacus_vitellinus ENSMVIG00005004179
anolis_carolinensis ENSACAG00000005550
notamacropus_eugenii ENSMEUG00000012808
phascolarctos_cinereus ENSPCIG00000027340
monodelphis_domestica ENSMODG00000009303
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001024896
cricetulus_griseus_crigri-picr ENSCGRG00015001122
mesocricetus_auratus ENSMAUG00000020520
microtus_ochrogaster ENSMOCG00000019136
peromyscus_maniculatus_bairdii ENSPEMG00000029035
mus_spicilegus ENSMSIG00000007182
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000068859
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0024579
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0023656
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0025108
rattus_norvegicus ENSRNOG00000028187
meriones_unguiculatus ENSMUGG00000026456
nannospalax_galili ENSNGAG00000002858
jaculus_jaculus ENSJJAG00000020056
dipodomys_ordii ENSDORG00000025534
chinchilla_lanigera ENSCLAG00000003831
octodon_degus ENSODEG00000009569
cavia_porcellus ENSCPOG00000032651
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000007443
urocitellus_parryii ENSUPAG00010011063
macaca_nemestrina ENSMNEG00000034757
macaca_mulatta ENSMMUG00000023005
macaca_fascicularis ENSMFAG00000035384
