chinchilla_lanigera ENSCLAG00000000412
octodon_degus ENSODEG00000000270
cavia_porcellus ENSCPOG00000030717
cavia_aperea ENSCAPG00000014632
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100016939
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000005879
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100021143
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000020976
nannospalax_galili ENSNGAG00000021570
otolemur_garnettii ENSOGAG00000000200
sus_scrofa ENSSSCG00000006682
notechis_scutatus ENSNSUG00000005448
eptatretus_burgeri ENSEBUG00000003977
