tursiops_truncatus ENSTTRG00000004414
capra_hircus ENSCHIG00000010758
ursus_maritimus ENSUMAG00000005903
felis_catus ENSFCAG00000002620
piliocolobus_tephrosceles ENSPTEG00000008211
theropithecus_gelada ENSTGEG00000001543
nomascus_leucogenys ENSNLEG00000019127
mus_spicilegus ENSMSIG00000011325
meriones_unguiculatus ENSMUGG00000011646
peromyscus_maniculatus_bairdii ENSPEMG00000013282
carlito_syrichta ENSTSYG00000036666
spermophilus_dauricus ENSSDAG00000006637
dasypus_novemcinctus ENSDNOG00000033239
phascolarctos_cinereus ENSPCIG00000015566
phascolarctos_cinereus ENSPCIG00000000759
gopherus_agassizii ENSGAGG00000002427
esox_lucius ENSELUG00000008293
hippocampus_comes ENSHCOG00000001404
