hippocampus_comes ENSHCOG00000009291
periophthalmus_magnuspinnatus ENSPMGG00000019671
mola_mola ENSMMOG00000017988
labrus_bergylta ENSLBEG00000013084
cyprinodon_variegatus ENSCVAG00000012348
fundulus_heteroclitus ENSFHEG00000013098
poecilia_formosa ENSPFOG00000006478
poecilia_latipinna ENSPLAG00000014614
poecilia_mexicana ENSPMEG00000009694
poecilia_reticulata ENSPREG00000000218
gambusia_affinis ENSGAFG00000011937
xiphophorus_maculatus ENSXMAG00000013770
kryptolebias_marmoratus ENSKMAG00000012242
oryzias_latipes_asm223469v1 ENSORLG00015006294
oryzias_latipes_asm223471v1 ENSORLG00020007292
oryzias_latipes_asm223467v1 ENSORLG00000024207
oryzias_melastigma ENSOMEG00000019621
amphiprion_ocellaris ENSAOCG00000007941
amphiprion_percula ENSAPEG00000007404
acanthochromis_polyacanthus ENSAPOG00000004026
stegastes_partitus ENSSPAG00000007193
astatotilapia_calliptera ENSACLG00000010662
maylandia_zebra ENSMZEG00005014409
pundamilia_nyererei ENSPNYG00000015300
haplochromis_burtoni ENSHBUG00000009108
neolamprologus_brichardi ENSNBRG00000024371
oreochromis_niloticus ENSONIG00000000350
amphilophus_citrinellus ENSACIG00000018829
anabas_testudineus ENSATEG00000001483
monopterus_albus ENSMALG00000014314
seriola_lalandi_dorsalis ENSSLDG00000018352
seriola_dumerili ENSSDUG00000013039
mastacembelus_armatus ENSMAMG00000003887
takifugu_rubripes ENSTRUG00000023545
tetraodon_nigroviridis ENSTNIG00000006311
cynoglossus_semilaevis ENSCSEG00000020788
scophthalmus_maximus ENSSMAG00000021131
gasterosteus_aculeatus ENSGACG00000019815
gadus_morhua ENSGMOG00000016418
esox_lucius ENSELUG00000021892
astyanax_mexicanus ENSAMXG00000013004
pygocentrus_nattereri ENSPNAG00000020716
ictalurus_punctatus ENSIPUG00000003216
danio_rerio ENSDARG00000025554
scleropages_formosus ENSSFOG00015003073
pogona_vitticeps ENSPVIG00000013330
anolis_carolinensis ENSACAG00000003794
notechis_scutatus ENSNSUG00000003435
notechis_scutatus ENSNSUG00000010587
salvator_merianae ENSSMRG00000004362
chelonoidis_abingdonii ENSCABG00000010187
gopherus_agassizii ENSGAGG00000018428
chrysemys_picta_bellii ENSCPBG00000023872
pelodiscus_sinensis ENSPSIG00000008145
latimeria_chalumnae ENSLACG00000009606
meleagris_gallopavo ENSMGAG00000009613
coturnix_japonica ENSCJPG00005003466
numida_meleagris ENSNMEG00000014141
calidris_pygmaea ENSCPGG00000013015
lonchura_striata_domestica ENSLSDG00000008500
parus_major ENSPMJG00000003055
sphenodon_punctatus ENSSPUG00000001018
phascolarctos_cinereus ENSPCIG00000015902
notamacropus_eugenii ENSMEUG00000014450
monodelphis_domestica ENSMODG00000006770
ornithorhynchus_anatinus ENSOANG00000013178
apteryx_rowi ENSARWG00000011028
nothoprocta_perdicaria ENSNPEG00000009754
calidris_pugnax ENSCPUG00000007840
bos_taurus ENSBTAG00000006244
spermophilus_dauricus ENSSDAG00000008447
urocitellus_parryii ENSUPAG00010007669
marmota_marmota_marmota ENSMMMG00000020687
ictidomys_tridecemlineatus ENSSTOG00000006874
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100012181
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000019369
fukomys_damarensis ENSFDAG00000009673
cavia_porcellus ENSCPOG00000022365
cavia_aperea ENSCAPG00000008354
octodon_degus ENSODEG00000011674
chinchilla_lanigera ENSCLAG00000011821
chinchilla_lanigera ENSCLAG00000011521
rhinopithecus_bieti ENSRBIG00000027854
rhinopithecus_roxellana ENSRROG00000035299
colobus_angolensis_palliatus ENSCANG00000012721
piliocolobus_tephrosceles ENSPTEG00000009129
macaca_fascicularis ENSMFAG00000000625
macaca_nemestrina ENSMNEG00000045544
cercocebus_atys ENSCATG00000036611
papio_anubis ENSPANG00000010979
theropithecus_gelada ENSTGEG00000001072
mandrillus_leucophaeus ENSMLEG00000030207
chlorocebus_sabaeus ENSCSAG00000006616
pan_troglodytes ENSPTRG00000010531
pan_paniscus ENSPPAG00000014278
homo_sapiens ENSG00000105583
gorilla_gorilla ENSGGOG00000013381
pongo_abelii ENSPPYG00000009598
nomascus_leucogenys ENSNLEG00000012705
callithrix_jacchus ENSCJAG00000038528
callithrix_jacchus ENSCJAG00000048098
cebus_capucinus_imitator ENSCCAG00000027678
saimiri_boliviensis_boliviensis ENSSBOG00000029116
aotus_nancymaae ENSANAG00000025725
carlito_syrichta ENSTSYG00000005629
mus_spicilegus ENSMSIG00000013323
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000059355
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0032450
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0031331
mus_spicilegus ENSMSIG00000020658
meriones_unguiculatus ENSMUGG00000013631
cricetulus_griseus_crigri_1.0 ENSCGRG00000014536
cricetulus_griseus_crigri-picr ENSCGRG00015018396
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001011873
mesocricetus_auratus ENSMAUG00000008355
microtus_ochrogaster ENSMOCG00000000084
peromyscus_maniculatus_bairdii ENSPEMG00000025345
nannospalax_galili ENSNGAG00000022509
dipodomys_ordii ENSDORG00000025155
castor_canadensis ENSCCNG00000017547
jaculus_jaculus ENSJJAG00000020904
propithecus_coquereli ENSPCOG00000024280
prolemur_simus ENSPSMG00000019589
microcebus_murinus ENSMICG00000041694
otolemur_garnettii ENSOGAG00000012802
neovison_vison ENSNVIG00000003265
mustela_putorius_furo ENSMPUG00000004837
ursus_americanus ENSUAMG00000019649
ursus_maritimus ENSUMAG00000007153
ailuropoda_melanoleuca ENSAMEG00000012087
canis_lupus_familiaris ENSCAFG00000028908
canis_lupus_dingo ENSCAFG00020005096
vulpes_vulpes ENSVVUG00000023828
panthera_pardus ENSPPRG00000014585
panthera_tigris_altaica ENSPTIG00000011715
felis_catus ENSFCAG00000000463
sus_scrofa ENSSSCG00000013721
sus_scrofa ENSSSCG00000036660
tursiops_truncatus ENSTTRG00000005373
bos_mutus ENSBMUG00000012262
bison_bison_bison ENSBBBG00000004534
ovis_aries ENSOARG00000012280
sorex_araneus ENSSARG00000003613
myotis_lucifugus ENSMLUG00000012633
pteropus_vampyrus ENSPVAG00000013403
equus_caballus ENSECAG00000021981
equus_asinus_asinus ENSEASG00005004207
oryctolagus_cuniculus ENSOCUG00000023235
tupaia_belangeri ENSTBEG00000001250
capra_hircus ENSCHIG00000020903
callithrix_jacchus ENSCJAG00000048391
procavia_capensis ENSPCAG00000014783
echinops_telfairi ENSETEG00000019481
loxodonta_africana ENSLAFG00000032207
dasypus_novemcinctus ENSDNOG00000024150
erinaceus_europaeus ENSEEUG00000005324
rattus_norvegicus ENSRNOG00000033611
lepisosteus_oculatus ENSLOCG00000006415
paramormyrops_kingsleyae ENSPKIG00000005091
xenopus_tropicalis ENSXETG00000025826
eptatretus_burgeri ENSEBUG00000013280
ciona_savignyi ENSCSAVG00000008487
ciona_intestinalis ENSCING00000007518
caenorhabditis_elegans_strain_n2 WBGene00019607
drosophila_melanogaster FBgn0035592
