cynoglossus_semilaevis ENSCSEG00000015893
periophthalmus_magnuspinnatus ENSPMGG00000014938
anabas_testudineus ENSATEG00000013095
neolamprologus_brichardi ENSNBRG00000017153
seriola_lalandi_dorsalis ENSSLDG00000014213
seriola_dumerili ENSSDUG00000018211
scophthalmus_maximus ENSSMAG00000000753
takifugu_rubripes ENSTRUG00000023713
mola_mola ENSMMOG00000019041
labrus_bergylta ENSLBEG00000022757
monopterus_albus ENSMALG00000014814
poecilia_reticulata ENSPREG00000013901
poecilia_reticulata ENSPREG00000017024
poecilia_mexicana ENSPMEG00000011272
poecilia_latipinna ENSPLAG00000019319
xiphophorus_couchianus ENSXCOG00000001946
gambusia_affinis ENSGAFG00000009798
fundulus_heteroclitus ENSFHEG00000018263
cyprinodon_variegatus ENSCVAG00000002053
kryptolebias_marmoratus ENSKMAG00000020821
oryzias_latipes_asm223469v1 ENSORLG00015014826
oryzias_latipes_asm223471v1 ENSORLG00020014839
oryzias_latipes_asm223467v1 ENSORLG00000025468
oryzias_melastigma ENSOMEG00000023119
pundamilia_nyererei ENSPNYG00000009555
maylandia_zebra ENSMZEG00005020106
astatotilapia_calliptera ENSACLG00000027235
haplochromis_burtoni ENSHBUG00000020368
amphilophus_citrinellus ENSACIG00000004420
amphiprion_percula ENSAPEG00000009018
amphiprion_ocellaris ENSAOCG00000024306
acanthochromis_polyacanthus ENSAPOG00000013512
stegastes_partitus ENSSPAG00000014847
esox_lucius ENSELUG00000007057
astyanax_mexicanus ENSAMXG00000043829
pygocentrus_nattereri ENSPNAG00000006072
ictalurus_punctatus ENSIPUG00000012018
paramormyrops_kingsleyae ENSPKIG00000006602
