gasterosteus_aculeatus ENSGACG00000006019
tetraodon_nigroviridis ENSTNIG00000012018
xiphophorus_maculatus ENSXMAG00000019225
gambusia_affinis ENSGAFG00000019080
poecilia_mexicana ENSPMEG00000006297
poecilia_latipinna ENSPLAG00000009363
poecilia_formosa ENSPFOG00000005985
poecilia_reticulata ENSPREG00000000838
xiphophorus_couchianus ENSXCOG00000003171
fundulus_heteroclitus ENSFHEG00000022916
cyprinodon_variegatus ENSCVAG00000001809
oryzias_latipes_asm223471v1 ENSORLG00020017641
oryzias_latipes_asm223467v1 ENSORLG00000003467
oryzias_melastigma ENSOMEG00000006118
mastacembelus_armatus ENSMAMG00000017026
monopterus_albus ENSMALG00000003871
anabas_testudineus ENSATEG00000010569
haplochromis_burtoni ENSHBUG00000007196
pundamilia_nyererei ENSPNYG00000009428
astatotilapia_calliptera ENSACLG00000021034
maylandia_zebra ENSMZEG00005020692
neolamprologus_brichardi ENSNBRG00000001689
amphilophus_citrinellus ENSACIG00000001165
acanthochromis_polyacanthus ENSAPOG00000011194
amphiprion_percula ENSAPEG00000012685
stegastes_partitus ENSSPAG00000002217
mola_mola ENSMMOG00000021665
takifugu_rubripes ENSTRUG00000020914
esox_lucius ENSELUG00000013170
astyanax_mexicanus ENSAMXG00000033276
