gallus_gallus ENSGALG00000047321
notechis_scutatus ENSNSUG00000010112
bison_bison_bison ENSBBBG00000014822
panthera_tigris_altaica ENSPTIG00000019218
equus_asinus_asinus ENSEASG00005009944
oryctolagus_cuniculus ENSOCUG00000022161
castor_canadensis ENSCCNG00000028293
dasypus_novemcinctus ENSDNOG00000037912
melopsittacus_undulatus ENSMUNG00000014983
notechis_scutatus ENSNSUG00000009064
felis_catus ENSFCAG00000009475
canis_lupus_dingo ENSCAFG00020020993
sorex_araneus ENSSARG00000004299
pan_troglodytes ENSPTRG00000046001
pan_paniscus ENSPPAG00000034305
marmota_marmota_marmota ENSMMMG00000013049
latimeria_chalumnae ENSLACG00000001563
neolamprologus_brichardi ENSNBRG00000019463
