esox_lucius ENSELUG00000002720
latimeria_chalumnae ENSLACG00000022678
marmota_marmota_marmota ENSMMMG00000009817
mus_spicilegus ENSMSIG00000023869
procavia_capensis ENSPCAG00000015629
sarcophilus_harrisii ENSSHAG00000012996
ornithorhynchus_anatinus ENSOANG00000003583
notechis_scutatus ENSNSUG00000007843
apteryx_rowi ENSARWG00000010114
ficedula_albicollis ENSFALG00000012290
ursus_maritimus ENSUMAG00000004559
spermophilus_dauricus ENSSDAG00000004386
cricetulus_griseus_crigri_1.0 ENSCGRG00000013833
chinchilla_lanigera ENSCLAG00000016040
pongo_abelii ENSPPYG00000025897
panthera_pardus ENSPPRG00000003963
panthera_tigris_altaica ENSPTIG00000013646
choloepus_hoffmanni ENSCHOG00000009555
microtus_ochrogaster ENSMOCG00000000649
meriones_unguiculatus ENSMUGG00000000704
octodon_degus ENSODEG00000010883
gorilla_gorilla ENSGGOG00000008312
bos_taurus ENSBTAG00000019106
monodelphis_domestica ENSMODG00000011056
chelonoidis_abingdonii ENSCABG00000012508
canis_lupus_dingo ENSCAFG00020025518
myotis_lucifugus ENSMLUG00000014425
bison_bison_bison ENSBBBG00000021518
ovis_aries ENSOARG00000002622
rhinopithecus_roxellana ENSRROG00000040263
rhinopithecus_bieti ENSRBIG00000006994
piliocolobus_tephrosceles ENSPTEG00000017179
macaca_mulatta ENSMMUG00000040036
nomascus_leucogenys ENSNLEG00000005660
prolemur_simus ENSPSMG00000022669
otolemur_garnettii ENSOGAG00000025224
fukomys_damarensis ENSFDAG00000007219
cavia_porcellus ENSCPOG00000035400
ictidomys_tridecemlineatus ENSSTOG00000012168
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0032817
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0015684
cricetulus_griseus_crigri-picr ENSCGRG00015010491
echinops_telfairi ENSETEG00000017295
phascolarctos_cinereus ENSPCIG00000016375
gopherus_agassizii ENSGAGG00000011376
cercocebus_atys ENSCATG00000016704
urocitellus_parryii ENSUPAG00010010987
tursiops_truncatus ENSTTRG00000000163
macaca_nemestrina ENSMNEG00000032776
chlorocebus_sabaeus ENSCSAG00000016916
papio_anubis ENSPANG00000033825
colobus_angolensis_palliatus ENSCANG00000043425
pan_paniscus ENSPPAG00000028080
pan_troglodytes ENSPTRG00000014776
saimiri_boliviensis_boliviensis ENSSBOG00000023951
carlito_syrichta ENSTSYG00000006338
microcebus_murinus ENSMICG00000049308
castor_canadensis ENSCCNG00000016682
dipodomys_ordii ENSDORG00000025252
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000006941
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0033965
rattus_norvegicus ENSRNOG00000018848
vicugna_pacos ENSVPAG00000000967
bos_mutus ENSBMUG00000015999
vulpes_vulpes ENSVVUG00000005565
mustela_putorius_furo ENSMPUG00000017958
equus_asinus_asinus ENSEASG00005007609
loxodonta_africana ENSLAFG00000001140
sarcophilus_harrisii ENSSHAG00000013510
chrysemys_picta_bellii ENSCPBG00000000106
anolis_carolinensis ENSACAG00000017884
sus_scrofa ENSSSCG00000011270
felis_catus ENSFCAG00000003255
erinaceus_europaeus ENSEEUG00000012528
cebus_capucinus_imitator ENSCCAG00000031083
aotus_nancymaae ENSANAG00000026979
macaca_fascicularis ENSMFAG00000037264
theropithecus_gelada ENSTGEG00000016183
propithecus_coquereli ENSPCOG00000020355
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100006444
jaculus_jaculus ENSJJAG00000020423
monodelphis_domestica ENSMODG00000002449
salvator_merianae ENSSMRG00000016698
latimeria_chalumnae ENSLACG00000004014
paramormyrops_kingsleyae ENSPKIG00000004040
lepisosteus_oculatus ENSLOCG00000012941
ochotona_princeps ENSOPRG00000001569
mus_spicilegus ENSMSIG00000026436
capra_hircus ENSCHIG00000022430
canis_lupus_familiaris ENSCAFG00000029183
ursus_americanus ENSUAMG00000022317
mandrillus_leucophaeus ENSMLEG00000033348
homo_sapiens ENSG00000114784
callithrix_jacchus ENSCJAG00000046513
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001004908
mesocricetus_auratus ENSMAUG00000016815
peromyscus_maniculatus_bairdii ENSPEMG00000016270
microtus_ochrogaster ENSMOCG00000017712
nannospalax_galili ENSNGAG00000006534
tupaia_belangeri ENSTBEG00000013185
neovison_vison ENSNVIG00000024423
ailuropoda_melanoleuca ENSAMEG00000001679
equus_caballus ENSECAG00000005758
pteropus_vampyrus ENSPVAG00000013911
notamacropus_eugenii ENSMEUG00000007908
pogona_vitticeps ENSPVIG00000006188
sphenodon_punctatus ENSSPUG00000002378
amphilophus_citrinellus ENSACIG00000009618
periophthalmus_magnuspinnatus ENSPMGG00000006863
mola_mola ENSMMOG00000020133
scleropages_formosus ENSSFOG00015007208
apteryx_owenii ENSAOWG00000001579
dromaius_novaehollandiae ENSDNVG00000001205
cyanistes_caeruleus ENSCCEG00000013101
parus_major ENSPMJG00000010547
calidris_pygmaea ENSCPGG00000008252
meleagris_gallopavo ENSMGAG00000011733
lepidothrix_coronata ENSLCOG00000003306
lonchura_striata_domestica ENSLSDG00000006061
anser_brachyrhynchus ENSABRG00000014457
zonotrichia_albicollis ENSZALG00000004029
junco_hyemalis ENSJHYG00000000900
numida_meleagris ENSNMEG00000010766
melopsittacus_undulatus ENSMUNG00000000971
coturnix_japonica ENSCJPG00005004478
serinus_canaria ENSSCAG00000002031
manacus_vitellinus ENSMVIG00005012541
anas_platyrhynchos_platyrhynchos ENSAPLG00000001143
gallus_gallus ENSGALG00000038646
taeniopygia_guttata ENSTGUG00000004677
apteryx_haastii ENSAHAG00000005269
xenopus_tropicalis ENSXETG00000000359
gadus_morhua ENSGMOG00000009623
nothoprocta_perdicaria ENSNPEG00000002379
astyanax_mexicanus ENSAMXG00000033877
pygocentrus_nattereri ENSPNAG00000023915
ictalurus_punctatus ENSIPUG00000012511
danio_rerio ENSDARG00000029445
calidris_pugnax ENSCPUG00000001388
crocodylus_porosus ENSCPRG00005008683
pelodiscus_sinensis ENSPSIG00000002437
notamacropus_eugenii ENSMEUG00000005336
caenorhabditis_elegans_strain_n2 WBGene00020868
