monodelphis_domestica ENSMODG00000010181
phascolarctos_cinereus ENSPCIG00000028899
castor_canadensis ENSCCNG00000029039
dipodomys_ordii ENSDORG00000016710
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0034142
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000006373
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0032989
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0031533
meriones_unguiculatus ENSMUGG00000027177
cricetulus_griseus_crigri-picr ENSCGRG00015017096
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001019069
mesocricetus_auratus ENSMAUG00000009511
peromyscus_maniculatus_bairdii ENSPEMG00000012525
microtus_ochrogaster ENSMOCG00000006734
nannospalax_galili ENSNGAG00000020030
jaculus_jaculus ENSJJAG00000000090
ictidomys_tridecemlineatus ENSSTOG00000024047
urocitellus_parryii ENSUPAG00010001282
marmota_marmota_marmota ENSMMMG00000007229
spermophilus_dauricus ENSSDAG00000002126
marmota_marmota_marmota ENSMMMG00000001481
fukomys_damarensis ENSFDAG00000010938
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000011689
octodon_degus ENSODEG00000003335
octodon_degus ENSODEG00000008175
chinchilla_lanigera ENSCLAG00000002952
cavia_porcellus ENSCPOG00000012353
ochotona_princeps ENSOPRG00000006532
ochotona_princeps ENSOPRG00000011509
oryctolagus_cuniculus ENSOCUG00000010280
tupaia_belangeri ENSTBEG00000005907
chlorocebus_sabaeus ENSCSAG00000018360
macaca_nemestrina ENSMNEG00000035406
macaca_mulatta ENSMMUG00000014466
macaca_fascicularis ENSMFAG00000043849
cercocebus_atys ENSCATG00000039960
theropithecus_gelada ENSTGEG00000019440
papio_anubis ENSPANG00000023789
mandrillus_leucophaeus ENSMLEG00000031520
colobus_angolensis_palliatus ENSCANG00000028574
rhinopithecus_roxellana ENSRROG00000027521
piliocolobus_tephrosceles ENSPTEG00000030159
pan_paniscus ENSPPAG00000041438
pan_troglodytes ENSPTRG00000022220
homo_sapiens ENSG00000101856
pongo_abelii ENSPPYG00000020666
nomascus_leucogenys ENSNLEG00000014842
saimiri_boliviensis_boliviensis ENSSBOG00000020615
cebus_capucinus_imitator ENSCCAG00000034716
callithrix_jacchus ENSCJAG00000044658
aotus_nancymaae ENSANAG00000035662
carlito_syrichta ENSTSYG00000037420
propithecus_coquereli ENSPCOG00000023375
microcebus_murinus ENSMICG00000004265
canis_lupus_dingo ENSCAFG00020004261
canis_lupus_familiaris ENSCAFG00000018372
ailuropoda_melanoleuca ENSAMEG00000002132
vulpes_vulpes ENSVVUG00000011491
neovison_vison ENSNVIG00000022288
ursus_americanus ENSUAMG00000011033
ursus_maritimus ENSUMAG00000002083
equus_asinus_asinus ENSEASG00005007176
pteropus_vampyrus ENSPVAG00000002653
myotis_lucifugus ENSMLUG00000000278
capra_hircus ENSCHIG00000000381
ovis_aries ENSOARG00000016375
bos_taurus ENSBTAG00000019552
sus_scrofa ENSSSCG00000012625
felis_catus ENSFCAG00000037318
panthera_pardus ENSPPRG00000023738
equus_caballus ENSECAG00000039508
otolemur_garnettii ENSOGAG00000005131
tursiops_truncatus ENSTTRG00000016544
bos_mutus ENSBMUG00000010241
sorex_araneus ENSSARG00000008392
rhinopithecus_bieti ENSRBIG00000037986
rattus_norvegicus ENSRNOG00000012786
mus_spicilegus ENSMSIG00000007608
procavia_capensis ENSPCAG00000007964
loxodonta_africana ENSLAFG00000025839
dasypus_novemcinctus ENSDNOG00000037345
ornithorhynchus_anatinus ENSOANG00000011657
gopherus_agassizii ENSGAGG00000019637
chelonoidis_abingdonii ENSCABG00000017382
chrysemys_picta_bellii ENSCPBG00000020717
crocodylus_porosus ENSCPRG00005006025
coturnix_japonica ENSCJPG00005018826
meleagris_gallopavo ENSMGAG00000007828
gallus_gallus ENSGALG00000020260
numida_meleagris ENSNMEG00000001751
anser_brachyrhynchus ENSABRG00000002831
anas_platyrhynchos_platyrhynchos ENSAPLG00000012420
taeniopygia_guttata ENSTGUG00000003313
serinus_canaria ENSSCAG00000016996
manacus_vitellinus ENSMVIG00005006018
cyanistes_caeruleus ENSCCEG00000020800
junco_hyemalis ENSJHYG00000014754
zonotrichia_albicollis ENSZALG00000018224
lepidothrix_coronata ENSLCOG00000000222
ficedula_albicollis ENSFALG00000001623
lonchura_striata_domestica ENSLSDG00000005105
parus_major ENSPMJG00000011365
calidris_pygmaea ENSCPGG00000010925
calidris_pugnax ENSCPUG00000001527
apteryx_haastii ENSAHAG00000012324
apteryx_rowi ENSARWG00000001583
apteryx_owenii ENSAOWG00000008431
dromaius_novaehollandiae ENSDNVG00000009910
nothoprocta_perdicaria ENSNPEG00000003926
pelodiscus_sinensis ENSPSIG00000017441
anolis_carolinensis ENSACAG00000012881
pogona_vitticeps ENSPVIG00000017206
notechis_scutatus ENSNSUG00000011698
salvator_merianae ENSSMRG00000017795
sphenodon_punctatus ENSSPUG00000013243
xenopus_tropicalis ENSXETG00000004333
latimeria_chalumnae ENSLACG00000011217
hippocampus_comes ENSHCOG00000009106
hippocampus_comes ENSHCOG00000010562
periophthalmus_magnuspinnatus ENSPMGG00000012395
cyprinodon_variegatus ENSCVAG00000005199
fundulus_heteroclitus ENSFHEG00000020510
poecilia_formosa ENSPFOG00000000006
poecilia_latipinna ENSPLAG00000003999
poecilia_mexicana ENSPMEG00000000234
poecilia_reticulata ENSPREG00000005966
xiphophorus_couchianus ENSXCOG00000004009
xiphophorus_maculatus ENSXMAG00000018924
gambusia_affinis ENSGAFG00000007443
fundulus_heteroclitus ENSFHEG00000020516
fundulus_heteroclitus ENSFHEG00000020543
gambusia_affinis ENSGAFG00000007468
kryptolebias_marmoratus ENSKMAG00000018815
oryzias_latipes_asm223469v1 ENSORLG00015018184
oryzias_latipes_asm223471v1 ENSORLG00020011320
oryzias_latipes_asm223467v1 ENSORLG00000014011
oryzias_melastigma ENSOMEG00000002957
mola_mola ENSMMOG00000014814
labrus_bergylta ENSLBEG00000014626
amphiprion_ocellaris ENSAOCG00000001770
tetraodon_nigroviridis ENSTNIG00000007637
takifugu_rubripes ENSTRUG00000005553
gasterosteus_aculeatus ENSGACG00000020796
labrus_bergylta ENSLBEG00000007183
labrus_bergylta ENSLBEG00000014636
mastacembelus_armatus ENSMAMG00000020068
monopterus_albus ENSMALG00000010281
anabas_testudineus ENSATEG00000022637
seriola_dumerili ENSSDUG00000000598
seriola_lalandi_dorsalis ENSSLDG00000016239
pundamilia_nyererei ENSPNYG00000008356
haplochromis_burtoni ENSHBUG00000019896
maylandia_zebra ENSMZEG00005009668
astatotilapia_calliptera ENSACLG00000015951
oreochromis_niloticus ENSONIG00000017335
neolamprologus_brichardi ENSNBRG00000009630
amphilophus_citrinellus ENSACIG00000002546
scophthalmus_maximus ENSSMAG00000007673
cynoglossus_semilaevis ENSCSEG00000016337
stegastes_partitus ENSSPAG00000005375
stegastes_partitus ENSSPAG00000001099
acanthochromis_polyacanthus ENSAPOG00000002116
amphiprion_percula ENSAPEG00000021939
gadus_morhua ENSGMOG00000013295
pygocentrus_nattereri ENSPNAG00000003383
astyanax_mexicanus ENSAMXG00000043642
ictalurus_punctatus ENSIPUG00000007764
scleropages_formosus ENSSFOG00015010114
danio_rerio ENSDARG00000054172
esox_lucius ENSELUG00000011570
paramormyrops_kingsleyae ENSPKIG00000009013
lepisosteus_oculatus ENSLOCG00000013885
