gasterosteus_aculeatus ENSGACG00000020711
fundulus_heteroclitus ENSFHEG00000014136
xiphophorus_maculatus ENSXMAG00000012602
xiphophorus_couchianus ENSXCOG00000007011
gambusia_affinis ENSGAFG00000003726
poecilia_formosa ENSPFOG00000011641
poecilia_latipinna ENSPLAG00000008305
poecilia_mexicana ENSPMEG00000017449
poecilia_reticulata ENSPREG00000023051
fundulus_heteroclitus ENSFHEG00000004963
cyprinodon_variegatus ENSCVAG00000012403
kryptolebias_marmoratus ENSKMAG00000009629
oryzias_latipes_asm223471v1 ENSORLG00020005400
oryzias_latipes_asm223469v1 ENSORLG00015010677
oryzias_latipes_asm223467v1 ENSORLG00000007208
oryzias_melastigma ENSOMEG00000002197
cynoglossus_semilaevis ENSCSEG00000020109
takifugu_rubripes ENSTRUG00000016735
tetraodon_nigroviridis ENSTNIG00000010053
mola_mola ENSMMOG00000016671
labrus_bergylta ENSLBEG00000023866
mastacembelus_armatus ENSMAMG00000016944
monopterus_albus ENSMALG00000016083
anabas_testudineus ENSATEG00000016505
seriola_lalandi_dorsalis ENSSLDG00000020504
seriola_dumerili ENSSDUG00000010032
scophthalmus_maximus ENSSMAG00000013595
amphiprion_percula ENSAPEG00000001532
amphiprion_ocellaris ENSAOCG00000008371
acanthochromis_polyacanthus ENSAPOG00000005622
stegastes_partitus ENSSPAG00000000834
haplochromis_burtoni ENSHBUG00000022852
pundamilia_nyererei ENSPNYG00000016602
astatotilapia_calliptera ENSACLG00000016535
maylandia_zebra ENSMZEG00005016775
neolamprologus_brichardi ENSNBRG00000021173
oreochromis_niloticus ENSONIG00000005275
amphilophus_citrinellus ENSACIG00000011905
hippocampus_comes ENSHCOG00000001866
periophthalmus_magnuspinnatus ENSPMGG00000020074
esox_lucius ENSELUG00000017855
gadus_morhua ENSGMOG00000001001
astyanax_mexicanus ENSAMXG00000005144
pygocentrus_nattereri ENSPNAG00000023938
danio_rerio ENSDARG00000086463
danio_rerio ENSDARG00000103786
paramormyrops_kingsleyae ENSPKIG00000005681
scleropages_formosus ENSSFOG00015002852
ictalurus_punctatus ENSIPUG00000019746
paramormyrops_kingsleyae ENSPKIG00000018160
scleropages_formosus ENSSFOG00015005047
lepisosteus_oculatus ENSLOCG00000015414
gopherus_agassizii ENSGAGG00000003228
chelonoidis_abingdonii ENSCABG00000009657
notechis_scutatus ENSNSUG00000012208
apteryx_haastii ENSAHAG00000017536
apteryx_owenii ENSAOWG00000016523
apteryx_rowi ENSARWG00000012288
dromaius_novaehollandiae ENSDNVG00000017272
nothoprocta_perdicaria ENSNPEG00000003297
pogona_vitticeps ENSPVIG00000020701
anolis_carolinensis ENSACAG00000004895
salvator_merianae ENSSMRG00000004032
anser_brachyrhynchus ENSABRG00000018919
anas_platyrhynchos_platyrhynchos ENSAPLG00000010487
coturnix_japonica ENSCJPG00005014293
gallus_gallus ENSGALG00000005982
meleagris_gallopavo ENSMGAG00000002666
numida_meleagris ENSNMEG00000015609
lepidothrix_coronata ENSLCOG00000002067
manacus_vitellinus ENSMVIG00005008173
taeniopygia_guttata ENSTGUG00000003125
taeniopygia_guttata ENSTGUG00000013721
lonchura_striata_domestica ENSLSDG00000005192
zonotrichia_albicollis ENSZALG00000018211
junco_hyemalis ENSJHYG00000014941
serinus_canaria ENSSCAG00000017357
ficedula_albicollis ENSFALG00000001800
cyanistes_caeruleus ENSCCEG00000012131
parus_major ENSPMJG00000009170
calidris_pygmaea ENSCPGG00000004408
calidris_pugnax ENSCPUG00000011286
melopsittacus_undulatus ENSMUNG00000011811
crocodylus_porosus ENSCPRG00005005607
chrysemys_picta_bellii ENSCPBG00000016783
pelodiscus_sinensis ENSPSIG00000012199
sphenodon_punctatus ENSSPUG00000000522
procavia_capensis ENSPCAG00000004355
echinops_telfairi ENSETEG00000014704
cavia_aperea ENSCAPG00000008977
octodon_degus ENSODEG00000002552
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100020367
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100020322
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000021188
urocitellus_parryii ENSUPAG00010019252
spermophilus_dauricus ENSSDAG00000020910
marmota_marmota_marmota ENSMMMG00000005981
castor_canadensis ENSCCNG00000005715
dipodomys_ordii ENSDORG00000028408
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000070923
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0027113
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0026150
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0028485
rattus_norvegicus ENSRNOG00000006335
meriones_unguiculatus ENSMUGG00000024085
peromyscus_maniculatus_bairdii ENSPEMG00000013714
microtus_ochrogaster ENSMOCG00000003966
cricetulus_griseus_crigri-picr ENSCGRG00015016837
nannospalax_galili ENSNGAG00000012889
jaculus_jaculus ENSJJAG00000007691
oryctolagus_cuniculus ENSOCUG00000008548
homo_sapiens ENSG00000198642
pongo_abelii ENSPPYG00000019179
cercocebus_atys ENSCATG00000015406
mandrillus_leucophaeus ENSMLEG00000027657
theropithecus_gelada ENSTGEG00000013447
piliocolobus_tephrosceles ENSPTEG00000013759
callithrix_jacchus ENSCJAG00000022401
pan_paniscus ENSPPAG00000039116
pan_troglodytes ENSPTRG00000022846
gorilla_gorilla ENSGGOG00000023406
nomascus_leucogenys ENSNLEG00000019003
rhinopithecus_roxellana ENSRROG00000039684
rhinopithecus_bieti ENSRBIG00000028501
colobus_angolensis_palliatus ENSCANG00000042926
cebus_capucinus_imitator ENSCCAG00000026796
saimiri_boliviensis_boliviensis ENSSBOG00000030862
aotus_nancymaae ENSANAG00000033732
macaca_fascicularis ENSMFAG00000041813
macaca_nemestrina ENSMNEG00000031087
macaca_mulatta ENSMMUG00000010959
carlito_syrichta ENSTSYG00000004057
prolemur_simus ENSPSMG00000001448
microcebus_murinus ENSMICG00000002688
otolemur_garnettii ENSOGAG00000025932
tupaia_belangeri ENSTBEG00000003969
tursiops_truncatus ENSTTRG00000007707
sus_scrofa ENSSSCG00000005150
vicugna_pacos ENSVPAG00000001572
bos_mutus ENSBMUG00000004008
bos_taurus ENSBTAG00000012375
bison_bison_bison ENSBBBG00000017996
capra_hircus ENSCHIG00000021211
neovison_vison ENSNVIG00000012468
mustela_putorius_furo ENSMPUG00000019508
vulpes_vulpes ENSVVUG00000008000
canis_lupus_dingo ENSCAFG00020013752
ursus_maritimus ENSUMAG00000015939
ursus_americanus ENSUAMG00000005890
