capra_hircus ENSCHIG00000005388
ovis_aries ENSOARG00000019009
bos_taurus ENSBTAG00000046589
bos_mutus ENSBMUG00000010652
bison_bison_bison ENSBBBG00000005777
tursiops_truncatus ENSTTRG00000000682
sus_scrofa ENSSSCG00000012223
ailuropoda_melanoleuca ENSAMEG00000018732
ursus_americanus ENSUAMG00000012536
mustela_putorius_furo ENSMPUG00000018892
neovison_vison ENSNVIG00000019299
canis_lupus_familiaris ENSCAFG00000024210
canis_lupus_dingo ENSCAFG00020008269
vulpes_vulpes ENSVVUG00000011040
equus_caballus ENSECAG00000002697
equus_asinus_asinus ENSEASG00005017724
myotis_lucifugus ENSMLUG00000022727
myotis_lucifugus ENSMLUG00000009996
myotis_lucifugus ENSMLUG00000029808
myotis_lucifugus ENSMLUG00000025133
myotis_lucifugus ENSMLUG00000012521
myotis_lucifugus ENSMLUG00000029825
myotis_lucifugus ENSMLUG00000009271
pteropus_vampyrus ENSPVAG00000012763
otolemur_garnettii ENSOGAG00000024657
otolemur_garnettii ENSOGAG00000029398
prolemur_simus ENSPSMG00000007696
theropithecus_gelada ENSTGEG00000019965
theropithecus_gelada ENSTGEG00000005520
theropithecus_gelada ENSTGEG00000025115
pongo_abelii ENSPPYG00000020237
cricetulus_griseus_crigri-picr ENSCGRG00015011047
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001013363
peromyscus_maniculatus_bairdii ENSPEMG00000030109
mus_spicilegus ENSMSIG00000028194
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0034374
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000078315
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0033208
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0031751
rattus_norvegicus ENSRNOG00000003836
meriones_unguiculatus ENSMUGG00000011736
jaculus_jaculus ENSJJAG00000014031
rattus_norvegicus ENSRNOG00000039615
meriones_unguiculatus ENSMUGG00000009682
cricetulus_griseus_crigri-picr ENSCGRG00015006437
cricetulus_griseus_crigri_1.0 ENSCGRG00000015405
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001004165
mesocricetus_auratus ENSMAUG00000015692
peromyscus_maniculatus_bairdii ENSPEMG00000005513
mus_spicilegus ENSMSIG00000029601
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0034372
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000035651
rattus_norvegicus ENSRNOG00000038396
meriones_unguiculatus ENSMUGG00000002602
peromyscus_maniculatus_bairdii ENSPEMG00000028721
castor_canadensis ENSCCNG00000014821
urocitellus_parryii ENSUPAG00010017410
marmota_marmota_marmota ENSMMMG00000009939
spermophilus_dauricus ENSSDAG00000001279
ursus_maritimus ENSUMAG00000017371
vulpes_vulpes ENSVVUG00000006843
dasypus_novemcinctus ENSDNOG00000047099
loxodonta_africana ENSLAFG00000016293
loxodonta_africana ENSLAFG00000026672
sarcophilus_harrisii ENSSHAG00000001112
