meleagris_gallopavo ENSMGAG00000001756
gallus_gallus ENSGALG00000013528
coturnix_japonica ENSCJPG00005011937
numida_meleagris ENSNMEG00000019861
anser_brachyrhynchus ENSABRG00000014726
anas_platyrhynchos_platyrhynchos ENSAPLG00000007904
melopsittacus_undulatus ENSMUNG00000015453
parus_major ENSPMJG00000013522
cyanistes_caeruleus ENSCCEG00000010376
serinus_canaria ENSSCAG00000015408
ficedula_albicollis ENSFALG00000000286
junco_hyemalis ENSJHYG00000000367
dromaius_novaehollandiae ENSDNVG00000003022
crocodylus_porosus ENSCPRG00005016482
pelodiscus_sinensis ENSPSIG00000004961
sphenodon_punctatus ENSSPUG00000013696
salvator_merianae ENSSMRG00000015543
calidris_pygmaea ENSCPGG00000017861
calidris_pugnax ENSCPUG00000005089
chrysemys_picta_bellii ENSCPBG00000023011
lepidothrix_coronata ENSLCOG00000002216
manacus_vitellinus ENSMVIG00005019236
calidris_pugnax ENSCPUG00000005081
chelonoidis_abingdonii ENSCABG00000020290
pogona_vitticeps ENSPVIG00000016352
anolis_carolinensis ENSACAG00000005503
notechis_scutatus ENSNSUG00000020344
scleropages_formosus ENSSFOG00015018642
paramormyrops_kingsleyae ENSPKIG00000020507
mola_mola ENSMMOG00000012676
labrus_bergylta ENSLBEG00000002294
gasterosteus_aculeatus ENSGACG00000013615
cynoglossus_semilaevis ENSCSEG00000013539
cynoglossus_semilaevis ENSCSEG00000010520
scophthalmus_maximus ENSSMAG00000012338
seriola_dumerili ENSSDUG00000005551
seriola_lalandi_dorsalis ENSSLDG00000013172
amphiprion_percula ENSAPEG00000000434
amphiprion_ocellaris ENSAOCG00000001323
acanthochromis_polyacanthus ENSAPOG00000013095
stegastes_partitus ENSSPAG00000008997
fundulus_heteroclitus ENSFHEG00000023172
cyprinodon_variegatus ENSCVAG00000009086
xiphophorus_maculatus ENSXMAG00000010226
xiphophorus_couchianus ENSXCOG00000015047
gambusia_affinis ENSGAFG00000011908
poecilia_formosa ENSPFOG00000004732
poecilia_latipinna ENSPLAG00000009147
poecilia_mexicana ENSPMEG00000005071
poecilia_reticulata ENSPREG00000015308
kryptolebias_marmoratus ENSKMAG00000010540
oryzias_latipes_asm223467v1 ENSORLG00000016053
oryzias_latipes_asm223471v1 ENSORLG00020019946
oryzias_latipes_asm223469v1 ENSORLG00015009891
oryzias_melastigma ENSOMEG00000003051
astatotilapia_calliptera ENSACLG00000005607
maylandia_zebra ENSMZEG00005004587
pundamilia_nyererei ENSPNYG00000006578
haplochromis_burtoni ENSHBUG00000006099
neolamprologus_brichardi ENSNBRG00000011571
oreochromis_niloticus ENSONIG00000016015
amphilophus_citrinellus ENSACIG00000014163
monopterus_albus ENSMALG00000014800
mastacembelus_armatus ENSMAMG00000020042
anabas_testudineus ENSATEG00000013011
hippocampus_comes ENSHCOG00000006360
takifugu_rubripes ENSTRUG00000009014
tetraodon_nigroviridis ENSTNIG00000018869
periophthalmus_magnuspinnatus ENSPMGG00000012948
gadus_morhua ENSGMOG00000013280
esox_lucius ENSELUG00000005403
astyanax_mexicanus ENSAMXG00000042059
pygocentrus_nattereri ENSPNAG00000023182
ictalurus_punctatus ENSIPUG00000022433
danio_rerio ENSDARG00000035532
lepisosteus_oculatus ENSLOCG00000015369
