ursus_maritimus ENSUMAG00000003543
ursus_americanus ENSUAMG00000011242
panthera_tigris_altaica ENSPTIG00000001536
panthera_pardus ENSPPRG00000017776
felis_catus ENSFCAG00000038219
bison_bison_bison ENSBBBG00000005021
capra_hircus ENSCHIG00000012821
sus_scrofa ENSSSCG00000032236
equus_caballus ENSECAG00000031985
equus_asinus_asinus ENSEASG00005003445
marmota_marmota_marmota ENSMMMG00000004624
spermophilus_dauricus ENSSDAG00000024769
urocitellus_parryii ENSUPAG00010013334
propithecus_coquereli ENSPCOG00000015466
microcebus_murinus ENSMICG00000026597
