pan_paniscus ENSPPAG00000010778
pan_troglodytes ENSPTRG00000041107
homo_sapiens ENSG00000196381
equus_asinus_asinus ENSEASG00005002336
equus_caballus ENSECAG00000030443
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001001881
cricetulus_griseus_crigri_1.0 ENSCGRG00000008737
cricetulus_griseus_crigri-picr ENSCGRG00015027119
mesocricetus_auratus ENSMAUG00000018658
peromyscus_maniculatus_bairdii ENSPEMG00000018539
peromyscus_maniculatus_bairdii ENSPEMG00000024166
microtus_ochrogaster ENSMOCG00000015593
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000046185
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0030582
mus_spicilegus ENSMSIG00000003229
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0029486
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0012720
meriones_unguiculatus ENSMUGG00000012008
nannospalax_galili ENSNGAG00000012894
jaculus_jaculus ENSJJAG00000022940
oryctolagus_cuniculus ENSOCUG00000029740
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000014702
felis_catus ENSFCAG00000045750
bos_mutus ENSBMUG00000019242
canis_lupus_familiaris ENSCAFG00000029513
chlorocebus_sabaeus ENSCSAG00000004185
theropithecus_gelada ENSTGEG00000006382
