neovison_vison ENSNVIG00000002051
mustela_putorius_furo ENSMPUG00000008371
ursus_maritimus ENSUMAG00000011896
ursus_americanus ENSUAMG00000020061
canis_lupus_dingo ENSCAFG00020020770
canis_lupus_dingo ENSCAFG00020020776
canis_lupus_familiaris ENSCAFG00000003648
felis_catus ENSFCAG00000041420
panthera_tigris_altaica ENSPTIG00000008185
sorex_araneus ENSSARG00000000939
sorex_araneus ENSSARG00000011553
sorex_araneus ENSSARG00000010837
sorex_araneus ENSSARG00000003961
equus_asinus_asinus ENSEASG00005009249
equus_caballus ENSECAG00000022713
myotis_lucifugus ENSMLUG00000010911
bos_taurus ENSBTAG00000006655
bos_mutus ENSBMUG00000013507
ovis_aries ENSOARG00000017457
sus_scrofa ENSSSCG00000035033
homo_sapiens ENSG00000159763
pan_troglodytes ENSPTRG00000019801
gorilla_gorilla ENSGGOG00000022725
pongo_abelii ENSPPYG00000018109
nomascus_leucogenys ENSNLEG00000003016
piliocolobus_tephrosceles ENSPTEG00000032633
colobus_angolensis_palliatus ENSCANG00000040351
rhinopithecus_bieti ENSRBIG00000027108
rhinopithecus_roxellana ENSRROG00000030026
macaca_mulatta ENSMMUG00000043769
macaca_fascicularis ENSMFAG00000035634
macaca_nemestrina ENSMNEG00000042974
cercocebus_atys ENSCATG00000034496
mandrillus_leucophaeus ENSMLEG00000034785
papio_anubis ENSPANG00000024169
theropithecus_gelada ENSTGEG00000000369
chlorocebus_sabaeus ENSCSAG00000007318
cebus_capucinus_imitator ENSCCAG00000024469
saimiri_boliviensis_boliviensis ENSSBOG00000019586
callithrix_jacchus ENSCJAG00000009535
aotus_nancymaae ENSANAG00000020695
carlito_syrichta ENSTSYG00000001233
prolemur_simus ENSPSMG00000000314
propithecus_coquereli ENSPCOG00000017076
microcebus_murinus ENSMICG00000007453
otolemur_garnettii ENSOGAG00000013569
oryctolagus_cuniculus ENSOCUG00000006275
ochotona_princeps ENSOPRG00000009561
mus_spicilegus ENSMSIG00000023842
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0029285
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000058499
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0028280
mus_spicilegus ENSMSIG00000029358
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0022038
rattus_norvegicus ENSRNOG00000016076
meriones_unguiculatus ENSMUGG00000022201
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001019398
cricetulus_griseus_crigri-picr ENSCGRG00015023536
peromyscus_maniculatus_bairdii ENSPEMG00000008267
microtus_ochrogaster ENSMOCG00000005223
castor_canadensis ENSCCNG00000014624
ictidomys_tridecemlineatus ENSSTOG00000010593
spermophilus_dauricus ENSSDAG00000007037
marmota_marmota_marmota ENSMMMG00000008088
marmota_marmota_marmota ENSMMMG00000008071
urocitellus_parryii ENSUPAG00010010011
spermophilus_dauricus ENSSDAG00000004609
tupaia_belangeri ENSTBEG00000000511
choloepus_hoffmanni ENSCHOG00000008426
dasypus_novemcinctus ENSDNOG00000001357
loxodonta_africana ENSLAFG00000007067
procavia_capensis ENSPCAG00000013640
microtus_ochrogaster ENSMOCG00000002201
mesocricetus_auratus ENSMAUG00000017122
peromyscus_maniculatus_bairdii ENSPEMG00000009844
mus_spicilegus ENSMSIG00000023825
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0029286
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000014104
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0028281
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0022039
rattus_norvegicus ENSRNOG00000025541
meriones_unguiculatus ENSMUGG00000022196
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000029865
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0029287
mus_spicilegus ENSMSIG00000023808
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0028282
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0022040
rattus_norvegicus ENSRNOG00000025519
meriones_unguiculatus ENSMUGG00000022184
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000062833
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0028283
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0022041
meriones_unguiculatus ENSMUGG00000022178
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0029288
mus_spicilegus ENSMSIG00000000732
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000023289
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0028284
nannospalax_galili ENSNGAG00000022189
castor_canadensis ENSCCNG00000014614
ovis_aries ENSOARG00000017501
ovis_aries ENSOARG00000017494
bos_taurus ENSBTAG00000050494
loxodonta_africana ENSLAFG00000031383
chinchilla_lanigera ENSCLAG00000001581
octodon_degus ENSODEG00000012786
cavia_porcellus ENSCPOG00000015467
ornithorhynchus_anatinus ENSOANG00000021619
ornithorhynchus_anatinus ENSOANG00000019786
