pteropus_vampyrus ENSPVAG00000009482
tursiops_truncatus ENSTTRG00000017261
panthera_tigris_altaica ENSPTIG00000018480
panthera_pardus ENSPPRG00000009343
felis_catus ENSFCAG00000011769
ailuropoda_melanoleuca ENSAMEG00000013205
saimiri_boliviensis_boliviensis ENSSBOG00000033908
cebus_capucinus_imitator ENSCCAG00000036942
aotus_nancymaae ENSANAG00000035212
mandrillus_leucophaeus ENSMLEG00000037486
chlorocebus_sabaeus ENSCSAG00000002608
rhinopithecus_bieti ENSRBIG00000017484
rhinopithecus_roxellana ENSRROG00000016454
carlito_syrichta ENSTSYG00000009680
prolemur_simus ENSPSMG00000001654
microcebus_murinus ENSMICG00000009270
otolemur_garnettii ENSOGAG00000009324
cavia_porcellus ENSCPOG00000010118
octodon_degus ENSODEG00000008362
chinchilla_lanigera ENSCLAG00000015391
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100015020
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000017992
fukomys_damarensis ENSFDAG00000015152
ictidomys_tridecemlineatus ENSSTOG00000015407
urocitellus_parryii ENSUPAG00010006294
marmota_marmota_marmota ENSMMMG00000022766
spermophilus_dauricus ENSSDAG00000019904
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0033275
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0032137
mus_spicilegus ENSMSIG00000009608
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000048534
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0015006
rattus_norvegicus ENSRNOG00000026702
meriones_unguiculatus ENSMUGG00000011366
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001013774
cricetulus_griseus_crigri-picr ENSCGRG00015017390
cricetulus_griseus_crigri_1.0 ENSCGRG00000000091
mesocricetus_auratus ENSMAUG00000020096
peromyscus_maniculatus_bairdii ENSPEMG00000022735
microtus_ochrogaster ENSMOCG00000018068
nannospalax_galili ENSNGAG00000020902
jaculus_jaculus ENSJJAG00000004498
castor_canadensis ENSCCNG00000000837
dipodomys_ordii ENSDORG00000025814
tupaia_belangeri ENSTBEG00000014293
oryctolagus_cuniculus ENSOCUG00000017009
ochotona_princeps ENSOPRG00000003131
myotis_lucifugus ENSMLUG00000022688
choloepus_hoffmanni ENSCHOG00000013313
dasypus_novemcinctus ENSDNOG00000001079
echinops_telfairi ENSETEG00000012156
sorex_araneus ENSSARG00000008837
phascolarctos_cinereus ENSPCIG00000011988
notamacropus_eugenii ENSMEUG00000013434
sarcophilus_harrisii ENSSHAG00000014063
chrysemys_picta_bellii ENSCPBG00000020870
chelonoidis_abingdonii ENSCABG00000004249
calidris_pygmaea ENSCPGG00000010599
calidris_pugnax ENSCPUG00000018140
lonchura_striata_domestica ENSLSDG00000006698
junco_hyemalis ENSJHYG00000000167
parus_major ENSPMJG00000008531
lepidothrix_coronata ENSLCOG00000004096
melopsittacus_undulatus ENSMUNG00000009533
anser_brachyrhynchus ENSABRG00000013481
anas_platyrhynchos_platyrhynchos ENSAPLG00000011162
meleagris_gallopavo ENSMGAG00000003956
coturnix_japonica ENSCJPG00005011579
apteryx_owenii ENSAOWG00000009782
apteryx_haastii ENSAHAG00000002083
apteryx_rowi ENSARWG00000001677
dromaius_novaehollandiae ENSDNVG00000005679
sphenodon_punctatus ENSSPUG00000004792
