astyanax_mexicanus ENSAMXG00000011785
pygocentrus_nattereri ENSPNAG00000026807
ictalurus_punctatus ENSIPUG00000004986
danio_rerio ENSDARG00000078891
gasterosteus_aculeatus ENSGACG00000000701
labrus_bergylta ENSLBEG00000009258
monopterus_albus ENSMALG00000021293
mastacembelus_armatus ENSMAMG00000000988
anabas_testudineus ENSATEG00000002887
amphiprion_percula ENSAPEG00000010873
amphiprion_ocellaris ENSAOCG00000013634
acanthochromis_polyacanthus ENSAPOG00000011348
stegastes_partitus ENSSPAG00000004162
stegastes_partitus ENSSPAG00000014616
maylandia_zebra ENSMZEG00005009645
astatotilapia_calliptera ENSACLG00000013057
pundamilia_nyererei ENSPNYG00000009580
neolamprologus_brichardi ENSNBRG00000003571
oreochromis_niloticus ENSONIG00000000587
amphilophus_citrinellus ENSACIG00000019900
takifugu_rubripes ENSTRUG00000004263
scophthalmus_maximus ENSSMAG00000008905
cynoglossus_semilaevis ENSCSEG00000018568
seriola_lalandi_dorsalis ENSSLDG00000005998
seriola_dumerili ENSSDUG00000017079
hippocampus_comes ENSHCOG00000004707
gadus_morhua ENSGMOG00000007816
esox_lucius ENSELUG00000010241
paramormyrops_kingsleyae ENSPKIG00000001669
scleropages_formosus ENSSFOG00015011116
amphiprion_percula ENSAPEG00000010063
haplochromis_burtoni ENSHBUG00000019888
hippocampus_comes ENSHCOG00000008955
takifugu_rubripes ENSTRUG00000002339
fundulus_heteroclitus ENSFHEG00000005374
cyprinodon_variegatus ENSCVAG00000020385
poecilia_formosa ENSPFOG00000000309
poecilia_mexicana ENSPMEG00000000905
poecilia_latipinna ENSPLAG00000015477
poecilia_reticulata ENSPREG00000001819
xiphophorus_maculatus ENSXMAG00000006786
xiphophorus_couchianus ENSXCOG00000018381
gambusia_affinis ENSGAFG00000008862
astatotilapia_calliptera ENSACLG00000000272
maylandia_zebra ENSMZEG00005008466
oreochromis_niloticus ENSONIG00000007452
labrus_bergylta ENSLBEG00000001273
seriola_dumerili ENSSDUG00000023423
seriola_lalandi_dorsalis ENSSLDG00000000415
anabas_testudineus ENSATEG00000010959
neolamprologus_brichardi ENSNBRG00000017087
pundamilia_nyererei ENSPNYG00000022796
amphilophus_citrinellus ENSACIG00000012149
mastacembelus_armatus ENSMAMG00000022468
amphiprion_percula ENSAPEG00000022603
amphiprion_ocellaris ENSAOCG00000007661
amphiprion_percula ENSAPEG00000020688
amphiprion_percula ENSAPEG00000000677
stegastes_partitus ENSSPAG00000011019
amphiprion_ocellaris ENSAOCG00000013342
acanthochromis_polyacanthus ENSAPOG00000007348
oryzias_latipes_asm223467v1 ENSORLG00000013631
oryzias_latipes_asm223471v1 ENSORLG00020011980
oryzias_latipes_asm223469v1 ENSORLG00015018966
oryzias_melastigma ENSOMEG00000018106
cynoglossus_semilaevis ENSCSEG00000006404
monopterus_albus ENSMALG00000021956
mola_mola ENSMMOG00000012558
periophthalmus_magnuspinnatus ENSPMGG00000010996
gasterosteus_aculeatus ENSGACG00000001953
tetraodon_nigroviridis ENSTNIG00000005295
scophthalmus_maximus ENSSMAG00000010847
gadus_morhua ENSGMOG00000006460
esox_lucius ENSELUG00000006727
lepisosteus_oculatus ENSLOCG00000013030
latimeria_chalumnae ENSLACG00000004355
oryctolagus_cuniculus ENSOCUG00000002762
ochotona_princeps ENSOPRG00000003494
microcebus_murinus ENSMICG00000004013
propithecus_coquereli ENSPCOG00000015141
prolemur_simus ENSPSMG00000001286
otolemur_garnettii ENSOGAG00000024357
pan_troglodytes ENSPTRG00000019477
pan_paniscus ENSPPAG00000042234
homo_sapiens ENSG00000146826
gorilla_gorilla ENSGGOG00000024935
pongo_abelii ENSPPYG00000017404
nomascus_leucogenys ENSNLEG00000011564
rhinopithecus_bieti ENSRBIG00000032984
rhinopithecus_roxellana ENSRROG00000036825
rhinopithecus_roxellana ENSRROG00000006488
piliocolobus_tephrosceles ENSPTEG00000025566
colobus_angolensis_palliatus ENSCANG00000039513
macaca_nemestrina ENSMNEG00000036155
macaca_fascicularis ENSMFAG00000031413
macaca_mulatta ENSMMUG00000018402
cercocebus_atys ENSCATG00000043347
mandrillus_leucophaeus ENSMLEG00000037149
theropithecus_gelada ENSTGEG00000011125
papio_anubis ENSPANG00000017637
chlorocebus_sabaeus ENSCSAG00000017858
cebus_capucinus_imitator ENSCCAG00000030150
saimiri_boliviensis_boliviensis ENSSBOG00000035173
callithrix_jacchus ENSCJAG00000015483
aotus_nancymaae ENSANAG00000026152
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000036948
mus_spicilegus ENSMSIG00000003686
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0028914
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0027910
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0024485
rattus_norvegicus ENSRNOG00000039214
meriones_unguiculatus ENSMUGG00000015635
peromyscus_maniculatus_bairdii ENSPEMG00000016781
microtus_ochrogaster ENSMOCG00000007584
cricetulus_griseus_crigri-picr ENSCGRG00015022500
cricetulus_griseus_crigri_1.0 ENSCGRG00000002196
cricetulus_griseus_crigri-picr ENSCGRG00015005612
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001010144
mesocricetus_auratus ENSMAUG00000011092
nannospalax_galili ENSNGAG00000018213
jaculus_jaculus ENSJJAG00000020100
dipodomys_ordii ENSDORG00000015345
castor_canadensis ENSCCNG00000008444
chinchilla_lanigera ENSCLAG00000002207
octodon_degus ENSODEG00000016953
cavia_aperea ENSCAPG00000008455
cavia_porcellus ENSCPOG00000023747
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000015099
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100013825
fukomys_damarensis ENSFDAG00000016685
ictidomys_tridecemlineatus ENSSTOG00000011551
marmota_marmota_marmota ENSMMMG00000012510
spermophilus_dauricus ENSSDAG00000021559
urocitellus_parryii ENSUPAG00010018118
tupaia_belangeri ENSTBEG00000012954
equus_asinus_asinus ENSEASG00005018927
equus_caballus ENSECAG00000035321
sus_scrofa ENSSSCG00000007647
sorex_araneus ENSSARG00000010755
capra_hircus ENSCHIG00000021034
ovis_aries ENSOARG00000017422
bos_taurus ENSBTAG00000015011
bos_mutus ENSBMUG00000023798
bison_bison_bison ENSBBBG00000006113
tursiops_truncatus ENSTTRG00000008804
ursus_maritimus ENSUMAG00000010622
ursus_americanus ENSUAMG00000007765
ailuropoda_melanoleuca ENSAMEG00000014983
neovison_vison ENSNVIG00000000488
ursus_americanus ENSUAMG00000007767
canis_lupus_familiaris ENSCAFG00000030613
canis_lupus_dingo ENSCAFG00020014099
vulpes_vulpes ENSVVUG00000023364
panthera_tigris_altaica ENSPTIG00000019397
panthera_pardus ENSPPRG00000013321
felis_catus ENSFCAG00000007873
myotis_lucifugus ENSMLUG00000017428
pteropus_vampyrus ENSPVAG00000011989
carlito_syrichta ENSTSYG00000033173
loxodonta_africana ENSLAFG00000008486
procavia_capensis ENSPCAG00000008066
echinops_telfairi ENSETEG00000008683
dasypus_novemcinctus ENSDNOG00000047671
notamacropus_eugenii ENSMEUG00000006768
phascolarctos_cinereus ENSPCIG00000012266
sarcophilus_harrisii ENSSHAG00000011235
monodelphis_domestica ENSMODG00000004355
erinaceus_europaeus ENSEEUG00000008205
ornithorhynchus_anatinus ENSOANG00000009933
coturnix_japonica ENSCJPG00005002237
numida_meleagris ENSNMEG00000002579
coturnix_japonica ENSCJPG00005002235
calidris_pygmaea ENSCPGG00000004465
calidris_pugnax ENSCPUG00000004839
manacus_vitellinus ENSMVIG00005013963
xenopus_tropicalis ENSXETG00000033222
esox_lucius ENSELUG00000022677
gadus_morhua ENSGMOG00000007183
gopherus_agassizii ENSGAGG00000003868
chrysemys_picta_bellii ENSCPBG00000009120
pelodiscus_sinensis ENSPSIG00000015001
apteryx_rowi ENSARWG00000007320
apteryx_owenii ENSAOWG00000002472
lepidothrix_coronata ENSLCOG00000002709
calidris_pygmaea ENSCPGG00000001361
coturnix_japonica ENSCJPG00005002236
lonchura_striata_domestica ENSLSDG00000010874
dromaius_novaehollandiae ENSDNVG00000000636
periophthalmus_magnuspinnatus ENSPMGG00000010998
notechis_scutatus ENSNSUG00000001550
pogona_vitticeps ENSPVIG00000000978
salvator_merianae ENSSMRG00000012027
eptatretus_burgeri ENSEBUG00000003623
