prolemur_simus ENSPSMG00000010009
microcebus_murinus ENSMICG00000046553
propithecus_coquereli ENSPCOG00000023895
otolemur_garnettii ENSOGAG00000007538
pan_troglodytes ENSPTRG00000019890
pan_troglodytes ENSPTRG00000052877
pan_paniscus ENSPPAG00000014469
homo_sapiens ENSG00000106648
gorilla_gorilla ENSGGOG00000036415
pongo_abelii ENSPPYG00000018198
nomascus_leucogenys ENSNLEG00000004591
piliocolobus_tephrosceles ENSPTEG00000001631
colobus_angolensis_palliatus ENSCANG00000041934
rhinopithecus_bieti ENSRBIG00000042731
rhinopithecus_roxellana ENSRROG00000043991
macaca_fascicularis ENSMFAG00000044831
macaca_mulatta ENSMMUG00000017721
macaca_nemestrina ENSMNEG00000039928
theropithecus_gelada ENSTGEG00000005705
papio_anubis ENSPANG00000008930
cercocebus_atys ENSCATG00000040265
mandrillus_leucophaeus ENSMLEG00000042279
saimiri_boliviensis_boliviensis ENSSBOG00000033497
cebus_capucinus_imitator ENSCCAG00000030227
callithrix_jacchus ENSCJAG00000019740
aotus_nancymaae ENSANAG00000032581
castor_canadensis ENSCCNG00000022683
dipodomys_ordii ENSDORG00000003460
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000028938
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0028022
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0027026
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0021799
rattus_norvegicus ENSRNOG00000040301
meriones_unguiculatus ENSMUGG00000024619
cricetulus_griseus_crigri_1.0 ENSCGRG00000017496
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001010298
cricetulus_griseus_crigri-picr ENSCGRG00015005910
microtus_ochrogaster ENSMOCG00000013714
peromyscus_maniculatus_bairdii ENSPEMG00000013005
nannospalax_galili ENSNGAG00000002774
jaculus_jaculus ENSJJAG00000004070
octodon_degus ENSODEG00000010884
chinchilla_lanigera ENSCLAG00000001429
cavia_porcellus ENSCPOG00000005168
cavia_aperea ENSCAPG00000005733
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100013503
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000003942
fukomys_damarensis ENSFDAG00000005738
oryctolagus_cuniculus ENSOCUG00000011307
ochotona_princeps ENSOPRG00000008118
tupaia_belangeri ENSTBEG00000008870
pteropus_vampyrus ENSPVAG00000003589
myotis_lucifugus ENSMLUG00000008822
erinaceus_europaeus ENSEEUG00000008495
vicugna_pacos ENSVPAG00000001613
sus_scrofa ENSSSCG00000016431
bos_mutus ENSBMUG00000005511
bos_taurus ENSBTAG00000045535
bison_bison_bison ENSBBBG00000002728
capra_hircus ENSCHIG00000019057
ovis_aries ENSOARG00000004695
tursiops_truncatus ENSTTRG00000017058
ursus_americanus ENSUAMG00000020611
ursus_maritimus ENSUMAG00000016112
ailuropoda_melanoleuca ENSAMEG00000013380
neovison_vison ENSNVIG00000000883
mustela_putorius_furo ENSMPUG00000009200
canis_lupus_familiaris ENSCAFG00000004940
canis_lupus_dingo ENSCAFG00020005481
vulpes_vulpes ENSVVUG00000007452
panthera_pardus ENSPPRG00000012696
panthera_tigris_altaica ENSPTIG00000013607
felis_catus ENSFCAG00000004856
equus_caballus ENSECAG00000018932
equus_asinus_asinus ENSEASG00005001973
choloepus_hoffmanni ENSCHOG00000013214
dasypus_novemcinctus ENSDNOG00000003061
ictidomys_tridecemlineatus ENSSTOG00000012361
urocitellus_parryii ENSUPAG00010012045
marmota_marmota_marmota ENSMMMG00000005286
loxodonta_africana ENSLAFG00000005565
procavia_capensis ENSPCAG00000000076
echinops_telfairi ENSETEG00000005459
