astyanax_mexicanus ENSAMXG00000004213
ictalurus_punctatus ENSIPUG00000001469
danio_rerio ENSDARG00000095627
tetraodon_nigroviridis ENSTNIG00000006560
takifugu_rubripes ENSTRUG00000022156
gasterosteus_aculeatus ENSGACG00000003555
astatotilapia_calliptera ENSACLG00000008539
maylandia_zebra ENSMZEG00005016519
pundamilia_nyererei ENSPNYG00000011498
haplochromis_burtoni ENSHBUG00000001292
neolamprologus_brichardi ENSNBRG00000014976
oreochromis_niloticus ENSONIG00000004390
amphilophus_citrinellus ENSACIG00000017213
fundulus_heteroclitus ENSFHEG00000019327
cyprinodon_variegatus ENSCVAG00000019502
xiphophorus_maculatus ENSXMAG00000007788
xiphophorus_couchianus ENSXCOG00000017496
gambusia_affinis ENSGAFG00000002281
poecilia_mexicana ENSPMEG00000018467
poecilia_formosa ENSPFOG00000011129
poecilia_latipinna ENSPLAG00000002983
poecilia_reticulata ENSPREG00000022933
kryptolebias_marmoratus ENSKMAG00000015897
oryzias_latipes_asm223469v1 ENSORLG00015004737
oryzias_latipes_asm223467v1 ENSORLG00000017257
oryzias_latipes_asm223471v1 ENSORLG00020011318
oryzias_melastigma ENSOMEG00000014499
amphiprion_percula ENSAPEG00000022635
acanthochromis_polyacanthus ENSAPOG00000006147
stegastes_partitus ENSSPAG00000006981
mola_mola ENSMMOG00000013663
scophthalmus_maximus ENSSMAG00000003109
anabas_testudineus ENSATEG00000004295
monopterus_albus ENSMALG00000022632
mastacembelus_armatus ENSMAMG00000013574
labrus_bergylta ENSLBEG00000011743
seriola_dumerili ENSSDUG00000019195
seriola_lalandi_dorsalis ENSSLDG00000004711
esox_lucius ENSELUG00000011428
scleropages_formosus ENSSFOG00015005781
paramormyrops_kingsleyae ENSPKIG00000015943
lepisosteus_oculatus ENSLOCG00000005782
pteropus_vampyrus ENSPVAG00000008619
erinaceus_europaeus ENSEEUG00000004606
echinops_telfairi ENSETEG00000008873
marmota_marmota_marmota ENSMMMG00000019028
spermophilus_dauricus ENSSDAG00000010194
urocitellus_parryii ENSUPAG00010020824
ictidomys_tridecemlineatus ENSSTOG00000030103
nannospalax_galili ENSNGAG00000014944
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100008022
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000013065
fukomys_damarensis ENSFDAG00000007563
chinchilla_lanigera ENSCLAG00000009600
octodon_degus ENSODEG00000015249
cavia_porcellus ENSCPOG00000031590
cavia_aperea ENSCAPG00000016134
castor_canadensis ENSCCNG00000011034
dipodomys_ordii ENSDORG00000024738
peromyscus_maniculatus_bairdii ENSPEMG00000029124
microtus_ochrogaster ENSMOCG00000008224
cricetulus_griseus_crigri_1.0 ENSCGRG00000003286
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001004076
cricetulus_griseus_crigri-picr ENSCGRG00015021297
mesocricetus_auratus ENSMAUG00000010986
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000036896
mus_spicilegus ENSMSIG00000005167
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0027649
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0026669
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0029002
rattus_norvegicus ENSRNOG00000012804
meriones_unguiculatus ENSMUGG00000020388
jaculus_jaculus ENSJJAG00000012870
oryctolagus_cuniculus ENSOCUG00000015138
ochotona_princeps ENSOPRG00000003201
equus_caballus ENSECAG00000020325
equus_asinus_asinus ENSEASG00005007249
ursus_americanus ENSUAMG00000020369
ursus_maritimus ENSUMAG00000013493
ailuropoda_melanoleuca ENSAMEG00000014787
neovison_vison ENSNVIG00000022588
