parus_major ENSPMJG00000004716
cyanistes_caeruleus ENSCCEG00000007069
ficedula_albicollis ENSFALG00000008985
junco_hyemalis ENSJHYG00000010452
zonotrichia_albicollis ENSZALG00000002936
serinus_canaria ENSSCAG00000008191
taeniopygia_guttata ENSTGUG00000006652
lonchura_striata_domestica ENSLSDG00000004955
lepidothrix_coronata ENSLCOG00000010653
manacus_vitellinus ENSMVIG00005016876
meleagris_gallopavo ENSMGAG00000005475
gallus_gallus ENSGALG00000023510
coturnix_japonica ENSCJPG00005007033
numida_meleagris ENSNMEG00000021005
melopsittacus_undulatus ENSMUNG00000015985
calidris_pygmaea ENSCPGG00000018638
calidris_pugnax ENSCPUG00000006850
anas_platyrhynchos_platyrhynchos ENSAPLG00000008539
apteryx_haastii ENSAHAG00000016935
apteryx_owenii ENSAOWG00000019044
apteryx_rowi ENSARWG00000008616
dromaius_novaehollandiae ENSDNVG00000014536
nothoprocta_perdicaria ENSNPEG00000004759
crocodylus_porosus ENSCPRG00005014604
chelonoidis_abingdonii ENSCABG00000016217
gopherus_agassizii ENSGAGG00000004977
chrysemys_picta_bellii ENSCPBG00000003703
pelodiscus_sinensis ENSPSIG00000003464
sphenodon_punctatus ENSSPUG00000010133
pogona_vitticeps ENSPVIG00000008345
anolis_carolinensis ENSACAG00000009392
notechis_scutatus ENSNSUG00000012114
salvator_merianae ENSSMRG00000009286
loxodonta_africana ENSLAFG00000028569
procavia_capensis ENSPCAG00000014392
echinops_telfairi ENSETEG00000015261
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0028680
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000029616
mus_spicilegus ENSMSIG00000010851
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0027682
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0024262
rattus_norvegicus ENSRNOG00000001348
meriones_unguiculatus ENSMUGG00000013990
peromyscus_maniculatus_bairdii ENSPEMG00000015877
microtus_ochrogaster ENSMOCG00000013561
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001003193
cricetulus_griseus_crigri-picr ENSCGRG00015026616
cricetulus_griseus_crigri_1.0 ENSCGRG00000012742
mesocricetus_auratus ENSMAUG00000016320
nannospalax_galili ENSNGAG00000019192
jaculus_jaculus ENSJJAG00000012814
dipodomys_ordii ENSDORG00000024018
dipodomys_ordii ENSDORG00000023713
dipodomys_ordii ENSDORG00000006696
castor_canadensis ENSCCNG00000029938
chinchilla_lanigera ENSCLAG00000013597
cavia_porcellus ENSCPOG00000010525
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000006723
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100002246
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100016429
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000014371
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100017168
fukomys_damarensis ENSFDAG00000006691
marmota_marmota_marmota ENSMMMG00000005343
ictidomys_tridecemlineatus ENSSTOG00000024615
urocitellus_parryii ENSUPAG00010007062
spermophilus_dauricus ENSSDAG00000014541
oryctolagus_cuniculus ENSOCUG00000007221
ochotona_princeps ENSOPRG00000005188
homo_sapiens ENSG00000089248
gorilla_gorilla ENSGGOG00000003799
pan_troglodytes ENSPTRG00000005468
pan_paniscus ENSPPAG00000041826
pongo_abelii ENSPPYG00000004971
nomascus_leucogenys ENSNLEG00000000031
piliocolobus_tephrosceles ENSPTEG00000010614
piliocolobus_tephrosceles ENSPTEG00000036047
rhinopithecus_bieti ENSRBIG00000034678
rhinopithecus_roxellana ENSRROG00000043263
colobus_angolensis_palliatus ENSCANG00000027694
mandrillus_leucophaeus ENSMLEG00000019944
mandrillus_leucophaeus ENSMLEG00000008187
cercocebus_atys ENSCATG00000032270
theropithecus_gelada ENSTGEG00000019410
papio_anubis ENSPANG00000003387
macaca_fascicularis ENSMFAG00000007433
