scophthalmus_maximus ENSSMAG00000008307
cynoglossus_semilaevis ENSCSEG00000017869
seriola_dumerili ENSSDUG00000010998
seriola_lalandi_dorsalis ENSSLDG00000012885
monopterus_albus ENSMALG00000021444
mastacembelus_armatus ENSMAMG00000013468
anabas_testudineus ENSATEG00000014042
gambusia_affinis ENSGAFG00000010884
poecilia_reticulata ENSPREG00000007752
xiphophorus_couchianus ENSXCOG00000020085
fundulus_heteroclitus ENSFHEG00000013260
oryzias_latipes_asm223471v1 ENSORLG00020006180
maylandia_zebra ENSMZEG00005004244
astatotilapia_calliptera ENSACLG00000016399
haplochromis_burtoni ENSHBUG00000002757
pundamilia_nyererei ENSPNYG00000011377
neolamprologus_brichardi ENSNBRG00000012632
amphilophus_citrinellus ENSACIG00000010587
amphiprion_percula ENSAPEG00000011917
amphiprion_ocellaris ENSAOCG00000006859
acanthochromis_polyacanthus ENSAPOG00000019342
stegastes_partitus ENSSPAG00000014794
mola_mola ENSMMOG00000019017
takifugu_rubripes ENSTRUG00000021016
labrus_bergylta ENSLBEG00000018976
periophthalmus_magnuspinnatus ENSPMGG00000022653
esox_lucius ENSELUG00000019301
pygocentrus_nattereri ENSPNAG00000028969
astyanax_mexicanus ENSAMXG00000027642
ictalurus_punctatus ENSIPUG00000001059
danio_rerio ENSDARG00000099891
scleropages_formosus ENSSFOG00015012884
paramormyrops_kingsleyae ENSPKIG00000001888
