choloepus_hoffmanni ENSCHOG00000008407
dasypus_novemcinctus ENSDNOG00000034564
procavia_capensis ENSPCAG00000000693
echinops_telfairi ENSETEG00000006510
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000008282
nannospalax_galili ENSNGAG00000007901
spermophilus_dauricus ENSSDAG00000011653
urocitellus_parryii ENSUPAG00010009029
carlito_syrichta ENSTSYG00000011672
tupaia_belangeri ENSTBEG00000015421
tursiops_truncatus ENSTTRG00000013760
myotis_lucifugus ENSMLUG00000016373
notamacropus_eugenii ENSMEUG00000000581
sphenodon_punctatus ENSSPUG00000002328
anolis_carolinensis ENSACAG00000000064
ciona_savignyi ENSCSAVG00000007474
xenopus_tropicalis ENSXETG00000019964
eptatretus_burgeri ENSEBUG00000016396
ciona_intestinalis ENSCING00000014845
acanthochromis_polyacanthus ENSAPOG00000013452
amphilophus_citrinellus ENSACIG00000000333
paramormyrops_kingsleyae ENSPKIG00000000785
