xenopus_tropicalis ENSXETG00000018967
latimeria_chalumnae ENSLACG00000011763
salvator_merianae ENSSMRG00000010756
pogona_vitticeps ENSPVIG00000016152
sphenodon_punctatus ENSSPUG00000000628
gopherus_agassizii ENSGAGG00000016319
chelonoidis_abingdonii ENSCABG00000012408
chrysemys_picta_bellii ENSCPBG00000024582
pelodiscus_sinensis ENSPSIG00000007634
notechis_scutatus ENSNSUG00000020288
notamacropus_eugenii ENSMEUG00000004150
phascolarctos_cinereus ENSPCIG00000019201
monodelphis_domestica ENSMODG00000013889
loxodonta_africana ENSLAFG00000011905
echinops_telfairi ENSETEG00000016782
procavia_capensis ENSPCAG00000006175
propithecus_coquereli ENSPCOG00000015625
microcebus_murinus ENSMICG00000043303
prolemur_simus ENSPSMG00000016188
otolemur_garnettii ENSOGAG00000001593
pan_paniscus ENSPPAG00000028164
pan_troglodytes ENSPTRG00000019127
gorilla_gorilla ENSGGOG00000005692
homo_sapiens ENSG00000062582
pongo_abelii ENSPPYG00000020048
pongo_abelii ENSPPYG00000017604
nomascus_leucogenys ENSNLEG00000033007
macaca_nemestrina ENSMNEG00000044096
macaca_fascicularis ENSMFAG00000003446
theropithecus_gelada ENSTGEG00000013753
cercocebus_atys ENSCATG00000033132
papio_anubis ENSPANG00000015133
chlorocebus_sabaeus ENSCSAG00000015447
mandrillus_leucophaeus ENSMLEG00000039159
colobus_angolensis_palliatus ENSCANG00000036832
piliocolobus_tephrosceles ENSPTEG00000004975
rhinopithecus_roxellana ENSRROG00000043231
nomascus_leucogenys ENSNLEG00000029588
cebus_capucinus_imitator ENSCCAG00000023789
aotus_nancymaae ENSANAG00000033737
callithrix_jacchus ENSCJAG00000007842
callithrix_jacchus ENSCJAG00000015420
saimiri_boliviensis_boliviensis ENSSBOG00000028274
aotus_nancymaae ENSANAG00000027880
aotus_nancymaae ENSANAG00000022441
saimiri_boliviensis_boliviensis ENSSBOG00000023190
castor_canadensis ENSCCNG00000017250
dipodomys_ordii ENSDORG00000028469
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000020477
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0016897
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0016055
mus_spicilegus ENSMSIG00000018806
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0016836
rattus_norvegicus ENSRNOG00000011979
meriones_unguiculatus ENSMUGG00000023489
cricetulus_griseus_crigri_1.0 ENSCGRG00000017551
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001009085
cricetulus_griseus_crigri-picr ENSCGRG00015004745
mesocricetus_auratus ENSMAUG00000011298
peromyscus_maniculatus_bairdii ENSPEMG00000012062
microtus_ochrogaster ENSMOCG00000009358
nannospalax_galili ENSNGAG00000021383
spermophilus_dauricus ENSSDAG00000015335
marmota_marmota_marmota ENSMMMG00000012279
urocitellus_parryii ENSUPAG00010015821
ictidomys_tridecemlineatus ENSSTOG00000032907
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000008566
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100011863
fukomys_damarensis ENSFDAG00000017933
chinchilla_lanigera ENSCLAG00000004732
octodon_degus ENSODEG00000016539
cavia_porcellus ENSCPOG00000036749
oryctolagus_cuniculus ENSOCUG00000021755
jaculus_jaculus ENSJJAG00000011276
ursus_americanus ENSUAMG00000004487
ailuropoda_melanoleuca ENSAMEG00000017491
neovison_vison ENSNVIG00000020926
mustela_putorius_furo ENSMPUG00000018210
ailuropoda_melanoleuca ENSAMEG00000003247
ailuropoda_melanoleuca ENSAMEG00000001397
ursus_americanus ENSUAMG00000013865
ursus_americanus ENSUAMG00000023091
ursus_americanus ENSUAMG00000001905
ursus_maritimus ENSUMAG00000009817
ursus_maritimus ENSUMAG00000009809
mustela_putorius_furo ENSMPUG00000008296
canis_lupus_dingo ENSCAFG00020016492
canis_lupus_familiaris ENSCAFG00000002851
vulpes_vulpes ENSVVUG00000008273
panthera_tigris_altaica ENSPTIG00000005496
panthera_pardus ENSPPRG00000019882
felis_catus ENSFCAG00000027947
erinaceus_europaeus ENSEEUG00000009845
sorex_araneus ENSSARG00000003103
sus_scrofa ENSSSCG00000016724
tursiops_truncatus ENSTTRG00000002938
bos_mutus ENSBMUG00000018894
bos_taurus ENSBTAG00000023318
bison_bison_bison ENSBBBG00000020940
bos_taurus ENSBTAG00000007398
capra_hircus ENSCHIG00000022276
ovis_aries ENSOARG00000013441
equus_asinus_asinus ENSEASG00005017711
equus_asinus_asinus ENSEASG00005001088
equus_caballus ENSECAG00000014621
myotis_lucifugus ENSMLUG00000005121
pteropus_vampyrus ENSPVAG00000015911
choloepus_hoffmanni ENSCHOG00000009299
choloepus_hoffmanni ENSCHOG00000003106
dasypus_novemcinctus ENSDNOG00000016853
ornithorhynchus_anatinus ENSOANG00000015810
gallus_gallus ENSGALG00000052064
coturnix_japonica ENSCJPG00005011836
numida_meleagris ENSNMEG00000019896
anser_brachyrhynchus ENSABRG00000004612
lonchura_striata_domestica ENSLSDG00000016574
serinus_canaria ENSSCAG00000002051
cyanistes_caeruleus ENSCCEG00000008141
lepidothrix_coronata ENSLCOG00000007278
manacus_vitellinus ENSMVIG00005018311
junco_hyemalis ENSJHYG00000001843
calidris_pugnax ENSCPUG00000011539
calidris_pygmaea ENSCPGG00000002518
apteryx_rowi ENSARWG00000017908
apteryx_owenii ENSAOWG00000007006
dromaius_novaehollandiae ENSDNVG00000003305
nothoprocta_perdicaria ENSNPEG00000011634
crocodylus_porosus ENSCPRG00005013577
astatotilapia_calliptera ENSACLG00000015080
maylandia_zebra ENSMZEG00005012436
haplochromis_burtoni ENSHBUG00000009329
pundamilia_nyererei ENSPNYG00000009321
neolamprologus_brichardi ENSNBRG00000003774
oreochromis_niloticus ENSONIG00000011483
amphilophus_citrinellus ENSACIG00000013492
takifugu_rubripes ENSTRUG00000019895
tetraodon_nigroviridis ENSTNIG00000013566
mola_mola ENSMMOG00000009620
periophthalmus_magnuspinnatus ENSPMGG00000017386
fundulus_heteroclitus ENSFHEG00000002153
cyprinodon_variegatus ENSCVAG00000004623
xiphophorus_maculatus ENSXMAG00000018973
xiphophorus_couchianus ENSXCOG00000017487
gambusia_affinis ENSGAFG00000006833
poecilia_mexicana ENSPMEG00000007226
poecilia_latipinna ENSPLAG00000016975
poecilia_formosa ENSPFOG00000018768
poecilia_reticulata ENSPREG00000015401
kryptolebias_marmoratus ENSKMAG00000016276
oryzias_latipes_asm223471v1 ENSORLG00020017330
oryzias_latipes_asm223467v1 ENSORLG00000000867
oryzias_latipes_asm223469v1 ENSORLG00015004016
