oryzias_latipes_asm223471v1 ENSORLG00020003701
oryzias_latipes_asm223469v1 ENSORLG00015006857
oryzias_latipes_asm223467v1 ENSORLG00000004549
oryzias_melastigma ENSOMEG00000016042
kryptolebias_marmoratus ENSKMAG00000002056
seriola_dumerili ENSSDUG00000010636
seriola_lalandi_dorsalis ENSSLDG00000015659
scophthalmus_maximus ENSSMAG00000007767
amphiprion_ocellaris ENSAOCG00000015662
amphiprion_percula ENSAPEG00000005383
acanthochromis_polyacanthus ENSAPOG00000000843
stegastes_partitus ENSSPAG00000002012
xiphophorus_maculatus ENSXMAG00000004470
xiphophorus_couchianus ENSXCOG00000007387
gambusia_affinis ENSGAFG00000007368
poecilia_latipinna ENSPLAG00000013776
poecilia_formosa ENSPFOG00000016618
poecilia_mexicana ENSPMEG00000004179
poecilia_reticulata ENSPREG00000006980
oreochromis_niloticus ENSONIG00000010657
monopterus_albus ENSMALG00000006391
mastacembelus_armatus ENSMAMG00000003290
anabas_testudineus ENSATEG00000019967
cynoglossus_semilaevis ENSCSEG00000017234
gasterosteus_aculeatus ENSGACG00000015985
periophthalmus_magnuspinnatus ENSPMGG00000009392
hippocampus_comes ENSHCOG00000020471
gadus_morhua ENSGMOG00000018121
pygocentrus_nattereri ENSPNAG00000017200
astyanax_mexicanus ENSAMXG00000036164
ictalurus_punctatus ENSIPUG00000013193
danio_rerio ENSDARG00000019924
scleropages_formosus ENSSFOG00015012568
paramormyrops_kingsleyae ENSPKIG00000007044
scleropages_formosus ENSSFOG00015001995
paramormyrops_kingsleyae ENSPKIG00000014992
lepisosteus_oculatus ENSLOCG00000010183
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000014859
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100003413
octodon_degus ENSODEG00000011680
mesocricetus_auratus ENSMAUG00000019205
jaculus_jaculus ENSJJAG00000001534
chinchilla_lanigera ENSCLAG00000005985
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100009813
jaculus_jaculus ENSJJAG00000013211
tupaia_belangeri ENSTBEG00000017494
bison_bison_bison ENSBBBG00000005886
bos_mutus ENSBMUG00000022515
vicugna_pacos ENSVPAG00000004127
ailuropoda_melanoleuca ENSAMEG00000000012
loxodonta_africana ENSLAFG00000006582
choloepus_hoffmanni ENSCHOG00000004014
phascolarctos_cinereus ENSPCIG00000016606
ornithorhynchus_anatinus ENSOANG00000015215
pogona_vitticeps ENSPVIG00000006387
anolis_carolinensis ENSACAG00000005891
salvator_merianae ENSSMRG00000018308
sphenodon_punctatus ENSSPUG00000011504
gopherus_agassizii ENSGAGG00000021452
chelonoidis_abingdonii ENSCABG00000010243
chrysemys_picta_bellii ENSCPBG00000009969
pelodiscus_sinensis ENSPSIG00000010159
crocodylus_porosus ENSCPRG00005018033
apteryx_owenii ENSAOWG00000008721
apteryx_haastii ENSAHAG00000013706
apteryx_rowi ENSARWG00000017972
dromaius_novaehollandiae ENSDNVG00000008818
nothoprocta_perdicaria ENSNPEG00000015131
anas_platyrhynchos_platyrhynchos ENSAPLG00000029939
anser_brachyrhynchus ENSABRG00000016710
gallus_gallus ENSGALG00000010481
coturnix_japonica ENSCJPG00005010078
meleagris_gallopavo ENSMGAG00000010814
numida_meleagris ENSNMEG00000021505
calidris_pugnax ENSCPUG00000011850
calidris_pygmaea ENSCPGG00000012632
melopsittacus_undulatus ENSMUNG00000010983
lepidothrix_coronata ENSLCOG00000000131
manacus_vitellinus ENSMVIG00005011726
cyanistes_caeruleus ENSCCEG00000013372
ficedula_albicollis ENSFALG00000009295
parus_major ENSPMJG00000000275
lonchura_striata_domestica ENSLSDG00000012751
taeniopygia_guttata ENSTGUG00000008563
zonotrichia_albicollis ENSZALG00000001699
junco_hyemalis ENSJHYG00000008956
serinus_canaria ENSSCAG00000003547
eptatretus_burgeri ENSEBUG00000000986
ciona_savignyi ENSCSAVG00000010025
caenorhabditis_elegans_strain_n2 WBGene00009575
caenorhabditis_elegans_strain_n2 WBGene00007812
drosophila_melanogaster FBgn0028833
