labrus_bergylta ENSLBEG00000002469
gasterosteus_aculeatus ENSGACG00000015510
mola_mola ENSMMOG00000017385
mastacembelus_armatus ENSMAMG00000001437
monopterus_albus ENSMALG00000017253
anabas_testudineus ENSATEG00000010960
seriola_dumerili ENSSDUG00000007618
seriola_lalandi_dorsalis ENSSLDG00000021387
scophthalmus_maximus ENSSMAG00000021369
amphiprion_ocellaris ENSAOCG00000004379
amphiprion_percula ENSAPEG00000018675
acanthochromis_polyacanthus ENSAPOG00000002039
stegastes_partitus ENSSPAG00000007781
pundamilia_nyererei ENSPNYG00000005553
haplochromis_burtoni ENSHBUG00000000745
astatotilapia_calliptera ENSACLG00000025643
maylandia_zebra ENSMZEG00005027996
neolamprologus_brichardi ENSNBRG00000016365
oreochromis_niloticus ENSONIG00000002979
amphilophus_citrinellus ENSACIG00000005475
xiphophorus_maculatus ENSXMAG00000024824
xiphophorus_couchianus ENSXCOG00000011000
poecilia_formosa ENSPFOG00000004425
poecilia_latipinna ENSPLAG00000007540
poecilia_mexicana ENSPMEG00000012758
poecilia_reticulata ENSPREG00000022683
gambusia_affinis ENSGAFG00000013339
fundulus_heteroclitus ENSFHEG00000018955
cyprinodon_variegatus ENSCVAG00000016141
kryptolebias_marmoratus ENSKMAG00000001863
oryzias_latipes_asm223471v1 ENSORLG00020014247
oryzias_latipes_asm223469v1 ENSORLG00015012899
oryzias_latipes_asm223467v1 ENSORLG00000005945
oryzias_melastigma ENSOMEG00000000926
cynoglossus_semilaevis ENSCSEG00000001264
hippocampus_comes ENSHCOG00000008070
tetraodon_nigroviridis ENSTNIG00000009410
takifugu_rubripes ENSTRUG00000017270
periophthalmus_magnuspinnatus ENSPMGG00000023090
gadus_morhua ENSGMOG00000018711
esox_lucius ENSELUG00000009772
astyanax_mexicanus ENSAMXG00000035601
pygocentrus_nattereri ENSPNAG00000021728
ictalurus_punctatus ENSIPUG00000018175
danio_rerio ENSDARG00000089236
scleropages_formosus ENSSFOG00015006970
paramormyrops_kingsleyae ENSPKIG00000001056
lepisosteus_oculatus ENSLOCG00000006371
gallus_gallus ENSGALG00000012153
coturnix_japonica ENSCJPG00005015315
numida_meleagris ENSNMEG00000004067
anser_brachyrhynchus ENSABRG00000018042
anas_platyrhynchos_platyrhynchos ENSAPLG00000004128
cyanistes_caeruleus ENSCCEG00000016249
parus_major ENSPMJG00000002757
lonchura_striata_domestica ENSLSDG00000013518
taeniopygia_guttata ENSTGUG00000004772
junco_hyemalis ENSJHYG00000003973
zonotrichia_albicollis ENSZALG00000011805
lepidothrix_coronata ENSLCOG00000013796
manacus_vitellinus ENSMVIG00005000933
dromaius_novaehollandiae ENSDNVG00000010194
calidris_pygmaea ENSCPGG00000013478
nothoprocta_perdicaria ENSNPEG00000008703
meleagris_gallopavo ENSMGAG00000001653
melopsittacus_undulatus ENSMUNG00000004461
ficedula_albicollis ENSFALG00000014393
ficedula_albicollis ENSFALG00000012252
serinus_canaria ENSSCAG00000007788
calidris_pugnax ENSCPUG00000017074
apteryx_rowi ENSARWG00000014417
apteryx_haastii ENSAHAG00000015987
apteryx_owenii ENSAOWG00000013531
crocodylus_porosus ENSCPRG00005007354
chelonoidis_abingdonii ENSCABG00000009408
gopherus_agassizii ENSGAGG00000015599
chrysemys_picta_bellii ENSCPBG00000011793
pelodiscus_sinensis ENSPSIG00000004567
anolis_carolinensis ENSACAG00000005851
pogona_vitticeps ENSPVIG00000025510
notechis_scutatus ENSNSUG00000011746
salvator_merianae ENSSMRG00000001832
sphenodon_punctatus ENSSPUG00000008097
equus_asinus_asinus ENSEASG00005013417
equus_caballus ENSECAG00000018326
myotis_lucifugus ENSMLUG00000029456
ursus_maritimus ENSUMAG00000019671
ailuropoda_melanoleuca ENSAMEG00000014575
mustela_putorius_furo ENSMPUG00000011218
neovison_vison ENSNVIG00000016305
canis_lupus_dingo ENSCAFG00020019587
canis_lupus_familiaris ENSCAFG00000010245
vulpes_vulpes ENSVVUG00000000400
panthera_tigris_altaica ENSPTIG00000021621
panthera_pardus ENSPPRG00000003466
felis_catus ENSFCAG00000025955
sus_scrofa ENSSSCG00000013331
vicugna_pacos ENSVPAG00000005200
bos_mutus ENSBMUG00000024389
bos_taurus ENSBTAG00000003361
bison_bison_bison ENSBBBG00000002523
ovis_aries ENSOARG00000015410
capra_hircus ENSCHIG00000018028
tursiops_truncatus ENSTTRG00000010352
pteropus_vampyrus ENSPVAG00000015461
choloepus_hoffmanni ENSCHOG00000008588
dasypus_novemcinctus ENSDNOG00000000133
mus_spicilegus ENSMSIG00000028975
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0024958
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000057234
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0024045
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0025483
rattus_norvegicus ENSRNOG00000004926
meriones_unguiculatus ENSMUGG00000008033
peromyscus_maniculatus_bairdii ENSPEMG00000019783
microtus_ochrogaster ENSMOCG00000014905
cricetulus_griseus_crigri_1.0 ENSCGRG00000017610
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001023906
cricetulus_griseus_crigri-picr ENSCGRG00015008398
mesocricetus_auratus ENSMAUG00000001233
nannospalax_galili ENSNGAG00000020743
jaculus_jaculus ENSJJAG00000019606
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000011368
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100018752
fukomys_damarensis ENSFDAG00000002230
cavia_aperea ENSCAPG00000000160
cavia_porcellus ENSCPOG00000039400
chinchilla_lanigera ENSCLAG00000001125
octodon_degus ENSODEG00000001716
oryctolagus_cuniculus ENSOCUG00000014291
ochotona_princeps ENSOPRG00000001806
spermophilus_dauricus ENSSDAG00000007474
urocitellus_parryii ENSUPAG00010018551
ictidomys_tridecemlineatus ENSSTOG00000026358
marmota_marmota_marmota ENSMMMG00000006976
carlito_syrichta ENSTSYG00000005464
propithecus_coquereli ENSPCOG00000016394
microcebus_murinus ENSMICG00000005178
prolemur_simus ENSPSMG00000014046
otolemur_garnettii ENSOGAG00000017074
pan_troglodytes ENSPTRG00000044366
pan_paniscus ENSPPAG00000031170
gorilla_gorilla ENSGGOG00000042922
nomascus_leucogenys ENSNLEG00000017135
colobus_angolensis_palliatus ENSCANG00000037385
rhinopithecus_roxellana ENSRROG00000043154
macaca_mulatta ENSMMUG00000043831
macaca_fascicularis ENSMFAG00000044221
papio_anubis ENSPANG00000036067
colobus_angolensis_palliatus ENSCANG00000030178
mandrillus_leucophaeus ENSMLEG00000039553
mandrillus_leucophaeus ENSMLEG00000031435
macaca_mulatta ENSMMUG00000013616
nomascus_leucogenys ENSNLEG00000018743
cebus_capucinus_imitator ENSCCAG00000025448
saimiri_boliviensis_boliviensis ENSSBOG00000025571
aotus_nancymaae ENSANAG00000027100
aotus_nancymaae ENSANAG00000023417
pan_paniscus ENSPPAG00000028911
pan_troglodytes ENSPTRG00000003461
homo_sapiens ENSG00000169519
gorilla_gorilla ENSGGOG00000026989
pongo_abelii ENSPPYG00000003399
nomascus_leucogenys ENSNLEG00000033555
macaca_fascicularis ENSMFAG00000043868
macaca_nemestrina ENSMNEG00000037173
cercocebus_atys ENSCATG00000039486
theropithecus_gelada ENSTGEG00000006744
papio_anubis ENSPANG00000008467
chlorocebus_sabaeus ENSCSAG00000005230
rhinopithecus_bieti ENSRBIG00000030123
rhinopithecus_roxellana ENSRROG00000039411
piliocolobus_tephrosceles ENSPTEG00000022964
colobus_angolensis_palliatus ENSCANG00000031004
saimiri_boliviensis_boliviensis ENSSBOG00000018245
cebus_capucinus_imitator ENSCCAG00000021207
callithrix_jacchus ENSCJAG00000042420
aotus_nancymaae ENSANAG00000023684
erinaceus_europaeus ENSEEUG00000007430
