meleagris_gallopavo ENSMGAG00000007549
gallus_gallus ENSGALG00000032690
coturnix_japonica ENSCJPG00005008583
numida_meleagris ENSNMEG00000021735
anser_brachyrhynchus ENSABRG00000015061
taeniopygia_guttata ENSTGUG00000010243
lonchura_striata_domestica ENSLSDG00000009117
junco_hyemalis ENSJHYG00000006921
zonotrichia_albicollis ENSZALG00000008630
serinus_canaria ENSSCAG00000003513
ficedula_albicollis ENSFALG00000007216
cyanistes_caeruleus ENSCCEG00000022955
parus_major ENSPMJG00000018781
manacus_vitellinus ENSMVIG00005002225
manacus_vitellinus ENSMVIG00005002840
manacus_vitellinus ENSMVIG00005003277
lepidothrix_coronata ENSLCOG00000012815
melopsittacus_undulatus ENSMUNG00000013407
calidris_pygmaea ENSCPGG00000014829
apteryx_haastii ENSAHAG00000011444
apteryx_owenii ENSAOWG00000012211
apteryx_rowi ENSARWG00000018867
dromaius_novaehollandiae ENSDNVG00000007321
nothoprocta_perdicaria ENSNPEG00000009510
crocodylus_porosus ENSCPRG00005001677
gopherus_agassizii ENSGAGG00000009833
chelonoidis_abingdonii ENSCABG00000005081
chrysemys_picta_bellii ENSCPBG00000001164
pelodiscus_sinensis ENSPSIG00000003736
sphenodon_punctatus ENSSPUG00000015618
pogona_vitticeps ENSPVIG00000013895
notechis_scutatus ENSNSUG00000010925
salvator_merianae ENSSMRG00000017423
phascolarctos_cinereus ENSPCIG00000005052
notamacropus_eugenii ENSMEUG00000004004
sarcophilus_harrisii ENSSHAG00000011696
monodelphis_domestica ENSMODG00000015355
octodon_degus ENSODEG00000009622
chinchilla_lanigera ENSCLAG00000009231
cavia_porcellus ENSCPOG00000023923
cavia_aperea ENSCAPG00000009916
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000009892
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100017865
fukomys_damarensis ENSFDAG00000013231
urocitellus_parryii ENSUPAG00010023346
marmota_marmota_marmota ENSMMMG00000004784
spermophilus_dauricus ENSSDAG00000005818
ictidomys_tridecemlineatus ENSSTOG00000023762
castor_canadensis ENSCCNG00000012463
dipodomys_ordii ENSDORG00000015154
mus_spicilegus ENSMSIG00000004203
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0028547
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000029504
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0027549
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0024131
rattus_norvegicus ENSRNOG00000037480
meriones_unguiculatus ENSMUGG00000002621
microtus_ochrogaster ENSMOCG00000011638
microtus_ochrogaster ENSMOCG00000021818
peromyscus_maniculatus_bairdii ENSPEMG00000019176
cricetulus_griseus_crigri_1.0 ENSCGRG00000005173
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001007401
cricetulus_griseus_crigri-picr ENSCGRG00015021165
mesocricetus_auratus ENSMAUG00000012100
nannospalax_galili ENSNGAG00000020870
jaculus_jaculus ENSJJAG00000019589
oryctolagus_cuniculus ENSOCUG00000024699
pan_troglodytes ENSPTRG00000005647
pan_paniscus ENSPPAG00000028768
homo_sapiens ENSG00000185163
gorilla_gorilla ENSGGOG00000010250
pongo_abelii ENSPPYG00000005135
nomascus_leucogenys ENSNLEG00000008548
piliocolobus_tephrosceles ENSPTEG00000032092
colobus_angolensis_palliatus ENSCANG00000032770
rhinopithecus_roxellana ENSRROG00000029937
macaca_fascicularis ENSMFAG00000031189
macaca_nemestrina ENSMNEG00000032293
papio_anubis ENSPANG00000008107
cercocebus_atys ENSCATG00000034250
mandrillus_leucophaeus ENSMLEG00000029256
theropithecus_gelada ENSTGEG00000028383
chlorocebus_sabaeus ENSCSAG00000001868
callithrix_jacchus ENSCJAG00000046414
cebus_capucinus_imitator ENSCCAG00000031005
saimiri_boliviensis_boliviensis ENSSBOG00000018712
aotus_nancymaae ENSANAG00000031596
carlito_syrichta ENSTSYG00000034346
propithecus_coquereli ENSPCOG00000019597
prolemur_simus ENSPSMG00000019451
microcebus_murinus ENSMICG00000037047
otolemur_garnettii ENSOGAG00000030755
tupaia_belangeri ENSTBEG00000006060
ovis_aries ENSOARG00000011942
capra_hircus ENSCHIG00000014268
bos_taurus ENSBTAG00000017219
bos_mutus ENSBMUG00000022246
bison_bison_bison ENSBBBG00000018151
tursiops_truncatus ENSTTRG00000000634
sus_scrofa ENSSSCG00000028735
equus_asinus_asinus ENSEASG00005016622
equus_caballus ENSECAG00000018910
mustela_putorius_furo ENSMPUG00000002384
neovison_vison ENSNVIG00000022592
ursus_maritimus ENSUMAG00000002652
ursus_americanus ENSUAMG00000001237
ailuropoda_melanoleuca ENSAMEG00000013674
canis_lupus_familiaris ENSCAFG00000006320
canis_lupus_dingo ENSCAFG00020010492
vulpes_vulpes ENSVVUG00000004382
felis_catus ENSFCAG00000010782
panthera_pardus ENSPPRG00000015010
pteropus_vampyrus ENSPVAG00000000454
myotis_lucifugus ENSMLUG00000029430
loxodonta_africana ENSLAFG00000008274
procavia_capensis ENSPCAG00000009747
dasypus_novemcinctus ENSDNOG00000014194
ornithorhynchus_anatinus ENSOANG00000012187
xenopus_tropicalis ENSXETG00000022359
latimeria_chalumnae ENSLACG00000011076
periophthalmus_magnuspinnatus ENSPMGG00000018687
periophthalmus_magnuspinnatus ENSPMGG00000018683
oryzias_latipes_asm223469v1 ENSORLG00015014512
oryzias_latipes_asm223471v1 ENSORLG00020016405
oryzias_latipes_asm223467v1 ENSORLG00000017814
oryzias_melastigma ENSOMEG00000001919
acanthochromis_polyacanthus ENSAPOG00000020228
takifugu_rubripes ENSTRUG00000012670
tetraodon_nigroviridis ENSTNIG00000010281
monopterus_albus ENSMALG00000013852
mastacembelus_armatus ENSMAMG00000001462
anabas_testudineus ENSATEG00000013470
seriola_dumerili ENSSDUG00000001495
seriola_lalandi_dorsalis ENSSLDG00000006541
amphiprion_ocellaris ENSAOCG00000017332
amphiprion_percula ENSAPEG00000004829
acanthochromis_polyacanthus ENSAPOG00000013644
stegastes_partitus ENSSPAG00000019759
labrus_bergylta ENSLBEG00000025627
gasterosteus_aculeatus ENSGACG00000012252
scophthalmus_maximus ENSSMAG00000018065
astatotilapia_calliptera ENSACLG00000020492
maylandia_zebra ENSMZEG00005012591
haplochromis_burtoni ENSHBUG00000007532
neolamprologus_brichardi ENSNBRG00000013764
oreochromis_niloticus ENSONIG00000001627
amphilophus_citrinellus ENSACIG00000010201
mola_mola ENSMMOG00000014755
mola_mola ENSMMOG00000014757
poecilia_formosa ENSPFOG00000008508
poecilia_mexicana ENSPMEG00000011299
poecilia_latipinna ENSPLAG00000023669
poecilia_reticulata ENSPREG00000015992
xiphophorus_maculatus ENSXMAG00000010009
xiphophorus_couchianus ENSXCOG00000003043
gambusia_affinis ENSGAFG00000019988
fundulus_heteroclitus ENSFHEG00000008807
cyprinodon_variegatus ENSCVAG00000017562
kryptolebias_marmoratus ENSKMAG00000019797
cynoglossus_semilaevis ENSCSEG00000015970
hippocampus_comes ENSHCOG00000016131
gadus_morhua ENSGMOG00000012614
esox_lucius ENSELUG00000018602
pygocentrus_nattereri ENSPNAG00000017430
astyanax_mexicanus ENSAMXG00000001507
ictalurus_punctatus ENSIPUG00000009240
danio_rerio ENSDARG00000025854
paramormyrops_kingsleyae ENSPKIG00000022075
scleropages_formosus ENSSFOG00015002636
lepisosteus_oculatus ENSLOCG00000006858
eptatretus_burgeri ENSEBUG00000016425
ciona_savignyi ENSCSAVG00000010817
ciona_intestinalis ENSCING00000000770
drosophila_melanogaster FBgn0004556
caenorhabditis_elegans_strain_n2 WBGene00022792
saccharomyces_cerevisiae_strain_s288c YNR038W
