mola_mola ENSMMOG00000008170
tetraodon_nigroviridis ENSTNIG00000017084
labrus_bergylta ENSLBEG00000009064
amphiprion_ocellaris ENSAOCG00000006691
amphiprion_percula ENSAPEG00000005962
acanthochromis_polyacanthus ENSAPOG00000020556
stegastes_partitus ENSSPAG00000011144
fundulus_heteroclitus ENSFHEG00000020960
cyprinodon_variegatus ENSCVAG00000015811
xiphophorus_maculatus ENSXMAG00000017068
gambusia_affinis ENSGAFG00000001983
poecilia_formosa ENSPFOG00000006396
poecilia_mexicana ENSPMEG00000020670
poecilia_latipinna ENSPLAG00000012766
poecilia_reticulata ENSPREG00000003474
kryptolebias_marmoratus ENSKMAG00000015745
oryzias_latipes_asm223467v1 ENSORLG00000000601
oryzias_latipes_asm223471v1 ENSORLG00020005026
oryzias_latipes_asm223469v1 ENSORLG00015012047
oryzias_melastigma ENSOMEG00000001759
maylandia_zebra ENSMZEG00005012342
pundamilia_nyererei ENSPNYG00000005676
astatotilapia_calliptera ENSACLG00000017665
haplochromis_burtoni ENSHBUG00000004437
neolamprologus_brichardi ENSNBRG00000018663
oreochromis_niloticus ENSONIG00000014863
amphilophus_citrinellus ENSACIG00000016011
seriola_dumerili ENSSDUG00000020219
seriola_lalandi_dorsalis ENSSLDG00000021755
scophthalmus_maximus ENSSMAG00000014747
mastacembelus_armatus ENSMAMG00000012514
monopterus_albus ENSMALG00000010084
anabas_testudineus ENSATEG00000010081
hippocampus_comes ENSHCOG00000005951
cynoglossus_semilaevis ENSCSEG00000010432
periophthalmus_magnuspinnatus ENSPMGG00000022125
gasterosteus_aculeatus ENSGACG00000002843
gadus_morhua ENSGMOG00000014241
esox_lucius ENSELUG00000018790
pygocentrus_nattereri ENSPNAG00000005548
astyanax_mexicanus ENSAMXG00000041339
ictalurus_punctatus ENSIPUG00000018998
danio_rerio ENSDARG00000059891
paramormyrops_kingsleyae ENSPKIG00000018358
scleropages_formosus ENSSFOG00015005847
lepisosteus_oculatus ENSLOCG00000007338
astyanax_mexicanus ENSAMXG00000041040
pygocentrus_nattereri ENSPNAG00000000698
ictalurus_punctatus ENSIPUG00000017975
danio_rerio ENSDARG00000094512
scleropages_formosus ENSSFOG00015022397
manacus_vitellinus ENSMVIG00005018367
lepidothrix_coronata ENSLCOG00000016533
parus_major ENSPMJG00000003526
cyanistes_caeruleus ENSCCEG00000022241
lonchura_striata_domestica ENSLSDG00000009708
zonotrichia_albicollis ENSZALG00000006960
ficedula_albicollis ENSFALG00000008026
melopsittacus_undulatus ENSMUNG00000007675
calidris_pugnax ENSCPUG00000009431
calidris_pygmaea ENSCPGG00000001913
anser_brachyrhynchus ENSABRG00000005753
anas_platyrhynchos_platyrhynchos ENSAPLG00000012001
gallus_gallus ENSGALG00000031689
coturnix_japonica ENSCJPG00005019518
numida_meleagris ENSNMEG00000014585
dromaius_novaehollandiae ENSDNVG00000018496
apteryx_owenii ENSAOWG00000000019
serinus_canaria ENSSCAG00000016775
taeniopygia_guttata ENSTGUG00000009131
meleagris_gallopavo ENSMGAG00000009328
junco_hyemalis ENSJHYG00000018477
nothoprocta_perdicaria ENSNPEG00000008396
apteryx_haastii ENSAHAG00000013361
anolis_carolinensis ENSACAG00000021034
pogona_vitticeps ENSPVIG00000019079
salvator_merianae ENSSMRG00000013535
sphenodon_punctatus ENSSPUG00000014323
chrysemys_picta_bellii ENSCPBG00000014018
chelonoidis_abingdonii ENSCABG00000006517
pelodiscus_sinensis ENSPSIG00000003854
taeniopygia_guttata ENSTGUG00000014933
latimeria_chalumnae ENSLACG00000014775
petromyzon_marinus ENSPMAG00000000064
eptatretus_burgeri ENSEBUG00000006985
xenopus_tropicalis ENSXETG00000026599
latimeria_chalumnae ENSLACG00000011460
petromyzon_marinus ENSPMAG00000008787
