xiphophorus_maculatus ENSXMAG00000028229
xiphophorus_couchianus ENSXCOG00000004395
gambusia_affinis ENSGAFG00000012347
poecilia_reticulata ENSPREG00000004301
poecilia_mexicana ENSPMEG00000016303
fundulus_heteroclitus ENSFHEG00000023281
amphilophus_citrinellus ENSACIG00000008010
monopterus_albus ENSMALG00000002124
anabas_testudineus ENSATEG00000012672
labrus_bergylta ENSLBEG00000015458
astatotilapia_calliptera ENSACLG00000019491
maylandia_zebra ENSMZEG00005017888
haplochromis_burtoni ENSHBUG00000008083
pundamilia_nyererei ENSPNYG00000011808
neolamprologus_brichardi ENSNBRG00000018542
oryzias_latipes_asm223469v1 ENSORLG00015004985
oryzias_latipes_asm223467v1 ENSORLG00000027570
oryzias_latipes_asm223471v1 ENSORLG00020010083
oryzias_melastigma ENSOMEG00000010130
takifugu_rubripes ENSTRUG00000021975
cynoglossus_semilaevis ENSCSEG00000017701
hippocampus_comes ENSHCOG00000014305
mola_mola ENSMMOG00000019325
cyprinodon_variegatus ENSCVAG00000001583
seriola_lalandi_dorsalis ENSSLDG00000020313
acanthochromis_polyacanthus ENSAPOG00000008868
mastacembelus_armatus ENSMAMG00000008092
seriola_dumerili ENSSDUG00000019285
amphiprion_percula ENSAPEG00000016154
scophthalmus_maximus ENSSMAG00000016377
stegastes_partitus ENSSPAG00000004022
periophthalmus_magnuspinnatus ENSPMGG00000019191
paramormyrops_kingsleyae ENSPKIG00000018696
manacus_vitellinus ENSMVIG00005016523
melopsittacus_undulatus ENSMUNG00000005383
anas_platyrhynchos_platyrhynchos ENSAPLG00000029426
nothoprocta_perdicaria ENSNPEG00000015587
gopherus_agassizii ENSGAGG00000025128
