oryzias_latipes_asm223471v1 ENSORLG00020011065
oryzias_latipes_asm223469v1 ENSORLG00015020354
oryzias_latipes_asm223467v1 ENSORLG00000000816
oryzias_melastigma ENSOMEG00000011302
neolamprologus_brichardi ENSNBRG00000013489
gasterosteus_aculeatus ENSGACG00000014058
scophthalmus_maximus ENSSMAG00000011331
mastacembelus_armatus ENSMAMG00000005138
monopterus_albus ENSMALG00000006373
anabas_testudineus ENSATEG00000003496
seriola_lalandi_dorsalis ENSSLDG00000018037
seriola_dumerili ENSSDUG00000022095
cynoglossus_semilaevis ENSCSEG00000006402
pundamilia_nyererei ENSPNYG00000008769
maylandia_zebra ENSMZEG00005014312
astatotilapia_calliptera ENSACLG00000022402
haplochromis_burtoni ENSHBUG00000011323
oreochromis_niloticus ENSONIG00000010639
amphilophus_citrinellus ENSACIG00000022743
gambusia_affinis ENSGAFG00000008409
xiphophorus_maculatus ENSXMAG00000026003
poecilia_formosa ENSPFOG00000001157
poecilia_latipinna ENSPLAG00000006171
poecilia_mexicana ENSPMEG00000021281
xiphophorus_couchianus ENSXCOG00000009955
poecilia_reticulata ENSPREG00000005564
fundulus_heteroclitus ENSFHEG00000021041
cyprinodon_variegatus ENSCVAG00000010394
kryptolebias_marmoratus ENSKMAG00000009240
amphiprion_ocellaris ENSAOCG00000018606
acanthochromis_polyacanthus ENSAPOG00000012209
amphiprion_percula ENSAPEG00000010132
stegastes_partitus ENSSPAG00000022481
periophthalmus_magnuspinnatus ENSPMGG00000020680
labrus_bergylta ENSLBEG00000009484
takifugu_rubripes ENSTRUG00000016503
tetraodon_nigroviridis ENSTNIG00000015599
mola_mola ENSMMOG00000018952
hippocampus_comes ENSHCOG00000018636
gadus_morhua ENSGMOG00000001836
esox_lucius ENSELUG00000003615
pygocentrus_nattereri ENSPNAG00000010922
astyanax_mexicanus ENSAMXG00000003811
ictalurus_punctatus ENSIPUG00000019393
danio_rerio ENSDARG00000075416
paramormyrops_kingsleyae ENSPKIG00000012344
scleropages_formosus ENSSFOG00015017691
lepisosteus_oculatus ENSLOCG00000003759
eptatretus_burgeri ENSEBUG00000009635
notamacropus_eugenii ENSMEUG00000003301
phascolarctos_cinereus ENSPCIG00000031336
monodelphis_domestica ENSMODG00000008397
myotis_lucifugus ENSMLUG00000016597
pteropus_vampyrus ENSPVAG00000004524
ursus_maritimus ENSUMAG00000015935
ursus_americanus ENSUAMG00000012636
ailuropoda_melanoleuca ENSAMEG00000008477
neovison_vison ENSNVIG00000004060
mustela_putorius_furo ENSMPUG00000013560
canis_lupus_dingo ENSCAFG00020022459
canis_lupus_familiaris ENSCAFG00000011928
vulpes_vulpes ENSVVUG00000025802
panthera_pardus ENSPPRG00000002271
panthera_tigris_altaica ENSPTIG00000009495
felis_catus ENSFCAG00000043176
vicugna_pacos ENSVPAG00000002825
sus_scrofa ENSSSCG00000034860
bos_taurus ENSBTAG00000015075
bos_mutus ENSBMUG00000026547
bison_bison_bison ENSBBBG00000010645
capra_hircus ENSCHIG00000025855
ovis_aries ENSOARG00000002704
tursiops_truncatus ENSTTRG00000011841
equus_asinus_asinus ENSEASG00005010038
equus_caballus ENSECAG00000021317
sorex_araneus ENSSARG00000001497
jaculus_jaculus ENSJJAG00000011776
otolemur_garnettii ENSOGAG00000003969
choloepus_hoffmanni ENSCHOG00000005109
dasypus_novemcinctus ENSDNOG00000011178
loxodonta_africana ENSLAFG00000003927
echinops_telfairi ENSETEG00000008555
castor_canadensis ENSCCNG00000031574
dipodomys_ordii ENSDORG00000009153
chinchilla_lanigera ENSCLAG00000010069
cavia_porcellus ENSCPOG00000013423
octodon_degus ENSODEG00000017352
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100017148
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000006538
fukomys_damarensis ENSFDAG00000009030
oryctolagus_cuniculus ENSOCUG00000011315
oryctolagus_cuniculus ENSOCUG00000025854
ochotona_princeps ENSOPRG00000013951
microcebus_murinus ENSMICG00000043059
propithecus_coquereli ENSPCOG00000027381
prolemur_simus ENSPSMG00000013907
pan_paniscus ENSPPAG00000031416
pan_troglodytes ENSPTRG00000014208
gorilla_gorilla ENSGGOG00000017121
homo_sapiens ENSG00000100209
pongo_abelii ENSPPYG00000011676
nomascus_leucogenys ENSNLEG00000002360
piliocolobus_tephrosceles ENSPTEG00000023251
colobus_angolensis_palliatus ENSCANG00000037117
rhinopithecus_bieti ENSRBIG00000040383
rhinopithecus_roxellana ENSRROG00000040894
macaca_fascicularis ENSMFAG00000035436
