bos_mutus ENSBMUG00000010483
bos_taurus ENSBTAG00000050349
bison_bison_bison ENSBBBG00000003647
sus_scrofa ENSSSCG00000034950
vulpes_vulpes ENSVVUG00000018290
vulpes_vulpes ENSVVUG00000003080
ursus_maritimus ENSUMAG00000021873
neovison_vison ENSNVIG00000001631
equus_caballus ENSECAG00000028551
mandrillus_leucophaeus ENSMLEG00000034465
colobus_angolensis_palliatus ENSCANG00000000201
piliocolobus_tephrosceles ENSPTEG00000010950
rhinopithecus_bieti ENSRBIG00000020777
colobus_angolensis_palliatus ENSCANG00000013545
pan_troglodytes ENSPTRG00000045485
cebus_capucinus_imitator ENSCCAG00000023285
theropithecus_gelada ENSTGEG00000006829
microcebus_murinus ENSMICG00000042836
microtus_ochrogaster ENSMOCG00000000233
peromyscus_maniculatus_bairdii ENSPEMG00000027026
meriones_unguiculatus ENSMUGG00000006728
meriones_unguiculatus ENSMUGG00000025474
marmota_marmota_marmota ENSMMMG00000011703
urocitellus_parryii ENSUPAG00010022689
fukomys_damarensis ENSFDAG00000010338
phascolarctos_cinereus ENSPCIG00000010857
peromyscus_maniculatus_bairdii ENSPEMG00000028021
oryzias_melastigma ENSOMEG00000018812
cyprinodon_variegatus ENSCVAG00000011144
acanthochromis_polyacanthus ENSAPOG00000011932
acanthochromis_polyacanthus ENSAPOG00000017782
gadus_morhua ENSGMOG00000005902
